WVHT,DPD,APD,MWD,WTMP,time_sin
1.5,13,7,301,29,0.79335334
1.5,10,7.2,53,29,0.866025404
1.6,13,7.1,261,29,0.923879533
1.6,8,6.9,31,29,0.965925826
1.6,13,7.2,308,29,0.991444861
1.6,10,7,27,29,1
1.6,13,6.9,281,29,0.991444861
1.5,13,6.6,283,29,0.965925826
1.6,13,6.7,304,29,0.923879533
1.5,9,6.4,38,29.1,0.866025404
1.5,10,6.2,29,29.1,0.79335334
1.6,13,6.6,301,29.1,0.707106781
1.6,13,6.3,272,29.1,0.608761429
1.5,13,6.6,283,29.1,0.5
1.6,13,6.4,304,29,0.382683432
1.5,13,6.3,271,29,0.258819045
1.6,13,6.3,259,29.1,0.130526192
1.5,9,6.1,43,29.1,0
1.6,10,6.3,38,29.1,-0.130526192
1.6,10,5.9,77,29,-0.258819045
1.6,10,5.9,41,29,-0.382683432
1.6,10,6.5,53,29,-0.5
1.6,12,6.8,244,29.1,-0.608761429
1.5,12,6.3,242,29.1,-0.707106781
1.5,13,6.3,266,29.1,-0.79335334
1.5,12,6.4,289,29.1,-0.866025404
1.6,13,6.6,263,29.1,-0.923879533
1.5,13,6.2,314,29.1,-0.965925826
1.5,10,6.1,23,29.1,-0.991444861
1.6,13,6.6,288,29.1,-1
1.5,13,6.4,300,29.1,-0.991444861
1.5,10,6.3,62,29.1,-0.965925826
1.6,13,6.4,270,29,-0.923879533
1.7,12,6.3,275,29,-0.866025404
1.6,11,6,299,29,-0.79335334
1.6,13,6.1,270,29,-0.707106781
1.5,11,6.3,50,29.1,-0.608761429
1.5,10,6.6,33,29.1,-0.5
1.6,13,6.7,250,29.1,-0.382683432
1.6,11,6.7,46,29.1,-0.258819045
1.6,13,6.9,241,29.1,-0.130526192
1.6,13,6.7,268,29.1,1.22E-16
1.6,13,6.6,256,29.1,0.130526192
1.6,13,6.3,279,29.1,0.258819045
1.7,13,6.4,288,29.1,0.382683432
1.6,13,6.4,305,29.2,0.5
1.6,13,6.3,266,29.2,0.608761429
1.6,13,6.2,289,29.2,0.707106781
1.5,13,5.8,279,29.2,0.79335334
1.5,10,6.1,37,29.2,0.866025404
1.6,10,6,47,29.2,0.923879533
1.5,13,5.9,296,29.2,0.965925826
1.5,13,6.2,293,29.1,0.991444861
1.6,13,6.2,293,29.1,1
1.5,10,5.9,28,29.2,0.991444861
1.4,10,5.9,41,29.3,0.965925826
1.6,10,7.2,58,29.3,0.923879533
1.5,10,7.1,52,29.4,0.866025404
1.6,14,7.4,302,29.5,0.79335334
1.5,10,7.2,36,29.5,0.707106781
1.5,10,7.3,27,29.6,0.608761429
1.5,10,7.2,38,29.4,0.5
1.5,13,7.3,315,29.3,0.382683432
1.5,13,7.4,302,29.2,0.258819045
1.5,13,7.8,290,29.2,0.130526192
1.5,10,7.7,31,29.3,0
1.5,13,7.5,290,29.2,-0.130526192
1.6,9,7.6,43,29,-0.258819045
1.6,14,7.2,308,29,-0.382683432
1.8,14,7.5,314,29,-0.5
1.5,13,7.5,312,28.9,-0.608761429
1.5,10,7.8,33,29,-0.707106781
1.7,9,7.9,26,29,-0.79335334
1.7,9,7.8,38,28.9,-0.866025404
1.7,10,7.9,22,29,-0.923879533
1.7,14,7.8,321,29,-0.965925826
1.7,10,7.9,27,29,-0.991444861
1.8,9,8.2,30,28.9,-1
1.7,10,7.9,20,28.9,-0.991444861
1.9,9,8.1,26,29,-0.965925826
1.8,14,8.1,301,29,-0.923879533
1.8,10,8.1,13,29,-0.866025404
1.8,10,8.1,24,29,-0.79335334
1.7,8,8.2,38,29,-0.707106781
1.7,9,8,37,29.1,-0.608761429
1.7,8,8,51,29.1,-0.5
1.7,9,8.2,39,29.1,-0.382683432
1.8,10,8.3,26,29.2,-0.258819045
1.7,9,8.2,38,29.2,-0.130526192
1.7,9,8.2,44,29.2,1.22E-16
1.7,10,8.1,42,29.2,0.130526192
1.7,10,8.3,29,29.2,0.258819045
1.7,14,8.2,295,29.3,0.382683432
1.8,10,8.3,30,29.2,0.5
1.7,10,8,32,29.2,0.608761429
1.7,10,7.9,20,29.2,0.707106781
1.7,10,8.2,33,29.2,0.79335334
1.7,9,7.9,48,29.2,0.866025404
1.6,10,7.6,39,29.3,0.923879533
1.8,9,8,42,29.3,0.965925826
1.7,9,8,59,29.4,0.991444861
1.7,15,8,328,29.4,1
1.8,10,8.1,38,29.4,0.991444861
1.7,15,7.9,318,29.5,0.923879533
1.8,11,7.8,26,29.5,0.866025404
1.6,10,7.6,51,29.4,0.79335334
1.7,15,7.8,310,29.6,0.707106781
1.6,10,7.5,59,29.5,0.608761429
1.6,10,7.6,51,29.5,0.5
1.6,9,7.4,55,29.5,0.382683432
1.6,9,7.2,104,29.4,0.258819045
1.6,10,7.3,66,29.4,0.130526192
1.6,10,7.4,28,29.3,0
1.6,11,7.2,22,29.2,-0.130526192
1.6,15,7.6,309,29.2,-0.258819045
1.5,10,7.6,82,29.1,-0.382683432
1.5,10,7.5,50,29.1,-0.5
1.5,9,7.7,72,29,-0.608761429
1.6,11,7.9,23,29,-0.707106781
1.5,14,7.8,240,29,-0.79335334
1.6,10,8,61,29,-0.866025404
1.6,11,7.6,16,28.9,-0.923879533
1.5,15,7.7,288,28.9,-0.965925826
1.5,11,7.5,37,28.9,-0.991444861
1.6,9,7.5,90,28.9,-1
1.5,15,7.6,282,28.9,-0.991444861
1.5,11,7.3,10,28.9,-0.965925826
1.5,11,7.3,355,28.9,-0.923879533
1.6,9,7.5,75,28.9,-0.866025404
1.5,9,7.5,73,28.9,-0.79335334
1.6,14,7.5,216,28.9,-0.707106781
1.5,8,7.3,117,28.9,-0.608761429
1.5,10,7.6,68,28.9,-0.5
1.5,9,7.3,137,28.9,-0.382683432
1.5,10,7.1,33,28.9,-0.258819045
1.5,10,7.3,81,29,-0.130526192
1.6,10,7.5,31,29,1.22E-16
1.6,9,7.5,78,29,0.130526192
1.4,9,7.1,121,29,0.258819045
1.6,10,7.1,130,29,0.382683432
1.4,10,7.1,35,29,0.5
1.5,9,7.2,85,29,0.608761429
1.6,10,7.2,13,29,0.707106781
1.6,10,7,19,29,0.79335334
1.5,11,6.6,342,29,0.866025404
1.6,10,6.7,357,29,0.923879533
1.5,10,6.4,12,29,0.965925826
1.6,11,6.4,353,29,0.991444861
1.6,8,6.2,60,29,1
1.8,10,6.5,14,29,0.991444861
1.6,11,6,357,29,0.965925826
1.7,10,6.2,13,29,0.923879533
1.7,10,6.2,52,29,0.866025404
1.6,9,6.2,67,29.1,0.79335334
1.8,10,6.6,23,29.1,0.707106781
1.7,12,6.5,350,29.1,0.608761429
1.7,10,6.5,53,29.1,0.5
1.7,11,6.1,344,29.1,0.382683432
1.8,11,6.5,349,29,0.258819045
1.7,8,6.4,77,29.1,0.130526192
1.8,11,6.6,354,29,0
1.7,11,6.2,355,29,-0.130526192
1.8,10,6.3,70,28.9,-0.258819045
1.9,10,6.3,56,28.9,-0.382683432
1.8,11,6.1,8,28.9,-0.5
1.8,11,6.1,350,28.9,-0.608761429
1.9,11,6.2,356,28.8,-0.707106781
1.8,10,6.3,31,28.9,-0.79335334
1.9,11,6.5,349,28.8,-0.866025404
1.9,13,6.5,336,28.8,-0.923879533
1.9,11,6.4,19,28.8,-0.965925826
2,11,6.6,353,28.7,-0.991444861
1.9,11,6.5,350,28.7,-1
1.8,11,6.4,350,28.7,-0.991444861
1.9,12,6.9,337,28.7,-0.965925826
1.8,13,6.6,337,28.8,-0.923879533
1.9,13,6.7,338,28.8,-0.866025404
1.9,13,6.8,331,28.8,-0.79335334
2,12,7,346,28.8,-0.707106781
1.8,13,7,343,28.8,-0.608761429
1.8,13,6.8,342,28.9,-0.5
1.8,12,7.2,340,28.9,-0.382683432
1.8,13,7.2,333,28.9,-0.258819045
1.8,10,7.3,131,28.9,-0.130526192
1.7,10,7,112,28.9,1.22E-16
1.8,13,7.5,336,28.9,0.130526192
1.8,13,7.8,336,28.9,0.258819045
1.5,12,7.4,344,29,0.382683432
1.7,13,7.9,325,29,0.5
1.6,13,7.9,311,29,0.608761429
1.6,13,7.9,323,29,0.707106781
1.6,13,8,346,28.9,0.79335334
1.7,13,8,336,29,0.866025404
1.6,11,7.6,120,29,0.923879533
1.5,13,7.3,327,29,0.965925826
1.6,13,7.5,333,29,0.991444861
1.6,12,7.2,339,29,1
1.6,13,7.5,315,29,0.991444861
1.7,13,7.9,333,29.1,0.965925826
1.7,13,7.8,334,29.1,0.923879533
1.5,13,7.2,317,29.1,0.866025404
1.6,13,7.5,320,29.1,0.79335334
1.6,13,7.6,317,29.1,0.707106781
1.6,13,7.2,319,29.1,0.608761429
1.6,13,7.3,338,29.1,0.5
1.5,13,7.1,322,29,0.382683432
1.6,13,7.4,316,29,0.258819045
1.4,14,6.9,318,29,0.130526192
1.5,13,7.2,324,29,0
1.5,14,7,336,29,-0.130526192
1.6,13,7.3,328,29,-0.258819045
1.6,14,7.1,332,28.9,-0.382683432
1.5,13,7.3,318,28.9,-0.5
1.6,14,7.7,334,28.8,-0.608761429
1.5,13,6.9,321,28.7,-0.707106781
1.6,14,7.3,331,28.8,-0.79335334
1.7,13,7.5,272,28.8,-0.866025404
1.6,13,7.2,315,28.8,-0.923879533
1.6,13,7,315,28.8,-0.965925826
1.6,13,7.1,299,28.7,-0.991444861
1.5,13,6.8,275,28.7,-1
1.5,10,6.6,146,28.7,-0.991444861
1.5,13,6.4,285,28.7,-0.965925826
1.5,14,6.7,296,28.7,-0.923879533
1.6,13,7.2,242,28.7,-0.866025404
1.5,10,6.8,140,28.7,-0.79335334
1.6,14,7.5,253,28.7,-0.707106781
1.6,13,8,293,28.7,-0.608761429
1.4,10,7.2,140,28.7,-0.5
1.6,13,7.5,294,28.7,-0.382683432
1.6,14,7.6,260,28.7,-0.258819045
1.6,8,7.6,109,28.7,-0.130526192
1.7,10,7.7,142,28.7,1.22E-16
1.6,10,7.6,139,28.7,0.130526192
1.6,10,7.5,152,28.7,0.258819045
1.6,10,7.4,145,28.7,0.382683432
1.5,9,7.3,145,28.8,0.5
1.6,10,7.2,149,28.8,0.608761429
1.6,10,7.2,146,28.8,0.707106781
1.6,10,6.8,149,28.8,0.79335334
1.5,9,6.7,139,28.8,0.866025404
1.5,9,6.4,140,28.7,0.923879533
1.6,10,6.5,149,28.7,0.965925826
1.7,9,6.4,121,28.7,0.991444861
1.7,8,6.1,105,28.7,1
1.8,10,6.1,137,28.7,0.991444861
1.8,10,6.2,137,28.7,0.965925826
1.8,10,5.6,145,28.8,0.923879533
1.8,11,5.8,141,28.8,0.866025404
1.8,10,6.5,138,28.8,0.79335334
1.7,10,6.5,147,28.8,0.707106781
1.7,10,6.5,126,28.8,0.608761429
1.7,11,6.3,144,28.8,0.5
1.7,11,6.2,143,28.8,0.382683432
1.7,7,6,58,28.8,0.258819045
1.7,9,6.4,143,28.9,0.130526192
1.7,10,6.7,122,28.9,0
1.5,9,6.8,129,28.9,-0.130526192
1.6,10,7.1,152,29,-0.258819045
1.6,9,6.7,111,29,-0.382683432
1.6,10,6.9,139,28.9,-0.5
1.7,9,7.1,126,28.8,-0.608761429
1.7,10,6.9,136,28.7,-0.707106781
1.8,10,7.1,130,28.6,-0.79335334
1.7,10,6.8,138,28.8,-0.866025404
1.7,10,6.7,145,28.8,-0.923879533
1.6,10,6.3,141,28.7,-0.965925826
1.7,11,6.6,148,28.7,-0.991444861
1.8,8,6.5,64,28.7,-1
1.9,11,6.7,141,28.7,-0.991444861
1.8,8,6.4,58,28.7,-0.965925826
1.9,11,6.2,140,28.7,-0.923879533
1.8,7,6.2,53,28.6,-0.866025404
2,8,6.7,54,28.7,-0.79335334
1.9,8,6.5,52,28.7,-0.707106781
1.8,11,6.7,143,28.7,-0.608761429
1.8,8,6.7,76,28.7,-0.5
1.6,8,6.9,74,28.7,-0.382683432
1.7,9,7.1,104,28.7,-0.258819045
1.7,11,7,139,28.6,-0.130526192
1.6,11,6.7,132,28.6,1.22E-16
1.7,10,7.1,123,28.6,0.130526192
1.6,11,7,140,28.7,0.258819045
1.7,10,7.2,116,28.7,0.382683432
1.6,11,7.2,139,28.7,0.5
1.7,10,7.2,116,28.8,0.608761429
1.7,10,6.9,127,28.8,0.707106781
1.6,10,6.4,133,28.7,0.79335334
1.7,11,6.4,129,28.9,0.866025404
1.7,11,7.1,135,28.9,0.923879533
1.6,9,7.2,119,28.9,0.965925826
1.6,10,7.1,120,28.9,0.991444861
1.7,11,7.2,125,28.9,1
1.7,11,7.2,137,29,0.991444861
1.6,11,7.1,123,29,0.965925826
1.6,11,7.1,126,29,0.923879533
1.6,11,7.2,121,29,0.866025404
1.7,10,7.4,130,29.1,0.79335334
1.7,11,7.3,125,29.1,0.707106781
1.6,11,7.2,135,29.1,0.608761429
1.7,10,7.3,140,29.1,0.5
1.6,11,7.3,141,29,0.382683432
1.7,9,7.4,101,29,0.258819045
1.7,11,7.4,148,28.9,0.130526192
1.6,11,7.1,153,28.9,0
1.8,11,7.6,140,28.9,-0.130526192
1.6,11,7.2,146,28.9,-0.258819045
1.8,9,7.2,137,28.9,-0.382683432
1.8,11,7.5,147,28.8,-0.5
1.6,11,7.2,152,28.8,-0.608761429
1.6,11,7.1,139,28.8,-0.707106781
1.7,10,7,139,28.8,-0.79335334
1.7,10,7.1,147,28.8,-0.866025404
1.8,10,7.5,148,28.8,-0.923879533
1.9,11,7.5,146,28.8,-0.965925826
1.5,11,7,156,28.8,-0.991444861
1.6,10,7.1,118,28.8,-1
1.6,11,7.4,142,28.8,-0.991444861
1.5,10,7.2,112,28.8,-0.965925826
1.5,11,7.2,110,28.8,-0.923879533
1.6,11,7.5,137,28.8,-0.866025404
1.7,11,7.6,98,28.8,-0.79335334
1.6,11,7.3,121,28.8,-0.707106781
1.6,10,7.4,105,28.7,-0.608761429
1.6,11,7.2,123,28.7,-0.5
1.5,11,7.1,132,28.7,-0.382683432
1.6,11,7.5,135,28.7,-0.258819045
1.7,11,7.7,105,28.7,-0.130526192
1.6,10,7.5,135,28.7,1.22E-16
1.6,11,7.4,133,28.7,0.130526192
1.6,11,7.4,129,28.7,0.258819045
1.6,10,7.1,133,28.7,0.382683432
1.7,10,7.1,113,28.8,0.5
1.8,10,7.6,136,28.8,0.608761429
1.8,10,7.3,130,28.8,0.707106781
1.7,10,7.2,141,28.8,0.79335334
1.8,11,7.4,143,28.8,0.866025404
1.7,10,7.2,141,28.9,0.923879533
1.7,10,7.2,133,28.9,0.965925826
1.7,11,7.1,134,28.9,0.991444861
1.6,10,6.9,146,28.9,1
1.7,10,6.9,137,28.9,0.991444861
1.7,10,6.8,144,28.9,0.965925826
1.7,11,6.6,143,28.8,0.923879533
1.8,11,6.7,150,28.8,0.866025404
1.8,11,7,138,28.8,0.79335334
1.8,10,7.2,143,28.8,0.707106781
1.7,10,6.8,147,28.8,0.608761429
1.8,10,6.7,147,28.9,0.5
1.8,11,6.5,142,28.9,0.382683432
1.9,11,6.5,133,28.9,0.258819045
1.9,11,6.6,139,28.8,0.130526192
1.8,10,6.5,142,28.8,0
1.8,10,6.6,138,28.8,-0.130526192
1.8,11,7,142,28.8,-0.258819045
1.8,11,6.8,122,28.8,-0.382683432
2,11,7,138,28.8,-0.5
2,11,7.2,126,28.8,-0.608761429
1.8,11,6.9,134,28.8,-0.707106781
1.8,10,7,147,28.9,-0.79335334
1.8,10,7.2,147,28.9,-0.866025404
1.8,11,7.5,154,28.9,-0.923879533
1.8,11,7.8,144,28.9,-0.965925826
1.8,11,8,136,28.9,-0.991444861
1.8,10,8,144,28.9,-1
1.6,11,7.4,146,28.9,-0.991444861
1.7,10,7.2,139,28.9,-0.965925826
1.7,11,7,115,28.7,-0.923879533
1.8,10,7.3,151,28.7,-0.866025404
1.6,11,6.9,128,28.7,-0.79335334
1.6,10,7,139,28.7,-0.707106781
1.6,10,7.2,121,28.7,-0.608761429
1.6,11,7.5,132,28.7,-0.5
1.7,10,7.5,122,28.7,-0.382683432
1.6,9,7.3,122,28.7,-0.258819045
1.6,10,7.4,140,28.8,-0.130526192
1.7,10,7.3,139,28.8,1.22E-16
1.6,11,7.2,48,28.8,0.130526192
1.7,11,7.3,134,28.9,0.258819045
1.8,11,7.5,152,28.9,0.382683432
1.9,10,7.6,146,28.9,0.5
1.7,11,7.4,135,29,0.608761429
1.8,11,7.6,126,28.9,0.707106781
1.6,10,7.4,141,28.9,0.79335334
1.8,11,7.6,136,28.9,0.866025404
1.8,10,7.3,107,28.9,0.923879533
1.6,11,7.6,129,28.9,0.965925826
1.8,11,7.7,130,28.9,0.991444861
1.7,11,7.5,136,28.9,1
1.7,10,7.4,120,28.9,0.991444861
1.7,11,7.6,140,29,0.965925826
1.8,10,7.8,145,29,0.923879533
1.9,11,8.1,118,29,0.866025404
1.8,11,7.6,122,29,0.79335334
1.6,10,7.7,124,29.1,0.707106781
1.7,11,7.7,115,29.1,0.608761429
1.7,10,7.7,119,29.1,0.5
1.7,11,7.7,136,29.1,0.382683432
1.9,11,8.2,138,29.1,0.258819045
1.9,11,8.3,136,29.1,0.130526192
1.9,11,8.3,120,29.1,0
1.7,10,8.2,127,29,-0.130526192
1.6,11,7.9,138,29,-0.258819045
1.8,10,8.2,115,29.1,-0.382683432
1.7,11,8.6,138,29.1,-0.5
1.9,10,8.6,140,28.9,-0.608761429
1.7,11,8.5,134,28.9,-0.707106781
1.6,11,8.3,147,28.9,-0.79335334
1.7,11,8.4,151,28.8,-0.866025404
1.7,11,8.6,132,28.8,-0.923879533
1.7,10,8.4,126,28.8,-0.965925826
1.7,11,8.4,134,28.8,-0.991444861
1.7,10,8.3,138,28.8,-1
1.7,11,8.6,136,28.7,-0.991444861
1.6,11,8.5,149,28.8,-0.965925826
1.6,11,8.4,111,28.7,-0.923879533
1.7,11,8.1,120,28.8,-0.866025404
1.5,11,8,128,28.7,-0.79335334
1.7,10,8.2,115,28.7,-0.707106781
1.7,11,8.2,106,28.8,-0.608761429
1.6,10,7.6,138,28.8,-0.5
1.8,11,8,129,28.8,-0.382683432
1.6,10,7.5,122,28.8,-0.258819045
1.7,11,7.5,69,28.8,-0.130526192
1.8,10,7.8,124,28.8,1.22E-16
1.6,10,7.4,95,28.8,0.130526192
1.7,10,7.7,125,28.8,0.258819045
1.7,10,7.5,117,28.8,0.382683432
1.7,10,7.5,129,28.8,0.5
1.7,10,7.8,139,28.8,0.608761429
1.8,11,8,150,28.8,0.707106781
1.8,11,8,165,28.8,0.79335334
1.8,10,8,115,28.8,0.866025404
1.8,10,8,103,28.9,0.923879533
1.8,11,8.2,103,28.9,0.965925826
1.8,11,8.3,138,28.9,0.991444861
1.9,12,8.3,171,28.9,1
1.8,11,8.2,98,28.9,0.991444861
1.9,12,8.3,167,28.9,0.965925826
1.8,11,8.2,144,29,0.923879533
1.6,11,7.7,155,29,0.866025404
1.8,10,7.9,92,29,0.79335334
1.7,11,7.7,116,29.1,0.707106781
1.7,11,8.1,127,29.6,0.608761429
1.8,11,8.2,103,29.4,0.5
1.8,11,8,84,29.4,0.382683432
1.9,11,7.9,122,29.1,0.258819045
1.8,10,8,104,28.9,0.130526192
1.8,11,7.8,69,28.8,0
1.7,11,7.7,85,28.8,-0.130526192
1.8,11,7.7,138,28.7,-0.258819045
1.8,10,7.6,121,28.7,-0.382683432
1.7,11,7.8,133,28.7,-0.5
1.8,11,7.9,126,28.7,-0.608761429
1.8,11,7.8,151,28.7,-0.707106781
1.7,11,7.4,121,28.7,-0.79335334
1.7,11,7.5,83,28.7,-0.866025404
1.7,11,7.2,69,28.7,-0.923879533
1.7,11,7.6,135,28.7,-0.965925826
1.7,10,7.8,153,28.7,-0.991444861
1.6,11,7.3,129,28.7,-1
1.8,11,8.1,91,28.7,-0.991444861
1.8,12,8,141,28.7,-0.965925826
1.9,11,8.3,139,28.7,-0.923879533
1.9,11,8.2,133,28.6,-0.866025404
1.7,11,8.1,131,28.7,-0.79335334
1.8,11,8.3,103,28.7,-0.707106781
1.7,11,8.2,134,28.6,-0.608761429
1.7,10,8.1,108,28.7,-0.5
1.7,10,8,86,28.7,-0.382683432
1.6,11,7.9,136,28.7,-0.258819045
1.8,12,8.4,115,28.7,-0.130526192
1.7,11,8.2,41,28.7,1.22E-16
1.6,10,7.7,104,28.7,0.130526192
1.7,11,8,107,28.7,0.258819045
1.7,11,8,131,28.7,0.382683432
1.8,11,8.3,84,28.7,0.5
1.9,12,8.3,105,28.7,0.608761429
1.9,11,8.2,121,28.7,0.707106781
1.9,11,8.3,132,28.6,0.79335334
2,12,8.5,158,28.6,0.866025404
1.9,11,8.2,149,28.7,0.923879533
1.9,12,8.2,109,28.7,0.965925826
1.8,11,8,94,28.7,0.991444861
1.8,11,8.1,137,28.6,1
1.8,11,8.3,115,28.5,0.991444861
1.8,11,8.1,97,28.6,0.965925826
1.7,11,7.7,120,28.6,0.923879533
1.7,11,7.8,120,28.6,0.866025404
1.8,12,7.8,85,28.6,0.79335334
1.7,13,7.4,133,28.6,0.707106781
1.7,12,7.3,95,28.6,0.608761429
1.8,12,7.2,27,28.7,0.5
1.7,12,7.7,102,28.2,0.258819045
1.8,12,8,72,28.2,0.130526192
1.7,12,8.1,59,28.3,0
1.7,11,7.8,56,28.4,-0.130526192
1.8,12,7.8,31,28.5,-0.258819045
1.8,12,7.7,22,28.6,-0.382683432
1.7,11,7.6,136,28.7,-0.5
1.8,10,7.5,47,28.8,-0.608761429
1.8,11,7.7,105,28.8,-0.707106781
1.8,11,7.7,167,28.8,-0.79335334
1.7,11,7.7,136,28.8,-0.866025404
1.8,13,7.7,322,28.7,-0.923879533
1.8,11,7.6,91,28.7,-0.965925826
1.8,12,7.5,163,28.7,-0.991444861
1.9,12,7.7,151,28.7,-1
1.8,11,7.2,112,28.7,-0.991444861
2.1,11,7.7,150,28.7,-0.965925826
2,12,7.4,136,28.7,-0.923879533
2,12,7.3,159,28.7,-0.866025404
2,12,7.1,138,28.7,-0.79335334
2,12,7.3,165,28.7,-0.707106781
2,8,7.3,195,28.7,-0.608761429
2,11,7.4,156,28.7,-0.5
2,11,7.9,116,28.7,-0.382683432
2.1,10,7.7,87,28.7,-0.258819045
2.1,12,7.9,128,28.7,-0.130526192
2.2,11,7.9,140,28.8,1.22E-16
2.1,9,8,225,28.8,0.130526192
2.2,11,7.9,155,28.9,0.258819045
2.1,9,7.8,235,28.9,0.382683432
2.1,12,7.3,114,28.9,0.5
2,10,7,258,28.9,0.608761429
2.1,12,7.3,145,28.9,0.707106781
2,12,7,179,28.9,0.79335334
2,11,7.1,205,28.9,0.866025404
2,13,7.2,67,28.9,0.923879533
2,12,6.9,168,28.9,0.965925826
2,12,7,145,29,0.991444861
2,13,6.7,156,29,1
2,13,6.7,358,29,0.991444861
2.2,12,6.9,140,29,0.965925826
2.1,13,6.7,357,29,0.923879533
2.1,11,6.3,137,29,0.866025404
2.1,12,6.3,175,29,0.79335334
2.2,13,6.2,348,29,0.707106781
2,13,6.2,11,29,0.608761429
1.9,12,6.2,301,29,0.5
1.9,12,6.3,70,29.1,0.382683432
1.8,12,6.2,277,29,0.258819045
1.7,13,6.3,311,29.1,0.130526192
1.6,12,7.6,326,29.1,0
1.6,12,7.5,298,29.1,-0.130526192
1.6,13,7.4,314,29.1,-0.258819045
1.7,13,7.9,343,29.1,-0.382683432
1.7,13,7.4,334,29.1,-0.5
1.6,12,7.7,260,29.1,-0.608761429
1.5,13,7.4,343,29.1,-0.707106781
1.5,13,7.7,328,29.1,-0.79335334
1.5,13,7.6,340,29.1,-0.866025404
1.5,13,7.5,339,29.1,-0.923879533
1.5,14,7.5,344,29.1,-0.965925826
1.5,14,7.4,358,29.1,-0.991444861
1.5,14,7.1,343,29.1,-1
1.5,14,7.5,336,29.1,-0.991444861
1.6,14,7.9,317,29.1,-0.965925826
1.6,14,8.1,339,29.1,-0.923879533
1.6,13,8.1,24,29.1,-0.866025404
1.6,14,8.1,339,29.1,-0.79335334
1.6,14,7.7,348,29.1,-0.707106781
1.8,14,8.4,342,29.1,-0.608761429
1.7,14,8.4,327,29.1,-0.5
1.6,13,7.9,348,29.2,-0.382683432
1.8,14,7.8,349,29.2,-0.258819045
1.6,14,7.2,349,29.2,-0.130526192
1.8,14,7.6,342,29.2,1.22E-16
1.8,13,7.8,349,29.2,0.130526192
1.7,14,8.2,342,29.2,0.258819045
1.6,13,8.2,353,29.2,0.382683432
1.6,14,7.9,346,29.2,0.5
1.6,13,7.9,353,29.2,0.608761429
1.6,13,7.4,345,29.2,0.707106781
1.7,13,7.5,347,29.3,0.79335334
1.5,14,7.5,347,29.3,0.866025404
1.5,14,8.5,341,29.2,0.923879533
1.5,14,8.3,338,29.2,0.965925826
1.5,13,7.9,352,29.4,0.991444861
1.5,14,7.8,344,29.4,1
1.5,14,7.9,339,29.4,0.991444861
1.5,13,7.6,360,29.4,0.965925826
1.5,13,8.3,343,29.4,0.923879533
1.6,14,8.2,351,29.5,0.866025404
1.5,14,7.7,353,29.5,0.79335334
1.6,13,7.5,356,29.4,0.707106781
1.5,13,7.3,347,29.1,0.608761429
1.5,13,7,343,29,0.5
1.6,13,7.5,348,29.1,0.382683432
1.6,14,7.8,332,29.2,0.258819045
1.5,14,7.7,334,29.2,0.130526192
1.5,14,7.9,344,29.1,0
1.5,14,8.3,342,29.3,-0.258819045
1.6,13,9,339,29.3,-0.382683432
1.5,14,9.6,346,29.4,-0.5
1.4,14,8.4,352,29.3,-0.608761429
1.5,14,8.3,342,29.2,-0.707106781
1.6,14,9.2,353,29.2,-0.79335334
1.5,15,8.6,331,29.2,-0.866025404
1.4,14,8.3,340,29.1,-0.923879533
1.4,14,8.5,332,29.1,-0.965925826
1.4,15,8.8,339,29.1,-0.991444861
1.3,15,8.5,345,29.1,-1
1.3,14,8.8,357,29.1,-0.991444861
1.3,15,8.7,335,29.1,-0.965925826
1.3,15,9.2,341,29.1,-0.923879533
1.2,15,9.2,335,29.1,-0.866025404
1.3,15,8.9,343,29,-0.79335334
1.4,15,9.7,335,29,-0.707106781
1.3,15,9.5,353,29,-0.608761429
1.3,15,9.6,337,29,-0.5
1.3,15,9.1,345,29,-0.382683432
1.5,15,10.1,351,29,-0.258819045
1.3,15,8.8,351,29,-0.130526192
1.3,15,9,330,29,1.22E-16
1.4,15,9.3,335,29,0.130526192
1.5,15,9.7,338,29,0.258819045
1.4,15,9.6,339,29,0.382683432
1.5,15,9.8,339,29.1,0.5
1.4,15,9.5,331,29.1,0.608761429
1.3,15,9.1,335,29.1,0.707106781
1.4,15,9.7,337,29.2,0.79335334
1.3,15,8.8,1,29.2,0.866025404
1.4,15,8.8,336,29.3,0.923879533
1.4,15,8.9,335,29.3,0.965925826
1.3,15,8.9,351,29.3,0.991444861
1.4,15,8.6,338,29.3,1
1.3,15,8.6,338,29.3,0.991444861
1.2,15,8.2,348,29.4,0.965925826
1.4,15,9.5,336,29.5,0.923879533
1.3,15,9.4,345,29.7,0.866025404
1.2,15,9.4,345,29.7,0.79335334
1.3,17,9.5,333,30,0.707106781
1.4,15,10.4,353,30.1,0.608761429
1.4,15,10.6,347,30.1,0.5
1.2,11,9.1,259,29.8,0.382683432
1.3,17,10,334,29.6,0.258819045
1.4,17,10.8,334,28.8,0.130526192
1.3,15,9.8,350,28.8,0
1.3,17,10.4,337,29.2,-0.130526192
1.3,17,9.9,336,29.2,-0.258819045
1.3,17,10.4,333,29.1,-0.382683432
1.3,17,9.4,338,29.1,-0.5
1.3,17,9.9,336,29.2,-0.608761429
1.3,17,10.2,331,29.1,-0.707106781
1.3,17,10.6,332,29.1,-0.79335334
1.4,12,10.6,284,29.1,-0.866025404
1.2,17,10.3,333,29.1,-0.923879533
1.1,11,9.5,255,29,-0.965925826
1.2,12,10.2,298,29,-0.991444861
