datetime,time_sin,WVHT,DPD,APD,MWD,WTMP,SwH,SwP,WWH,WWP,SwD_sin,SwD_cos,WWD_sin,WWD_cos
2025-12-02 23:26:00,0.9890158633619167,1.4,8.0,5.5,152.0,15.3,0.1,10.5,1.4,7.7,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867
2025-12-02 22:56:00,0.9612616959383189,1.6,8.0,5.8,155.0,15.3,0.2,10.5,1.5,8.3,0.3826834323650899,-0.9238795325112867,0.3826834323650899,-0.9238795325112867
2025-12-02 22:26:00,0.9170600743851238,1.4,8.0,5.4,152.0,15.3,0.1,10.5,1.4,8.3,0.7071067811865476,-0.7071067811865475,0.3826834323650899,-0.9238795325112867
2025-12-02 21:56:00,0.8571673007021121,1.8,8.0,5.8,145.0,15.3,0.1,10.5,1.8,8.3,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 21:26:00,0.7826081568524138,1.5,7.0,5.4,149.0,15.3,0.1,10.5,1.5,7.1,0.7071067811865476,-0.7071067811865475,0.3826834323650899,-0.9238795325112867
2025-12-02 20:56:00,0.6946583704589973,1.6,8.0,5.7,148.0,15.3,0.1,10.5,1.6,7.7,0.9238795325112867,-0.3826834323650897,0.3826834323650899,-0.9238795325112867
2025-12-02 20:26:00,0.5948227867513406,1.6,8.0,5.4,149.0,15.3,0.1,10.5,1.6,7.7,0.7071067811865476,-0.7071067811865475,0.3826834323650899,-0.9238795325112867
2025-12-02 19:56:00,0.4848096202463372,1.8,7.0,5.5,146.0,15.3,0.1,10.5,1.8,7.1,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 19:26:00,0.3665012267242968,1.8,7.0,5.4,140.0,15.3,0.1,10.5,1.8,7.1,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 18:56:00,0.24192189559966737,1.9,8.0,5.7,132.0,15.3,0.1,10.5,1.9,7.7,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 18:26:00,0.11320321376790653,1.8,8.0,5.7,129.0,15.3,0.1,10.5,1.8,7.7,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 17:56:00,-0.01745240643728356,1.8,8.0,5.8,129.0,15.3,0.1,10.5,1.8,7.7,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 17:26:00,-0.14780941112961138,1.9,7.0,6.2,129.0,15.2,0.1,10.5,1.9,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 16:56:00,-0.27563735581699894,1.8,7.0,6.1,132.0,15.2,0.1,10.5,1.8,7.1,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-02 16:26:00,-0.39874906892524664,1.6,8.0,5.9,125.0,15.2,0.1,10.5,1.6,7.7,0.3826834323650899,-0.9238795325112867,0.7071067811865476,-0.7071067811865475
2025-12-02 15:56:00,-0.5150380749100545,1.8,7.0,5.9,128.0,15.2,0.1,10.5,1.8,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 15:26:00,-0.6225146366376196,1.8,7.0,5.9,129.0,15.2,0.1,10.5,1.8,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 14:56:00,-0.7193398003386512,1.8,7.0,5.9,124.0,15.2,0.1,10.5,1.8,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 14:26:00,-0.8038568606172177,1.9,7.0,6.0,131.0,15.3,0.1,10.5,1.9,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 13:56:00,-0.8746197071393956,1.9,7.0,5.9,129.0,15.3,0.1,10.5,1.9,7.1,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 13:26:00,-0.9304175679820247,1.9,8.0,6.0,126.0,15.3,0.1,10.5,1.9,7.7,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-02 12:56:00,-0.9702957262759966,1.7,7.0,5.6,121.0,15.3,0.1,10.5,1.7,6.7,0.7071067811865476,-0.7071067811865475,0.9238795325112867,-0.3826834323650897
2025-12-02 12:26:00,-0.9935718556765876,1.8,7.0,5.7,115.0,15.3,0.1,10.5,1.8,6.7,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-12-02 11:56:00,-0.9998476951563913,1.8,6.0,5.4,115.0,15.4,0.1,10.5,1.8,6.2,1.0,6.123233995736766e-17,0.9238795325112867,-0.3826834323650897
2025-12-02 11:26:00,-0.9890158633619168,1.7,6.0,5.3,118.0,15.5,0.1,10.5,1.7,6.2,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-12-02 10:56:00,-0.9612616959383187,1.5,6.0,5.0,104.0,15.6,0.1,10.5,1.5,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-12-02 10:26:00,-0.9170600743851243,1.3,6.0,4.6,95.0,15.6,0.1,11.1,1.3,5.9,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-02 09:56:00,-0.8571673007021121,1.5,6.0,4.6,81.0,15.6,0.1,10.5,1.4,5.6,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 09:26:00,-0.7826081568524138,1.5,5.0,4.6,76.0,15.6,0.1,10.5,1.5,5.3,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 08:56:00,-0.6946583704589974,1.5,6.0,4.5,88.0,15.6,0.1,10.5,1.4,5.9,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-02 08:26:00,-0.5948227867513411,1.5,6.0,4.5,79.0,15.6,0.1,10.5,1.5,5.6,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 07:56:00,-0.48480962024633695,1.4,5.0,4.5,84.0,15.6,0.1,10.5,1.4,5.3,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17
2025-12-02 07:26:00,-0.3665012267242969,1.4,6.0,4.6,79.0,15.6,0.1,10.5,1.4,5.6,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 06:56:00,-0.2419218955996675,1.4,5.0,4.5,81.0,15.6,0.1,10.5,1.3,5.0,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 06:26:00,-0.11320321376790664,1.4,5.0,4.5,73.0,15.7,0.1,10.5,1.4,4.5,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 05:56:00,0.01745240643728344,1.3,6.0,4.3,86.0,15.7,0.1,10.5,1.3,5.6,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-02 05:26:00,0.14780941112961082,1.4,6.0,4.5,83.0,15.7,0.1,10.5,1.4,5.9,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 04:56:00,0.2756373558169992,1.4,5.0,4.4,81.0,15.7,0.1,11.1,1.4,5.3,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 04:26:00,0.39874906892524653,1.3,6.0,4.4,77.0,15.7,0.1,10.5,1.3,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 03:56:00,0.5150380749100544,1.4,6.0,4.5,83.0,15.7,0.1,10.5,1.4,5.6,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-02 03:26:00,0.6225146366376196,1.4,6.0,4.4,74.0,15.8,0.1,11.1,1.4,5.6,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-02 02:56:00,0.7193398003386511,1.4,5.0,4.5,76.0,15.8,0.1,10.5,1.4,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 02:26:00,0.8038568606172174,1.4,5.0,4.4,74.0,15.8,0.1,10.5,1.4,4.8,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-02 01:56:00,0.8746197071393959,1.4,6.0,4.4,81.0,15.8,0.1,10.5,1.4,5.6,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17
2025-12-02 01:26:00,0.9304175679820246,1.3,5.0,4.4,76.0,15.8,0.1,10.5,1.3,4.5,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 00:56:00,0.9702957262759965,1.3,5.0,4.4,77.0,15.8,0.1,10.5,1.3,5.3,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-02 00:26:00,0.9935718556765875,1.3,6.0,4.4,77.0,15.8,0.1,10.5,1.3,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-01 23:56:00,0.9998476951563913,1.3,7.0,4.5,83.0,15.8,0.1,10.5,1.3,6.7,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-01 23:26:00,0.9890158633619167,1.3,6.0,4.7,84.0,15.8,0.1,10.5,1.3,6.2,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-01 22:56:00,0.9612616959383189,1.4,7.0,4.6,87.0,15.9,0.1,11.8,1.4,6.7,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-01 22:26:00,0.9170600743851238,1.3,6.0,4.5,77.0,15.9,0.1,11.1,1.3,6.2,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-01 21:56:00,0.8571673007021121,1.3,6.0,4.6,83.0,15.9,0.1,10.5,1.3,6.2,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-01 21:26:00,0.7826081568524138,1.4,7.0,4.6,84.0,15.9,0.1,10.5,1.4,6.7,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-12-01 20:56:00,0.6946583704589973,1.4,7.0,4.7,84.0,15.9,0.1,10.5,1.4,6.7,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-01 20:26:00,0.5948227867513406,1.3,6.0,4.6,79.0,15.9,0.1,11.1,1.3,5.9,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-01 19:56:00,0.4848096202463372,1.4,6.0,4.6,79.0,15.9,0.1,11.8,1.4,5.9,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-01 19:26:00,0.3665012267242968,1.4,6.0,4.7,81.0,15.9,0.1,10.5,1.4,6.2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-12-01 18:56:00,0.24192189559966737,1.4,6.0,4.5,73.0,15.9,0.1,10.5,1.4,5.9,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-01 18:26:00,0.11320321376790653,1.4,5.0,4.6,67.0,15.8,0.1,10.5,1.4,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-01 17:56:00,-0.01745240643728356,1.5,6.0,4.5,74.0,15.8,0.1,10.5,1.5,5.9,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-01 17:26:00,-0.14780941112961138,1.4,5.0,4.5,67.0,15.8,0.1,10.5,1.4,5.3,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-12-01 16:56:00,-0.27563735581699894,1.4,5.0,4.4,66.0,15.7,0.1,10.5,1.4,5.0,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-01 16:26:00,-0.39874906892524664,1.4,5.0,4.2,60.0,15.7,0.1,10.5,1.4,5.0,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-01 15:56:00,-0.5150380749100545,1.4,5.0,4.2,62.0,15.7,0.1,10.5,1.4,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-12-01 15:26:00,-0.6225146366376196,1.4,5.0,4.1,59.0,15.6,0.1,10.5,1.4,4.8,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-01 14:56:00,-0.7193398003386512,1.3,5.0,4.1,62.0,15.6,0.1,11.1,1.3,5.0,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-12-01 14:26:00,-0.8038568606172177,1.2,5.0,3.9,56.0,15.6,0.1,10.5,1.2,4.8,0.3826834323650899,-0.9238795325112867,0.7071067811865475,0.7071067811865476
2025-12-01 13:56:00,-0.8746197071393956,1.2,5.0,3.8,55.0,15.6,0.1,10.5,1.1,4.8,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476
2025-12-01 13:26:00,-0.9304175679820247,1.1,4.0,3.8,53.0,15.6,0.1,11.1,1.1,4.3,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476
2025-12-01 12:56:00,-0.9702957262759966,1.1,5.0,3.8,55.0,15.6,0.1,10.5,1.1,4.5,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476
2025-12-01 12:26:00,-0.9935718556765876,1.0,4.0,3.7,45.0,15.6,0.1,10.5,1.0,4.3,0.9238795325112867,-0.3826834323650897,0.7071067811865475,0.7071067811865476
2025-12-01 11:56:00,-0.9998476951563913,1.1,4.0,3.7,38.0,15.6,0.1,11.1,1.1,4.2,0.7071067811865476,-0.7071067811865475,0.7071067811865475,0.7071067811865476
2025-12-01 11:26:00,-0.9890158633619168,1.1,4.0,3.7,41.0,15.6,0.1,10.5,1.1,4.2,0.9238795325112867,-0.3826834323650897,0.7071067811865475,0.7071067811865476
2025-12-01 10:56:00,-0.9612616959383187,1.0,4.0,3.6,17.0,15.6,0.1,10.5,1.0,3.7,1.0,6.123233995736766e-17,0.3826834323650898,0.9238795325112867
2025-12-01 10:26:00,-0.9170600743851243,1.0,4.0,3.6,20.0,15.5,0.1,10.5,1.0,3.6,0.9238795325112867,-0.3826834323650897,0.3826834323650898,0.9238795325112867
2025-12-01 09:56:00,-0.8571673007021121,0.9,3.0,3.6,20.0,15.5,0.1,10.5,0.9,3.2,0.9238795325112867,-0.3826834323650897,0.3826834323650898,0.9238795325112867
2025-12-01 09:26:00,-0.7826081568524138,0.8,5.0,3.7,118.0,15.5,0.1,10.5,0.8,5.0,1.0,6.123233995736766e-17,0.9238795325112867,-0.3826834323650897
2025-12-01 08:56:00,-0.6946583704589974,0.8,6.0,4.0,129.0,15.6,0.1,10.5,0.8,5.6,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 08:26:00,-0.5948227867513411,0.8,5.0,4.1,133.0,15.6,0.1,10.5,0.8,5.3,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 07:56:00,-0.48480962024633695,0.7,5.0,4.2,128.0,15.6,0.1,10.5,0.7,5.0,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-01 07:26:00,-0.3665012267242969,0.8,6.0,4.5,145.0,15.6,0.1,10.5,0.8,5.6,0.3826834323650899,-0.9238795325112867,0.7071067811865476,-0.7071067811865475
2025-12-01 06:56:00,-0.2419218955996675,0.8,5.0,4.8,126.0,15.6,0.1,10.5,0.8,5.3,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 06:26:00,-0.11320321376790664,0.7,6.0,4.5,133.0,15.6,0.1,10.5,0.7,5.9,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 05:56:00,0.01745240643728344,0.8,6.0,4.8,119.0,15.5,0.1,11.1,0.7,5.6,0.7071067811865476,-0.7071067811865475,0.9238795325112867,-0.3826834323650897
2025-12-01 05:26:00,0.14780941112961082,0.8,6.0,5.0,121.0,15.5,0.1,10.5,0.8,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-12-01 04:56:00,0.2756373558169992,0.8,5.0,5.0,133.0,15.5,0.1,10.5,0.8,5.0,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-01 04:26:00,0.39874906892524653,0.7,5.0,4.9,126.0,15.5,0.1,11.1,0.7,5.3,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 03:56:00,0.5150380749100544,0.7,5.0,4.9,132.0,15.5,0.1,10.5,0.7,5.0,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 03:26:00,0.6225146366376196,0.7,5.0,5.0,125.0,15.5,0.1,10.5,0.7,5.0,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-01 02:56:00,0.7193398003386511,0.8,6.0,5.0,121.0,15.5,0.1,11.1,0.8,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-12-01 02:26:00,0.8038568606172174,0.7,5.0,4.9,118.0,15.6,0.1,10.5,0.7,5.3,0.7071067811865476,-0.7071067811865475,0.9238795325112867,-0.3826834323650897
2025-12-01 01:56:00,0.8746197071393959,0.7,6.0,4.9,115.0,15.6,0.1,10.5,0.7,5.6,0.7071067811865476,-0.7071067811865475,0.9238795325112867,-0.3826834323650897
2025-12-01 01:26:00,0.9304175679820246,0.8,6.0,5.0,124.0,15.6,0.1,10.5,0.8,5.6,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-12-01 00:56:00,0.9702957262759965,0.9,5.0,5.0,142.0,15.6,0.1,10.5,0.9,4.8,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-12-01 00:26:00,0.9935718556765875,0.8,5.0,4.9,121.0,15.6,0.1,10.5,0.8,5.0,0.7071067811865476,-0.7071067811865475,0.9238795325112867,-0.3826834323650897
2025-11-30 23:56:00,0.9998476951563913,0.8,5.0,4.8,121.0,15.7,0.1,11.1,0.8,5.3,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-11-30 22:26:00,0.9170600743851238,0.8,5.0,4.4,133.0,15.7,0.1,10.5,0.9,5.3,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-11-30 21:56:00,0.8571673007021121,0.8,5.0,4.2,133.0,15.7,0.1,11.1,0.9,4.8,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-11-30 21:26:00,0.7826081568524138,0.9,5.0,4.0,131.0,15.8,0.1,10.5,0.8,4.5,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 20:56:00,0.6946583704589973,0.9,5.0,4.2,131.0,15.8,0.1,10.5,0.8,4.5,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-11-30 20:26:00,0.5948227867513406,0.8,5.0,4.2,131.0,15.9,0.1,11.1,0.9,5.0,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475
2025-11-30 19:56:00,0.4848096202463372,0.9,5.0,4.2,129.0,16.1,0.1,10.5,0.9,4.8,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 19:26:00,0.3665012267242968,0.9,4.0,4.2,122.0,16.3,0.1,10.5,0.8,4.8,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 18:56:00,0.24192189559966737,0.9,5.0,4.2,125.0,16.3,0.1,10.5,0.9,4.5,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 18:26:00,0.11320321376790653,0.9,4.0,4.2,121.0,16.2,0.1,10.5,0.9,4.3,1.0,6.123233995736766e-17,0.9238795325112867,-0.3826834323650897
2025-11-30 17:56:00,-0.01745240643728356,0.9,4.0,4.1,125.0,16.3,0.1,10.5,0.9,4.5,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 16:26:00,-0.39874906892524664,0.8,4.0,4.0,112.0,16.1,0.1,10.5,0.9,4.2,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-11-30 15:56:00,-0.5150380749100545,0.9,4.0,4.1,97.0,16.2,0.1,10.5,0.9,4.2,0.9238795325112867,-0.3826834323650897,0.7071067811865476,-0.7071067811865475
2025-11-30 15:26:00,-0.6225146366376196,0.8,5.0,4.0,81.0,16.1,0.1,11.1,0.8,4.0,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897
2025-11-30 14:56:00,-0.7193398003386512,0.8,5.0,4.1,80.0,16.0,0.1,10.5,0.8,4.2,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 14:26:00,-0.8038568606172177,0.8,5.0,4.0,79.0,15.9,0.1,10.5,0.8,5.0,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 13:56:00,-0.8746197071393956,0.8,5.0,4.1,79.0,15.9,0.1,11.1,0.8,5.3,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 13:26:00,-0.9304175679820247,0.8,5.0,4.1,77.0,15.9,0.1,10.5,0.8,5.3,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 12:56:00,-0.9702957262759966,0.8,5.0,4.2,76.0,15.9,0.1,10.5,0.8,5.3,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 12:26:00,-0.9935718556765876,0.9,5.0,4.2,72.0,15.9,0.1,10.5,0.8,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 11:56:00,-0.9998476951563913,0.9,6.0,4.2,77.0,15.9,0.1,10.5,0.8,5.0,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 11:26:00,-0.9890158633619168,1.0,5.0,4.3,74.0,15.9,0.1,11.1,0.9,5.0,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 10:56:00,-0.9612616959383187,1.0,5.0,4.0,77.0,15.9,0.1,11.1,0.9,5.6,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 10:26:00,-0.9170600743851243,1.0,5.0,4.2,79.0,15.9,0.1,11.1,1.0,5.3,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-30 09:56:00,-0.8571673007021121,1.0,6.0,4.0,83.0,15.9,0.1,10.5,1.0,5.3,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-30 09:26:00,-0.7826081568524138,1.1,5.0,4.0,80.0,15.9,0.1,10.5,1.0,5.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 08:56:00,-0.6946583704589974,1.1,5.0,4.0,74.0,16.0,0.1,11.1,1.0,5.6,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-30 08:26:00,-0.5948227867513411,1.1,5.0,4.0,77.0,16.0,0.1,10.5,1.1,5.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 07:56:00,-0.48480962024633695,1.1,5.0,4.0,74.0,16.0,0.1,10.5,1.1,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 07:26:00,-0.3665012267242969,1.1,5.0,4.0,77.0,16.0,0.1,10.5,1.1,5.0,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-30 06:56:00,-0.2419218955996675,1.0,5.0,3.9,80.0,16.0,0.1,10.5,1.1,5.0,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 06:26:00,-0.11320321376790664,1.0,5.0,3.9,80.0,16.0,0.1,11.1,1.1,5.3,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-30 05:56:00,0.01745240643728344,1.0,5.0,4.0,83.0,16.0,0.1,10.5,1.0,4.8,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 05:26:00,0.14780941112961082,0.9,4.0,3.8,80.0,16.0,0.1,10.5,1.0,5.3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 04:56:00,0.2756373558169992,0.9,5.0,3.8,79.0,16.0,0.1,10.5,1.0,4.8,0.3826834323650899,-0.9238795325112867,1.0,6.123233995736766e-17
2025-11-30 04:26:00,0.39874906892524653,0.9,5.0,3.8,83.0,16.0,0.1,10.5,0.9,4.3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 03:56:00,0.5150380749100544,0.9,5.0,3.7,80.0,16.0,0.1,10.5,0.9,4.5,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 02:26:00,0.8038568606172174,0.8,4.0,3.6,77.0,16.0,0.1,11.1,0.9,5.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 01:56:00,0.8746197071393959,0.8,3.0,3.7,72.0,16.0,0.1,10.5,0.9,4.8,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2025-11-30 01:26:00,0.9304175679820246,0.8,5.0,3.5,79.0,16.0,0.1,11.1,0.8,4.2,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-11-30 00:56:00,0.9702957262759965,0.7,5.0,3.5,79.0,16.1,0.1,10.5,0.8,3.5,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-30 00:26:00,0.9935718556765875,0.7,5.0,3.6,76.0,16.1,0.1,10.5,0.8,4.5,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17
2025-11-29 23:56:00,0.9998476951563913,0.7,4.0,3.6,73.0,16.1,0.1,11.1,0.7,4.5,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-29 23:26:00,0.9890158633619167,0.8,5.0,3.8,76.0,16.0,0.1,10.5,0.7,4.5,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-29 22:56:00,0.9612616959383189,0.7,5.0,3.8,77.0,16.1,0.1,11.8,0.7,4.3,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-11-29 22:26:00,0.9170600743851238,0.7,5.0,3.8,74.0,16.1,0.1,10.5,0.8,4.5,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-29 21:56:00,0.8571673007021121,0.8,5.0,3.9,79.0,16.1,0.1,10.5,0.7,5.0,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-11-29 21:26:00,0.7826081568524138,0.7,5.0,3.7,76.0,16.1,0.1,10.5,0.7,4.8,0.9238795325112867,-0.3826834323650897,0.9238795325112867,0.38268343236508984
2025-11-29 20:26:00,0.5948227867513406,0.8,5.0,3.8,72.0,16.1,0.1,10.5,0.8,5.0,0.9238795325112867,-0.3826834323650897,1.0,6.123233995736766e-17
2025-11-29 19:56:00,0.4848096202463372,0.8,5.0,3.9,67.0,16.1,0.1,10.5,0.7,4.8,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-11-29 19:26:00,0.3665012267242968,0.9,5.0,3.9,70.0,16.1,0.1,10.5,0.8,4.8,0.7071067811865476,-0.7071067811865475,0.9238795325112867,0.38268343236508984
2025-11-29 18:56:00,0.24192189559966737,0.9,5.0,3.8,63.0,16.1,0.1,10.5,0.8,4.5,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
2025-11-29 18:26:00,0.11320321376790653,0.9,5.0,3.8,69.0,16.1,0.1,10.5,0.8,5.0,1.0,6.123233995736766e-17,0.9238795325112867,0.38268343236508984
