#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 05 09 16 51 999 99.0 99.0  1.90  5.56  5.05 181 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 09 17 21 999 99.0 99.0  1.90  7.69  5.03 161 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 09 17 51 999 99.0 99.0  1.89  7.69  5.02 165 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 09 18 21 999 99.0 99.0  1.90  7.69  5.03 163 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 09 18 51 999 99.0 99.0  1.73  7.69  5.00 164 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 09 19 21 999 99.0 99.0  1.87  7.69  5.01 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 19 51 999 99.0 99.0  1.80  7.14  5.01 167 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 09 20 21 999 99.0 99.0  1.74  5.88  4.80 177 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 20 51 999 99.0 99.0  1.74  6.25  5.00 170 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 21 21 999 99.0 99.0  1.66  7.69  4.86 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 21 51 999 99.0 99.0  1.67  7.69  4.77 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 22 21 999 99.0 99.0  1.59  7.69  4.75 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 22 51 999 99.0 99.0  1.49  7.69  4.71 161 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 23 21 999 99.0 99.0  1.52  7.69  4.89 164 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 09 23 51 999 99.0 99.0  1.53  7.69  5.03 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 00 21 999 99.0 99.0  1.38  7.14  4.93 160 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 00 51 999 99.0 99.0  1.31  7.69  4.90 158 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 01 21 999 99.0 99.0  1.32  7.69  4.95 163 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 01 51 999 99.0 99.0  1.33  7.14  5.05 164 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 02 21 999 99.0 99.0  1.29  7.14  4.97 163 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 02 51 999 99.0 99.0  1.26  7.69  5.10 161 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 03 21 999 99.0 99.0  1.19  7.14  5.09 164 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 03 51 999 99.0 99.0  1.19  7.69  5.17 165 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 04 21 999 99.0 99.0  1.10  8.33  5.12 161 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 04 51 999 99.0 99.0  1.18  7.69  5.23 167 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 05 21 999 99.0 99.0  1.22  7.69  5.37 160 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 10 05 51 999 99.0 99.0  1.08  7.69  5.08 165 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 10 06 21 999 99.0 99.0  1.04  7.69  5.08 160 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 10 06 51 999 99.0 99.0  1.00  8.33  5.32 163 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 07 21 999 99.0 99.0  0.97  8.33  5.23 163 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 07 51 999 99.0 99.0  0.90  7.69  5.06 167 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 08 21 999 99.0 99.0  0.94  7.69  5.32 165 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 08 51 999 99.0 99.0  0.93  7.69  5.31 161 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 09 21 999 99.0 99.0  0.87  7.69  5.27 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 09 51 999 99.0 99.0  0.84  7.69  5.29 161 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 10 21 999 99.0 99.0  0.84  7.69  5.32 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 10 51 999 99.0 99.0  0.87  7.69  5.32 160 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 11 21 999 99.0 99.0  0.89  7.69  5.26 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 11 51 999 99.0 99.0  0.89  7.69  5.23 164 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 10 12 21 999 99.0 99.0  0.85  7.14  4.93 163 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 12 51 999 99.0 99.0  0.89  7.14  4.96 158 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 13 21 999 99.0 99.0  0.87  7.69  5.16 164 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 10 13 51 999 99.0 99.0  0.85  7.14  5.36 168 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 10 14 21 999 99.0 99.0  0.82  7.14  5.31 163 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 10 14 51 999 99.0 99.0  0.82  7.14  5.52 165 9999.0 999.0  21.5 999.0 99.0 99.00
2008 05 10 15 21 999 99.0 99.0  0.79  7.14  5.48 163 9999.0 999.0  21.6 999.0 99.0 99.00
2008 05 10 15 51 999 99.0 99.0  0.79  7.14  5.47 168 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 10 16 21 999 99.0 99.0  0.76  7.14  5.30 158 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 10 16 51 999 99.0 99.0  0.80  7.14  5.08 171 9999.0 999.0  21.8 999.0 99.0 99.00
2008 05 10 17 21 999 99.0 99.0  0.84  7.14  4.74 161 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 10 17 51 999 99.0 99.0  0.83  6.67  4.62 167 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 10 18 21 999 99.0 99.0  0.86  7.14  4.56 171 9999.0 999.0  22.0 999.0 99.0 99.00
2008 05 10 18 51 999 99.0 99.0  0.86  6.67  4.62 175 9999.0 999.0  22.1 999.0 99.0 99.00
2008 05 10 19 21 999 99.0 99.0  0.81  6.67  4.50 171 9999.0 999.0  22.2 999.0 99.0 99.00
2008 05 10 19 51 999 99.0 99.0  0.80  6.67  4.35 163 9999.0 999.0  22.2 999.0 99.0 99.00
2008 05 10 20 21 999 99.0 99.0  0.82  7.14  4.29 160 9999.0 999.0  22.2 999.0 99.0 99.00
2008 05 10 20 51 999 99.0 99.0  0.78  6.25  4.12 165 9999.0 999.0  22.2 999.0 99.0 99.00
2008 05 10 21 21 999 99.0 99.0  0.84  6.67  3.98 163 9999.0 999.0  22.1 999.0 99.0 99.00
2008 05 10 21 51 999 99.0 99.0  0.83  6.67  4.14 163 9999.0 999.0  22.0 999.0 99.0 99.00
2008 05 10 22 21 999 99.0 99.0  0.87  7.14  4.06 161 9999.0 999.0  21.8 999.0 99.0 99.00
2008 05 10 22 51 999 99.0 99.0  0.84  6.67  4.12 161 9999.0 999.0  21.8 999.0 99.0 99.00
2008 05 10 23 21 999 99.0 99.0  0.78  6.67  4.15 160 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 10 23 51 999 99.0 99.0  0.76  6.67  4.59 161 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 11 00 21 999 99.0 99.0  0.78  6.67  4.75 160 9999.0 999.0  21.9 999.0 99.0 99.00
2008 05 11 00 51 999 99.0 99.0  0.73  6.67  4.79 150 9999.0 999.0  21.8 999.0 99.0 99.00
2008 05 11 01 21 999 99.0 99.0  0.98  6.67  3.65 171 9999.0 999.0  21.8 999.0 99.0 99.00
2008 05 11 01 51 999 99.0 99.0  1.35  4.00  3.85  63 9999.0 999.0  21.6 999.0 99.0 99.00
2008 05 11 02 21 999 99.0 99.0  1.53  4.55  4.07  68 9999.0 999.0  21.6 999.0 99.0 99.00
2008 05 11 02 51 999 99.0 99.0  1.70  5.00  4.28  66 9999.0 999.0  21.5 999.0 99.0 99.00
2008 05 11 03 21 999 99.0 99.0  1.88  5.26  4.60  64 9999.0 999.0  21.4 999.0 99.0 99.00
2008 05 11 03 51 999 99.0 99.0  1.89  5.56  4.67  67 9999.0 999.0  21.4 999.0 99.0 99.00
2008 05 11 04 21 999 99.0 99.0  1.81  5.56  4.64  67 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 04 51 999 99.0 99.0  2.13  6.25  5.06  78 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 05 21 999 99.0 99.0  1.94  6.25  4.96  78 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 05 51 999 99.0 99.0  1.91  6.25  4.85  78 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 06 21 999 99.0 99.0  1.88  5.88  4.79  71 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 06 51 999 99.0 99.0  1.79  6.25  4.79  78 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 07 21 999 99.0 99.0  1.69  5.56  4.75  77 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 07 51 999 99.0 99.0  1.86  5.88  4.83  80 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 08 21 999 99.0 99.0  1.76  6.25  4.76  81 9999.0 999.0  21.3 999.0 99.0 99.00
2008 05 11 08 51 999 99.0 99.0  1.68  6.25  4.73  81 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 09 21 999 99.0 99.0  1.65  5.88  4.65  82 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 09 51 999 99.0 99.0  1.72  5.88  4.77  80 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 10 21 999 99.0 99.0  1.61  5.26  4.65  75 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 10 51 999 99.0 99.0  1.68  5.88  4.69  88 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 11 21 999 99.0 99.0  1.45  5.56  4.52  78 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 11 51 999 99.0 99.0  1.50  5.88  4.51  91 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 12 21 999 99.0 99.0  1.46  5.26  4.40  84 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 12 51 999 99.0 99.0  1.49  5.26  4.44  91 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 13 21 999 99.0 99.0  1.51  5.56  4.35  92 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 13 51 999 99.0 99.0  1.53  5.88  4.49  99 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 14 21 999 99.0 99.0  1.47  5.56  4.45  95 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 14 51 999 99.0 99.0  1.55  5.26  4.40 101 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 15 21 999 99.0 99.0  1.72  5.56  4.43 105 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 15 51 999 99.0 99.0  1.72  5.56  4.57 115 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 16 21 999 99.0 99.0  1.71  5.56  4.64 116 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 16 51 999 99.0 99.0  1.73  5.56  4.74 120 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 17 21 999 99.0 99.0  1.63  6.25  4.86 120 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 17 51 999 99.0 99.0  1.53  5.88  4.76 123 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 18 21 999 99.0 99.0  1.54  6.25  4.81 123 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 18 51 999 99.0 99.0  1.61  6.25  5.01 126 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 11 19 21 999 99.0 99.0  1.61  6.67  4.85 126 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 19 51 999 99.0 99.0  1.51  5.88  4.77 123 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 11 20 21 999 99.0 99.0  1.50  5.88  4.70 133 9999.0 999.0  21.2 999.0 99.0 99.00
2008 05 11 20 51 999 99.0 99.0  1.49  6.25  4.64 132 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 21 21 999 99.0 99.0  1.56  6.25  4.59 127 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 21 51 999 99.0 99.0  1.44  5.88  4.60 125 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 22 21 999 99.0 99.0  1.60  6.25  4.52 133 9999.0 999.0  21.1 999.0 99.0 99.00
2008 05 11 22 51 999 99.0 99.0  1.69  5.88  4.77 156 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 23 21 999 99.0 99.0  1.98  5.88  5.14 161 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 11 23 51 999 99.0 99.0  2.12  5.88  5.19 184 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 00 21 999 99.0 99.0  2.25  5.88  5.30 182 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 01 21 999 99.0 99.0  1.95  5.88  4.97 179 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 01 51 999 99.0 99.0  1.84  5.56  4.83 186 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 02 21 999 99.0 99.0  1.68  5.88  4.87 168 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 02 51 999 99.0 99.0  1.70  6.25  5.14 164 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 03 21 999 99.0 99.0  1.63  8.33  5.25 158 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 03 51 999 99.0 99.0  1.43  8.33  5.01 161 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 04 21 999 99.0 99.0  1.43  8.33  5.04 164 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 04 51 999 99.0 99.0  1.40  8.33  4.81 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 05 21 999 99.0 99.0  1.42  8.33  4.62 163 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 05 51 999 99.0 99.0  1.39  7.69  4.56 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 06 21 999 99.0 99.0  1.20  7.69  4.49 165 9999.0 999.0  21.0 999.0 99.0 99.00
2008 05 12 06 51 999 99.0 99.0  1.21  7.69  4.56 164 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 07 21 999 99.0 99.0  1.05  7.69  4.39 164 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 07 51 999 99.0 99.0  1.03  7.69  4.52 171 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 08 21 999 99.0 99.0  0.97  7.69  4.83 165 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 08 51 999 99.0 99.0  0.98  7.69  4.86 165 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 09 21 999 99.0 99.0  0.98  8.33  4.61 160 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 09 51 999 99.0 99.0  1.04  8.33  5.07 163 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 10 21 999 99.0 99.0  0.99  8.33  4.42 164 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 10 51 999 99.0 99.0  1.00  8.33  4.29 160 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 11 21 999 99.0 99.0  1.03  8.33  4.39 161 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 11 51 999 99.0 99.0  1.00  8.33  4.18 154 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 12 21 999 99.0 99.0  1.03  8.33  4.48 163 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 12 51 999 99.0 99.0  0.99  8.33  4.02 161 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 13 21 999 99.0 99.0  1.06  8.33  4.18 167 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 13 51 999 99.0 99.0  1.11  8.33  4.07 160 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 14 21 999 99.0 99.0  1.12  8.33  4.03 163 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 14 51 999 99.0 99.0  1.13  3.70  4.02 282 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 15 21 999 99.0 99.0  1.15  3.70  4.04 272 9999.0 999.0  20.8 999.0 99.0 99.00
2008 05 12 15 51 999 99.0 99.0  1.12  3.70  4.02 292 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 16 21 999 99.0 99.0  1.19  3.70  4.15 295 9999.0 999.0  20.9 999.0 99.0 99.00
2008 05 12 16 51 999 99.0 99.0  1.19  8.33  4.39 160 9999.0 999.0  20.9 999.0 99.0 99.00
