#YY  MM DD hh mm WVHT SwH SwP WWH WWP SwD WWD STEEPNESS APD MWD
2025 11 30 00 30  1.4  0.8 16.7  1.2  8.3 NNW ENE    AVERAGE  5.9 333
2025 11 30 00 00  1.5  0.8 16.7  1.2  9.1 NNW  NE    AVERAGE  6.1 343
2025 11 29 23 30  1.5  0.8 16.7  1.2  9.5 NNW  NE    AVERAGE  6.5 338
2025 11 29 23 00  1.4  0.8 16.7  1.2  9.5 NNW  NE    AVERAGE  6.3 340
2025 11 29 22 30  1.5  0.8 16.7  1.3  8.7 NNW  NE    AVERAGE  6.6  50
2025 11 29 22 00  1.5  0.8 16.7  1.2  8.3 NNW  NE    AVERAGE  6.5 333
2025 11 29 21 30  1.5  0.9 16.7  1.2  8.3 NNW NNE    AVERAGE  6.7 334
2025 11 29 21 00  1.4  0.8 18.2  1.2  9.5 NNW   N    AVERAGE  6.2  11
2025 11 29 20 30  1.6  0.8 10.0  1.3  8.3 NNE  NE    AVERAGE  6.5  42
2025 11 29 20 00  1.5  0.9 10.0  1.3  9.5 NNE NNE    AVERAGE  6.6  14
2025 11 29 19 30  1.5  0.9 16.7  1.2  9.5 NNW  NE    AVERAGE  6.5 347
2025 11 29 19 00  1.5  0.8 16.7  1.3  9.1 NNW  NE    AVERAGE  6.4  36
2025 11 29 18 30  1.5  0.8 16.7  1.2  9.1 NNW  NE    AVERAGE  6.3 327
2025 11 29 18 00  1.5  0.8 10.0  1.3  9.5  NE  NE    AVERAGE  6.4  53
2025 11 29 17 30  1.5  0.8 10.0  1.3  8.7   N  NE    AVERAGE  6.4  46
2025 11 29 17 00  1.5  0.7 10.0  1.3  9.5  NE  NE    AVERAGE  6.8  43
2025 11 29 16 30  1.5  0.8 10.0  1.2  9.5  NE NNE    AVERAGE  6.8  30
2025 11 29 16 00  1.4  0.8 10.0  1.2  9.5 NNW  NE    AVERAGE  6.7  47
2025 11 29 15 30  1.4  0.7 10.5  1.2  9.1   N  NE    AVERAGE  6.6  44
2025 11 29 15 00  1.5  0.8 10.0  1.2  9.5  NE  NE    AVERAGE  7.1  41
2025 11 29 14 30  1.4  0.8 10.0  1.2  9.5   N  NE    AVERAGE  6.7  47
2025 11 29 14 00  1.4  0.6 10.0  1.2  8.7  NW  NE    AVERAGE  6.5  51
2025 11 29 13 30  1.4  0.7 10.0  1.2  8.3 NNE  NE    AVERAGE  6.8  41
2025 11 29 13 00  1.3  0.7 10.0  1.1  9.5  NE  NE    AVERAGE  6.6  39
2025 11 29 12 30  1.4  0.7 10.0  1.2  8.7 NNE  NE    AVERAGE  6.7  34
2025 11 29 12 00  1.5  0.8 10.0  1.2  9.5 NNE NNE    AVERAGE  6.9  31
2025 11 29 11 30  1.4  0.8 10.0  1.2  9.5 NNW NNE    AVERAGE  6.8  18
2025 11 29 11 00  1.6  0.8 10.0  1.4  9.1  NE  NE    AVERAGE  7.0  33
2025 11 29 10 30  1.5  0.7 10.5  1.3  8.3 WNW  NE    AVERAGE  6.7  37
2025 11 29 10 00  1.5  0.8 10.0  1.3  9.1 ENE  NE    AVERAGE  6.8  35
2025 11 29 09 30  1.5  0.7 11.8  1.3  7.4 SSW NNE    AVERAGE  6.7  29
2025 11 29 09 00  1.5  0.8 11.1  1.2  9.1 WSW NNE    AVERAGE  7.0  20
2025 11 29 08 30  1.4  0.7 11.8  1.2  9.1  SW  NE    AVERAGE  6.8  41
2025 11 29 08 00  1.6  0.9 10.0  1.3  8.0   N  NE    AVERAGE  7.0   2
2025 11 29 07 30  1.5  0.8 10.0  1.2  9.5 NNE  NE    AVERAGE  7.0  52
2025 11 29 07 00  1.5  0.8 10.0  1.2  9.5  NE  NE    AVERAGE  7.0  51
2025 11 29 06 30  1.5  0.8 11.8  1.2  7.4  SW NNE    AVERAGE  7.1  26
2025 11 29 06 00  1.4  0.8 10.0  1.1  7.4 NNE  NE    AVERAGE  6.8  16
2025 11 29 05 30  1.4  0.8 10.0  1.1  9.5  NW   N    AVERAGE  6.7 310
2025 11 29 05 00  1.4  0.8 10.0  1.2  8.0 WSW NNE    AVERAGE  6.7  19
2025 11 29 04 30  1.4  0.8 11.8  1.1  9.5   S  NE    AVERAGE  6.9  35
2025 11 29 04 00  1.3  0.8 10.0  1.1  9.5 NNE NNE    AVERAGE  6.8  16
2025 11 29 03 30  1.4  1.0 11.8  1.1  8.0  SW NNE    AVERAGE  7.4 225
2025 11 29 03 00  1.4  0.9 11.8  1.1  9.5 SSW NNE    AVERAGE  7.2 198
2025 11 29 02 30  1.3  0.8 10.5  1.0  9.1 WNW NNE    AVERAGE  6.6 298
2025 11 29 02 00  1.3  0.8 12.5  1.0  8.3  SW  NE    AVERAGE  6.6 220
2025 11 29 01 30  1.3  0.8 11.8  1.0  9.5  SW   N    AVERAGE  6.5 231
2025 11 29 01 00  1.3  0.7 11.8  1.1  8.7  SW NNE    AVERAGE  6.3  28
2025 11 29 00 30  1.4  0.8 12.5  1.1  9.5 SSW NNE    AVERAGE  6.5 206
2025 11 29 00 00  1.3  0.8 12.5  1.0  9.5  SW NNE    AVERAGE  6.4 220
2025 11 28 23 30  1.3  0.8 11.8  1.0  9.5 WSW   N    AVERAGE  6.2 251
2025 11 28 23 00  1.2  0.7 12.5  1.0  9.5  SW  NE    AVERAGE  6.2 219
2025 11 28 22 30  1.3  0.8 12.5  1.0  9.5   W  NE    AVERAGE  6.5 259
2025 11 28 22 00  1.3  0.8 10.5  1.0  9.5   N  NE    AVERAGE  7.1   8
2025 11 28 21 30  1.2  0.8 12.5  0.9  8.7   S ENE    AVERAGE  7.2 179
2025 11 28 21 00  1.2  0.8 12.5  0.9  9.5 SSW  NE    AVERAGE  7.2 193
2025 11 28 20 30  1.2  0.8 12.5  0.9  9.1 SSW  NE    AVERAGE  7.4 212
2025 11 28 20 00  1.2  0.8 12.5  0.9  9.5 SSW NNE    AVERAGE  7.1 201
2025 11 28 19 30  1.4  1.0 12.5  1.0  9.5 SSW NNE      SWELL  7.8 210
2025 11 28 19 00  1.2  0.8 12.5  0.9  9.5  SW  NE    AVERAGE  7.3 224
2025 11 28 18 30  1.2  0.8 12.5  1.0  9.1 WSW  NE    AVERAGE  7.8  41
2025 11 28 18 00  1.2  0.8 13.3  0.9  8.7 SSW   N    AVERAGE  8.1 212
2025 11 28 17 30  1.1  0.7 11.1  0.9  9.5 NNW NNE    AVERAGE  7.3 335
2025 11 28 17 00  1.2  0.8 12.5  0.9  9.5   W  NE    AVERAGE  7.9 271
2025 11 28 16 30  1.2  0.8 13.3  0.9  9.5  SW  NE    AVERAGE  7.8 235
2025 11 28 15 30  1.2  0.7 11.8  0.9  9.5 NNW  NE    AVERAGE  7.5  56
2025 11 28 15 00  1.3  0.8 13.3  1.0  9.5 WSW  NE    AVERAGE  7.8 241
2025 11 28 14 30  1.2  0.8 13.3  1.0  9.5 WSW  NE    AVERAGE  7.4  34
2025 11 28 14 00  1.3  0.8 10.0  1.0  9.5  NE  NE    AVERAGE  7.6  45
2025 11 28 13 30  1.3  0.8 13.3  1.0  9.5 WSW NNE    AVERAGE  7.5 249
2025 11 28 13 00  1.3  0.7 13.3  1.1  9.5 WSW  NE    AVERAGE  7.2 255
2025 11 28 12 30  1.3  0.8 13.3  1.0  9.5 WSW  NE    AVERAGE  7.3 247
2025 11 28 12 00  1.4  0.8 10.0  1.1  9.1  NE  NE    AVERAGE  7.2  53
2025 11 28 11 30  1.4  0.9 12.5  1.1  9.1 WNW  NE    AVERAGE  7.6 283
2025 11 28 11 00  1.4  0.9 13.3  1.1  6.5   W   W    AVERAGE  7.3 261
2025 11 28 10 30  1.4  0.9 12.5  1.1  9.5   W NNE    AVERAGE  7.3 272
2025 11 28 10 00  1.4  0.8 10.0  1.2  9.5  NE  NE    AVERAGE  7.1  36
2025 11 28 09 30  1.5  0.8 13.3  1.2  6.9 WSW NNW    AVERAGE  7.2 256
2025 11 28 09 00  1.4  0.8 12.5  1.2  9.1 WNW  NE    AVERAGE  7.0  55
2025 11 28 08 30  1.5  0.8 13.3  1.2  6.9 WNW WNW    AVERAGE  7.0 301
2025 11 28 08 00  1.5  0.8 13.3  1.3  9.5 WSW  NE    AVERAGE  7.2  53
2025 11 28 07 30  1.6  0.9 13.3  1.3  9.5   W  NE    AVERAGE  7.1 261
2025 11 28 07 00  1.6  0.8 13.3  1.4  8.0  SW NNE    AVERAGE  6.9  31
2025 11 28 06 30  1.6  0.9 12.5  1.3  6.5  NW  NW    AVERAGE  7.2 308
2025 11 28 06 00  1.6  0.9 10.0  1.4  8.3 NNE  NE    AVERAGE  7.0  27
2025 11 28 05 30  1.6  0.9 13.3  1.3  6.7   W   W    AVERAGE  6.9 281
2025 11 28 05 00  1.5  0.8 13.3  1.3  9.5 WNW  NE    AVERAGE  6.6 283
2025 11 28 04 30  1.6  0.8 13.3  1.4  8.7  NW  NE    AVERAGE  6.7 304
2025 11 28 04 00  1.5  0.8 12.5  1.3  9.1 WNW  NE    AVERAGE  6.4  38
2025 11 28 03 30  1.5  0.8 10.0  1.3  9.5  NE NNE    AVERAGE  6.2  29
2025 11 28 03 00  1.6  0.9 12.5  1.3  9.1 WNW ENE    AVERAGE  6.6 301
2025 11 28 02 30  1.6  0.8 12.5  1.3  9.1   W  NE    AVERAGE  6.3 272
2025 11 28 02 00  1.5  0.9 12.5  1.2  8.7 WNW ENE    AVERAGE  6.6 283
2025 11 28 01 30  1.6  0.9 12.5  1.3  9.1  NW ENE    AVERAGE  6.4 304
2025 11 28 01 00  1.5  0.9 13.3  1.2  9.1   W  NE    AVERAGE  6.3 271
2025 11 28 00 30  1.6  0.9 12.5  1.3  9.5   W ENE    AVERAGE  6.3 259
2025 11 28 00 00  1.5  0.8 10.0  1.2  9.1  NE  NE    AVERAGE  6.1  43
2025 11 27 23 30  1.6  0.9 11.8  1.3  9.5 WNW  NE    AVERAGE  6.3  38
2025 11 27 23 00  1.6  0.8 10.0  1.3  9.5 ENE ENE    AVERAGE  5.9  77
2025 11 27 22 30  1.6  0.9 10.0  1.3  9.5  NE  NE    AVERAGE  5.9  41
2025 11 27 22 00  1.6  1.0 10.0  1.3  9.5  NE ENE    AVERAGE  6.5  53
2025 11 27 21 30  1.6  1.1 11.8  1.2  9.5 WSW  NE    AVERAGE  6.8 244
2025 11 27 21 00  1.5  0.8 11.8  1.2  9.1 WSW  NE    AVERAGE  6.3 242
2025 11 27 20 30  1.5  0.8 12.5  1.3  8.3   W  NE    AVERAGE  6.3 266
2025 11 27 20 00  1.5  0.9 11.8  1.2  8.7 WNW ENE    AVERAGE  6.4 289
2025 11 27 19 30  1.6  0.9 12.5  1.3  9.1   W  NE    AVERAGE  6.6 263
2025 11 27 19 00  1.5  0.9 12.5  1.2  8.0  NW NNE    AVERAGE  6.2 314
2025 11 27 18 30  1.5  0.9 10.0  1.2  9.5 NNE  NE    AVERAGE  6.1  23
2025 11 27 18 00  1.6  1.0 12.5  1.3  9.5 WNW  NE    AVERAGE  6.6 288
2025 11 27 17 30  1.5  0.9 12.5  1.2  9.5 WNW ENE    AVERAGE  6.4 300
2025 11 27 17 00  1.5  0.9 10.0  1.3  9.5  NE ENE    AVERAGE  6.3  62
2025 11 27 16 30  1.6  1.0 12.5  1.3  9.5   W  NE    AVERAGE  6.4 270
2025 11 27 16 00  1.6  1.0 11.8  1.3  9.5   W ENE    AVERAGE  6.3 275
2025 11 27 15 30  1.6  0.9 11.1  1.3  8.0 WNW  NE    AVERAGE  6.0 299
2025 11 27 15 00  1.6  0.9 12.5  1.2  8.3   W  NE    AVERAGE  6.1 270
2025 11 27 14 30  1.5  0.9 10.5  1.2  9.5  NE  NE    AVERAGE  6.3  50
2025 11 27 14 00  1.5  0.9 10.0  1.2  9.5 NNE  NE    AVERAGE  6.6  33
2025 11 27 13 30  1.6  1.0 12.5  1.2  8.3 WSW  NE    AVERAGE  6.7 250
2025 11 27 13 00  1.6  0.9 10.5  1.2  8.3  NE  NE    AVERAGE  6.7  46
2025 11 27 12 30  1.6  0.9 12.5  1.2  9.1 WSW NNE    AVERAGE  6.9 241
2025 11 27 12 00  1.6  0.9 13.3  1.3  8.7   W  NE    AVERAGE  6.7 268
2025 11 27 11 30  1.6  1.0 13.3  1.3  8.3 WSW NNE    AVERAGE  6.6 256
2025 11 27 11 00  1.6  0.8 13.3  1.4  9.1   W  NE    AVERAGE  6.3 279
2025 11 27 10 30  1.7  1.0 13.3  1.4  6.9 WNW  NE    AVERAGE  6.4 288
2025 11 27 10 00  1.6  0.9 13.3  1.3  9.5  NW  NE    AVERAGE  6.4 305
2025 11 27 09 30  1.6  0.9 13.3  1.3  8.0   W  NE    AVERAGE  6.3 266
2025 11 27 09 00  1.6  0.8 13.3  1.4  7.4 WNW NNE    AVERAGE  6.2 289
2025 11 27 08 30  1.5  0.8 13.3  1.3  8.7   W NNE    AVERAGE  5.8 279
2025 11 27 08 00  1.5  0.9 10.0  1.3  9.5  NE  NE    AVERAGE  6.1  37
2025 11 27 07 30  1.6  0.8 10.0  1.4  9.5  NE  NE    AVERAGE  6.0  47
2025 11 27 07 00  1.5  0.8 13.3  1.2  8.3 WNW NNE    AVERAGE  5.9 296
2025 11 27 06 30  1.5  0.9 13.3  1.3  9.1 WNW   N    AVERAGE  6.2 293
2025 11 27 06 00  1.6  0.9 13.3  1.3  9.5 WNW  NE    AVERAGE  6.2 293
2025 11 27 05 30  1.5  0.8 10.0  1.3  9.5 ENE NNE    AVERAGE  5.9  28
2025 11 27 05 00  1.4  0.7 13.3  1.2  9.5 WNW  NE    AVERAGE  5.9  41
2025 11 27 04 30  1.6  0.9 10.0  1.3  9.5 ENE  NE    AVERAGE  7.2  58
2025 11 27 04 00  1.5  0.8 10.0  1.2  9.5 ENE  NE    AVERAGE  7.1  52
2025 11 27 03 30  1.6  0.9 14.3  1.2  9.5 WNW  NE    AVERAGE  7.4 302
2025 11 27 03 00  1.5  0.8 10.0  1.2  9.5  NE  NE    AVERAGE  7.2  36
2025 11 27 02 30  1.4  0.9 10.0  1.1  7.7 NNE  NE    AVERAGE  7.3  27
2025 11 27 02 00  1.5  0.8 13.3  1.2  9.5 WNW  NE    AVERAGE  7.2  38
2025 11 27 01 30  1.5  0.8 13.3  1.2  9.5  NW  NE    AVERAGE  7.3 315
2025 11 27 01 00  1.5  0.8 13.3  1.2  8.7 WNW  NE    AVERAGE  7.4 302
2025 11 27 00 30  1.4  0.9 13.3  1.1  8.0 WNW  NE    AVERAGE  7.8 290
2025 11 27 00 00  1.5  0.9 10.0  1.2  7.7 NNE  NE    AVERAGE  7.7  31
2025 11 26 23 30  1.5  0.8 13.3  1.2  7.4 WNW NNE    AVERAGE  7.5 290
2025 11 26 23 00  1.6  1.0 10.0  1.2  8.7 NNE  NE    AVERAGE  7.6  43
2025 11 26 22 30  1.6  0.9 14.3  1.3  8.7  NW  NE    AVERAGE  7.2 308
2025 11 26 22 00  1.8  1.0 14.3  1.4  8.3  NW  NE    AVERAGE  7.5 314
2025 11 26 21 30  1.5  0.9 13.3  1.2  8.0  NW NNE    AVERAGE  7.5 312
2025 11 26 21 00  1.5  0.9 14.3  1.2  9.5 WNW NNE    AVERAGE  7.8  33
2025 11 26 20 30  1.7  0.9 14.3  1.4  9.1  NW NNE    AVERAGE  7.9  26
2025 11 26 20 00  1.7  0.9 13.3  1.4  9.1   W  NE    AVERAGE  7.8  38
2025 11 26 19 30  1.7  1.0 10.0  1.4  9.1 NNE NNE    AVERAGE  7.9  22
2025 11 26 19 00  1.7  0.9 14.3  1.4  7.7  NW NNE    AVERAGE  7.8 321
2025 11 26 18 30  1.7  0.9 10.0  1.5  9.5 NNE NNE    AVERAGE  7.9  27
2025 11 26 18 00  1.8  1.1 14.3  1.5  9.1 WNW NNE    AVERAGE  8.2  30
2025 11 26 17 30  1.7  1.0 10.0  1.4  8.7 NNE NNE    AVERAGE  7.9  20
2025 11 26 17 00  1.9  1.1 10.0  1.6  8.7 NNE NNE    AVERAGE  8.1  26
2025 11 26 16 30  1.8  1.1 14.3  1.4  9.5 WNW NNE    AVERAGE  8.1 301
2025 11 26 16 00  1.8  1.1 10.0  1.4  7.4 NNE NNE    AVERAGE  8.1  13
2025 11 26 15 30  1.8  1.0 10.0  1.4  9.5 NNE NNE    AVERAGE  8.1  24
2025 11 26 15 00  1.7  1.0 14.3  1.4  8.3  NW  NE    AVERAGE  8.2  38
2025 11 26 14 30  1.7  0.9 14.3  1.5  9.1   W  NE    AVERAGE  8.0  37
2025 11 26 14 00  1.7  1.0 10.5  1.4  7.7 NNE  NE    AVERAGE  8.0  51
2025 11 26 13 30  1.7  1.0 10.0  1.4  8.7 NNE  NE    AVERAGE  8.2  39
2025 11 26 13 00  1.8  1.1 14.3  1.4  9.5 WNW NNE    AVERAGE  8.3  26
2025 11 26 12 30  1.7  1.0 10.0  1.4  8.7 NNE  NE    AVERAGE  8.2  38
2025 11 26 12 00  1.7  1.0 10.5  1.4  8.7 NNE  NE    AVERAGE  8.2  44
2025 11 26 11 30  1.6  1.0 10.0  1.3  9.5  NE  NE    AVERAGE  8.1  42
2025 11 26 11 00  1.7  1.1 10.0  1.3  9.5 NNE  NE    AVERAGE  8.3  29
2025 11 26 10 30  1.7  1.1 14.3  1.3  8.0 WNW  NE    AVERAGE  8.2 295
2025 11 26 10 00  1.8  1.2 10.0  1.4  9.5 NNE  NE    AVERAGE  8.3  30
2025 11 26 09 30  1.7  1.1 10.0  1.3  8.3 NNE  NE    AVERAGE  8.0  32
2025 11 26 09 00  1.7  1.0 10.0  1.3  8.7 NNE ENE    AVERAGE  7.9  20
2025 11 26 08 30  1.7  1.1 10.0  1.2  9.5 NNE  NE    AVERAGE  8.2  33
2025 11 26 08 00  1.7  1.1 14.3  1.3  9.1 WNW  NE    AVERAGE  7.9  48
2025 11 26 07 30  1.6  0.9 10.0  1.3  8.7  NE ENE    AVERAGE  7.6  39
2025 11 26 07 00  1.8  1.0 15.4  1.4  9.1 NNW  NE    AVERAGE  8.0  42
2025 11 26 06 30  1.7  1.0 15.4  1.4  9.1  NW ENE    AVERAGE  8.0  59
2025 11 26 06 00  1.7  1.1 15.4  1.4  9.5 NNW  NE    AVERAGE  8.0 328
2025 11 26 05 30  1.8  1.1 10.0  1.4  9.5  NE  NE    AVERAGE  8.1  38
2025 11 26 05 00  1.7  0.9 10.0  1.4  9.5 NNE  NE    AVERAGE  7.5  53
2025 11 26 04 30  1.7  1.1 15.4  1.4  8.7  NW  NE    AVERAGE  7.9 318
2025 11 26 04 00  1.8  1.1 10.5  1.4  8.0 NNE  NE    AVERAGE  7.8  26
2025 11 26 03 30  1.6  1.0 10.0  1.3  9.5  NE  NE    AVERAGE  7.6  51
2025 11 26 03 00  1.6  1.0 15.4  1.3  9.5  NW  NE    AVERAGE  7.8 310
2025 11 26 02 30  1.6  0.9 10.0  1.3  9.5 NNE ENE    AVERAGE  7.5  59
2025 11 26 02 00  1.6  0.9 10.5  1.3  9.5   N  NE    AVERAGE  7.6  51
2025 11 26 01 30  1.6  0.9 10.0  1.3  9.1  NE  NE    AVERAGE  7.4  55
2025 11 26 01 00  1.6  0.9 11.1  1.3  9.1   N ESE    AVERAGE  7.2 104
2025 11 26 00 30  1.6  0.9 10.0  1.3  9.5 ENE ENE    AVERAGE  7.3  66
2025 11 26 00 00  1.6  1.0 10.0  1.2  9.5 NNE  NE    AVERAGE  7.4  28
2025 11 25 23 30  1.6  1.0 10.5  1.2  9.5 NNE   E    AVERAGE  7.2  22
2025 11 25 23 00  1.6  1.0 15.4  1.3  9.1  NW ENE    AVERAGE  7.6 309
2025 11 25 22 30  1.5  1.0 10.0  1.2  9.1   E   E    AVERAGE  7.6  82
2025 11 25 22 00  1.5  0.9 14.3  1.1  9.5 WSW  NE    AVERAGE  7.5  50
2025 11 25 21 30  1.5  1.0 10.0  1.2  9.1 ENE ENE    AVERAGE  7.7  72
2025 11 25 21 00  1.6  1.1 10.5  1.2  9.1 NNE  NE    AVERAGE  7.9  23
2025 11 25 20 30  1.5  1.0 14.3  1.1  9.1 WSW   E    AVERAGE  7.8 240
2025 11 25 20 00  1.6  1.1 10.0  1.2  9.5 ENE  NE    AVERAGE  8.0  61
2025 11 25 19 30  1.6  1.0 11.1  1.2  9.1 NNE   E    AVERAGE  7.6  16
2025 11 25 19 00  1.5  1.0 15.4  1.1  9.1 WNW ENE    AVERAGE  7.7 288
2025 11 25 18 30  1.5  0.9 10.5  1.2  9.1  NE  NE    AVERAGE  7.5  37
2025 11 25 18 00  1.6  0.9 15.4  1.3  9.1   W   E    AVERAGE  7.5  90
2025 11 25 17 30  1.5  0.9 15.4  1.2  8.3 WNW  NE    AVERAGE  7.6 282
2025 11 25 17 00  1.5  0.8 10.5  1.2  9.1   N ENE    AVERAGE  7.3  10
2025 11 25 16 30  1.5  0.9 10.5  1.2  9.1   N   E    AVERAGE  7.3 355
2025 11 25 16 00  1.6  0.9 10.5  1.2  8.7   N ENE    AVERAGE  7.5  75
2025 11 25 15 30  1.5  0.9 10.0  1.3  9.1  NE ENE    AVERAGE  7.5  73
2025 11 25 15 00  1.6  0.9 14.3  1.3  9.1  SW  NE    AVERAGE  7.5 216
2025 11 25 14 30  1.5  0.8 15.4  1.2  8.3 WSW ESE    AVERAGE  7.3 117
2025 11 25 14 00  1.5  0.9 15.4  1.2  9.5 WSW ENE    AVERAGE  7.6  68
2025 11 25 13 30  1.5  0.9 15.4  1.2  9.1  SW  SE    AVERAGE  7.3 137
2025 11 25 13 00  1.5  0.9 10.0  1.2  9.5 NNE  NE    AVERAGE  7.1  33
2025 11 25 12 30  1.5  0.9 10.0  1.2  9.5 NNE   E    AVERAGE  7.3  81
2025 11 25 12 00  1.6  1.0 10.0  1.2  8.0 NNE SSE    AVERAGE  7.5  31
2025 11 25 11 30  1.6  0.9 11.1  1.3  9.1   N ENE    AVERAGE  7.5  78
2025 11 25 11 00  1.4  0.8 15.4  1.1  9.5  SW  SE    AVERAGE  7.1 121
2025 11 25 10 30  1.6  0.9 10.0  1.3  9.5  NE  SE    AVERAGE  7.1 130
2025 11 25 10 00  1.4  0.9 10.0  1.1  9.5  NE  SE    AVERAGE  7.1  35
2025 11 25 09 30  1.5  0.9 15.4  1.3  9.1  SW   E    AVERAGE  7.2  85
2025 11 25 09 00  1.6  1.0 10.0  1.2  9.5 NNE NNE    AVERAGE  7.2  13
2025 11 25 08 30  1.6  0.9 10.0  1.2  9.5 NNE NNE    AVERAGE  7.0  19
2025 11 25 08 00  1.5  0.9 11.1  1.2  9.1 NNW  NE    AVERAGE  6.6 342
2025 11 25 07 30  1.6  0.9 10.0  1.3  9.5   N NNE    AVERAGE  6.7 357
2025 11 25 07 00  1.5  0.9 10.0  1.2  8.3 NNE   E    AVERAGE  6.4  12
2025 11 25 06 30  1.6  1.0 10.5  1.3  8.7   N ENE    AVERAGE  6.4 353
2025 11 25 06 00  1.6  0.9 10.5  1.4  8.3   N ENE    AVERAGE  6.2  60
2025 11 25 05 30  1.8  1.0 10.0  1.4  9.5 NNE  NE    AVERAGE  6.5  14
2025 11 25 05 00  1.6  0.8 10.5  1.3  9.1   N  NE    AVERAGE  6.0 357
2025 11 25 04 30  1.7  0.9 10.0  1.4  9.5 NNE NNE    AVERAGE  6.2  13
2025 11 25 04 00  1.6  0.9 10.0  1.4  8.3  NE  NE    AVERAGE  6.2  52
2025 11 25 03 30  1.6  0.9 10.0  1.4  9.1 NNE ENE    AVERAGE  6.2  67
2025 11 25 03 00  1.8  1.0 10.0  1.5  9.5 NNE NNE    AVERAGE  6.6  23
2025 11 25 02 30  1.7  1.0 11.8  1.4  9.5   N   E    AVERAGE  6.5 350
2025 11 25 02 00  1.7  1.0 10.0  1.4  9.5  NE  NE    AVERAGE  6.5  53
2025 11 25 01 30  1.7  0.9 11.1  1.4  8.3 NNW ESE    AVERAGE  6.1 344
2025 11 25 01 00  1.8  1.0 11.1  1.4  9.5   N ENE    AVERAGE  6.5 349
2025 11 25 00 30  1.7  1.0 11.1  1.4  8.3   N ENE    AVERAGE  6.4  77
2025 11 25 00 00  1.8  1.1 10.5  1.4  9.5   N NNE    AVERAGE  6.6 354
2025 11 24 23 30  1.7  1.0 10.5  1.4  9.5   N   E    AVERAGE  6.2 355
2025 11 24 23 00  1.8  1.1 10.0  1.5  9.5 ENE  SE    AVERAGE  6.3  70
2025 11 24 22 30  1.9  1.1 10.0  1.5  8.7  NE   E    AVERAGE  6.3  56
2025 11 24 22 00  1.8  1.1 11.1  1.4  9.5   N  NE    AVERAGE  6.1   8
2025 11 24 21 30  1.8  1.0 11.1  1.4  9.5   N   E    AVERAGE  6.1 350
2025 11 24 21 00  1.9  1.1 10.5  1.5  9.5   N  NE    AVERAGE  6.2 356
2025 11 24 20 30  1.8  1.1 10.0  1.5  9.5 NNE  NE    AVERAGE  6.3  31
2025 11 24 20 00  1.9  1.2 11.1  1.5  9.5   N   E    AVERAGE  6.5 349
2025 11 24 19 30  1.9  1.1 12.5  1.5  9.5 NNW ENE    AVERAGE  6.5 336
2025 11 24 19 00  1.9  1.1 10.5  1.5  9.5 NNE ENE    AVERAGE  6.4  19
2025 11 24 18 30  2.0  1.2 11.1  1.6  9.5   N  NE    AVERAGE  6.6 353
2025 11 24 18 00  1.9  1.1 11.1  1.5  9.5   N ENE    AVERAGE  6.5 350
2025 11 24 17 30  1.8  1.1 11.1  1.5  8.0   N ENE    AVERAGE  6.4 350
2025 11 24 17 00  1.9  1.2 11.8  1.5  9.5 NNW   E    AVERAGE  6.9 337
2025 11 24 16 30  1.8  1.1 12.5  1.4  9.5 NNW   E    AVERAGE  6.6 337
2025 11 24 16 00  1.9  1.2 12.5  1.5  9.5 NNW ESE    AVERAGE  6.7 338
2025 11 24 15 30  1.9  1.2 12.5  1.4  9.5 NNW ENE    AVERAGE  6.8 331
2025 11 24 15 00  2.0  1.3 11.8  1.5  9.5 NNW   E    AVERAGE  7.0 346
2025 11 24 14 30  1.8  1.3 12.5  1.3  8.3 NNW ENE      SWELL  7.0 343
2025 11 24 14 00  1.8  1.1 12.5  1.4  8.7 NNW ESE    AVERAGE  6.8 342
2025 11 24 13 30  1.8  1.2 11.8  1.3  8.3 NNW   E    AVERAGE  7.2 340
2025 11 24 13 00  1.8  1.2 12.5  1.3  9.5 NNW  SE    AVERAGE  7.2 333
2025 11 24 12 30  1.8  1.2 10.0  1.3  9.5  SE  SE    AVERAGE  7.3 131
2025 11 24 12 00  1.7  1.1 10.0  1.3  9.5 ESE  SE    AVERAGE  7.0 112
2025 11 24 11 30  1.8  1.2 12.5  1.3  8.0 NNW ENE    AVERAGE  7.5 336
2025 11 24 11 00  1.8  1.3 12.5  1.2  9.5 NNW  SE      SWELL  7.8 336
2025 11 24 10 30  1.5  1.1 11.8  1.1  9.5 NNW  SE      SWELL  7.4 344
2025 11 24 10 00  1.7  1.2 12.5  1.2  8.3  NW   E      SWELL  7.9 325
2025 11 24 09 30  1.6  1.2 13.3  1.1  9.5  NW  SE      SWELL  7.9 311
2025 11 24 09 00  1.6  1.2 12.5  1.1  9.5  NW  SE      SWELL  7.9 323
2025 11 24 08 30  1.6  1.1 12.5  1.1  9.5 NNW SSE      SWELL  8.0 346
2025 11 24 08 00  1.7  1.3 12.5  1.1  8.3 NNW  SE      SWELL  8.0 336
2025 11 24 07 30  1.6  1.1 10.5  1.1  9.5 ESE ESE      SWELL  7.6 120
2025 11 24 07 00  1.5  1.0 13.3  1.1  9.5 NNW ESE    AVERAGE  7.3 327
2025 11 24 06 30  1.6  1.1 12.5  1.1  9.1 NNW ESE      SWELL  7.5 333
2025 11 24 06 00  1.6  1.1 11.8  1.2  9.1 NNW ESE    AVERAGE  7.2 339
