#YY  MM DD hh mm WVHT SwH SwP WWH WWP SwD WWD STEEPNESS APD MWD
2025 12 06 00 30  1.2  1.0 11.8  0.7  9.5 NNW NNW      SWELL  9.5 347
2025 12 06 00 00  1.4  1.2 14.3  0.7  9.5   N   N      SWELL 10.2 351
2025 12 05 23 30  1.3  1.1 13.3  0.7  9.5 NNW   N      SWELL  9.7 341
2025 12 05 23 00  1.3  1.1 14.3  0.7  9.5 NNW NNW      SWELL  9.8 345
2025 12 05 22 30  1.3  1.1 11.8  0.7  9.5 NNW NNW      SWELL  9.5 339
2025 12 05 22 00  1.4  1.2 14.3  0.7  9.5   N NNW      SWELL  9.9 351
2025 12 05 21 30  1.2  1.0 11.8  0.7  9.1 NNW   N      SWELL  9.3 331
2025 12 05 21 00  1.3  1.1 12.5  0.7  9.5 NNW  NW      SWELL  9.6 338
2025 12 05 20 30  1.3  1.1 14.3  0.6  9.1   N NNE      SWELL  9.7 351
2025 12 05 20 00  1.3  1.1 14.3  0.6  9.5 NNW NNW      SWELL  9.9 336
2025 12 05 19 30  1.3  1.2 13.3  0.6  9.5 NNW   N      SWELL 10.0 333
2025 12 05 19 00  1.2  1.0 13.3  0.6  9.5 NNW   N      SWELL  9.7 334
2025 12 05 18 30  1.3  1.2 14.3  0.6  9.5 NNW NNW      SWELL 10.2 337
2025 12 05 18 00  1.3  1.2 13.3  0.6  9.5 NNW   N      SWELL 10.1 327
2025 12 05 17 30  1.3  1.1 14.3  0.7  9.5 NNW   N      SWELL 10.0 345
2025 12 05 17 00  1.3  1.1 13.3  0.6  9.5 NNW NNW      SWELL  9.9 340
2025 12 05 16 30  1.4  1.2 14.3  0.7  9.5 NNW NNE      SWELL  9.9 343
2025 12 05 16 00  1.5  1.3 14.3  0.7  9.5 NNW   N      SWELL 10.0 347
2025 12 05 15 30  1.4  1.3 14.3  0.7  9.5 NNW   N      SWELL  9.8 337
2025 12 05 15 00  1.5  1.3 14.3  0.7  9.5 NNW NNE      SWELL  9.8 342
2025 12 05 14 30  1.5  1.3 12.5  0.8  9.5 NNW   N      SWELL  9.1 335
2025 12 05 14 00  1.5  1.2 13.3  0.8  9.5 NNW   N      SWELL  9.2 340
2025 12 05 13 30  1.4  1.2 14.3  0.8  9.5 NNW  MM      SWELL  8.8 332
2025 12 05 13 00  1.5  1.3 14.3  0.7  9.5 NNW   N      SWELL  9.7 340
2025 12 05 12 30  1.6  1.4 14.3  0.7  9.5 NNW   N      SWELL 10.2 336
2025 12 05 12 00  1.6  1.5 14.3  0.7  9.5 NNW   N      SWELL 10.1 343
2025 12 05 11 30  1.4  1.2 14.3  0.7  9.5   N NNW      SWELL  9.2 353
2025 12 05 11 00  1.5  1.3 13.3  0.7  9.5 NNW  MM      SWELL  9.6 342
2025 12 05 10 30  1.4  1.2 14.3  0.7  9.5 NNW NNE      SWELL  9.4 336
2025 12 05 10 00  1.5  1.3 13.3  0.8  9.5 NNW   N      SWELL  9.4 346
2025 12 05 09 30  1.5  1.3 15.4  0.7  9.5 NNW NNE      SWELL  9.6 340
2025 12 05 09 00  1.4  1.2 12.5  0.7  9.1 NNW NNE      SWELL  8.9 335
2025 12 05 08 30  1.4  1.2 14.3  0.8  9.5 NNW   N      SWELL  9.2 341
2025 12 05 08 00  1.5  1.3 11.8  0.7  9.1  NW  NE      SWELL  9.7 325
2025 12 05 07 30  1.7  1.5 14.3  0.8  9.5 NNW   N      SWELL 10.5 333
2025 12 05 07 00  1.5  1.3 13.3  0.8  9.5 NNW   N      SWELL  9.6 336
2025 12 05 06 30  1.5  1.4 13.3  0.7  9.5 NNW   N      SWELL  9.8 330
2025 12 05 06 00  1.4  1.2 15.4  0.7  9.5   N   N      SWELL  9.4 354
2025 12 05 05 30  1.5  1.3 14.3  0.8  9.5 NNW NNE      SWELL  9.7 337
2025 12 05 05 00  1.7  1.6 12.5  0.7  9.5  NW NNE      SWELL 10.5 320
2025 12 05 04 30  1.6  1.4 13.3  0.8  9.5 NNW NNE      SWELL 10.1 327
2025 12 05 04 00  1.7  1.5 12.5  0.8  9.5 NNW NNE      SWELL 10.1 327
2025 12 05 03 30  1.6  1.4 12.5  0.7  9.5 NNW NNE      SWELL 10.0 330
2025 12 05 03 00  1.7  1.5 13.3  0.7  9.5 NNW NNE      SWELL 10.3 334
2025 12 05 02 30  1.8  1.6 13.3  0.8  9.1 NNW ENE      SWELL 10.2 340
2025 12 05 02 00  1.7  1.5 13.3  0.7  9.5 NNW NNE      SWELL 10.2 344
2025 12 05 01 30  1.6  1.4 15.4  0.7  9.5 NNW NNE      SWELL 10.2 344
2025 12 05 01 00  1.7  1.5 14.3  0.7  9.5 NNW NNE      SWELL 10.0 341
2025 12 05 00 30  1.7  1.5 15.4  0.7  9.1   N  NE      SWELL 10.2 357
2025 12 05 00 00  1.9  1.7 15.4  0.7  9.5   N NNE      SWELL 10.8 349
2025 12 04 23 30  1.7  1.6 15.4  0.8  9.5 NNW NNE      SWELL 10.4 346
2025 12 04 23 00  1.6  1.5 13.3  0.7  9.5 NNW NNE      SWELL 10.1 337
2025 12 04 22 30  1.8  1.6 15.4  0.8  9.5 NNW NNE      SWELL 10.0 347
2025 12 04 22 00  1.9  1.7 14.3  0.7  9.5 NNW NNE      SWELL 10.5 339
2025 12 04 21 30  1.8  1.7 13.3  0.7  9.5 NNW  NE      SWELL 10.6 336
2025 12 04 21 00  1.6  1.4 13.3  0.7  9.5 NNW NNE      SWELL  9.9 329
2025 12 04 20 30  1.6  1.4 13.3  0.7  8.7  NW ENE      SWELL 10.0 322
2025 12 04 20 00  1.7  1.6 14.3  0.7  9.1 NNW ENE      SWELL 10.6 331
2025 12 04 19 30  1.9  1.8 13.3  0.7  8.7 NNW   E      SWELL 11.2 328
2025 12 04 19 00  1.6  1.4 13.3  0.7  8.0 NNW  NE      SWELL 10.2 333
2025 12 04 18 30  1.8  1.7 13.3  0.7  9.1  NW  NE      SWELL 10.8 326
2025 12 04 18 00  1.7  1.6 14.3  0.7  9.5 NNW  NE      SWELL 10.6 328
2025 12 04 17 30  1.8  1.6 12.5  0.7  8.7  NW ENE      SWELL 10.6 315
2025 12 04 17 00  1.7  1.5 14.3  0.7  9.1 NNW ENE      SWELL 10.2 337
2025 12 04 16 30  1.5  1.4 15.4  0.7  8.7 NNW ENE      SWELL 10.0 343
2025 12 04 16 00  1.8  1.6 14.3  0.7  8.3 NNW ENE      SWELL 10.8 333
2025 12 04 15 30  1.8  1.7 15.4  0.7  8.7 NNW ENE      SWELL 11.1 338
2025 12 04 15 00  1.9  1.8 15.4  0.6  9.1 NNW  NE      SWELL 11.3 337
2025 12 04 14 30  2.0  1.9 14.3  0.6  9.1 NNW NNE      SWELL 11.5 336
2025 12 04 14 00  1.8  1.7 15.4  0.6  9.5 NNW  NE      SWELL 11.2 342
2025 12 04 13 30  1.9  1.7 15.4  0.6  9.5 NNW NNE      SWELL 11.3 348
2025 12 04 13 00  2.0  1.9 14.3  0.7  9.5 NNW NNE      SWELL 11.7 333
2025 12 04 12 30  1.9  1.8 14.3  0.7  9.5 NNW  NE      SWELL 11.4 335
2025 12 04 12 00  1.9  1.8 15.4  0.7  8.7 NNW  NE      SWELL 11.2 344
2025 12 04 11 30  2.1  2.0 15.4  0.7  9.1 NNW  NE      SWELL 11.5 342
2025 12 04 11 00  1.9  1.8 15.4  0.7  9.5 NNW ENE      SWELL 11.3 340
2025 12 04 10 30  1.8  1.6 14.3  0.7  9.5 NNW NNE      SWELL 11.1 337
2025 12 04 10 00  1.9  1.8 15.4  0.7  9.5 NNW ENE      SWELL 11.6 335
2025 12 04 09 30  2.0  1.9 15.4  0.7  9.5 NNW ENE      SWELL 11.8 339
2025 12 04 09 00  1.9  1.8 14.3  0.7  8.7 NNW  NE      SWELL 11.5 339
2025 12 04 08 30  2.1  2.0 15.4  0.7  9.5 NNW NNE      SWELL 12.0 330
2025 12 04 08 00  2.0  1.8 15.4  0.7  9.5 NNW  NE      SWELL 11.6 332
2025 12 04 07 30  2.0  1.8 14.3  0.8  9.5 NNW  NE      SWELL 11.3 329
2025 12 04 07 00  1.8  1.6 13.3  0.8  9.1  NW  NE      SWELL 10.9 320
2025 12 04 06 30  1.9  1.8 15.4  0.7  8.7 NNW ENE      SWELL 11.4 331
2025 12 04 06 00  2.1  2.0 14.3  0.8  9.1  NW NNE      SWELL 11.7 325
2025 12 04 05 30  1.7  1.6 14.3  0.7  8.7 NNW  NE      SWELL 10.8 333
2025 12 04 05 00  2.0  1.9 15.4  0.7  9.5 NNW  NE      SWELL 11.4 335
2025 12 04 04 30  2.0  1.9 15.4  0.8  9.5  NW  NE      SWELL 11.5 326
2025 12 04 04 00  1.9  1.7 15.4  0.7  9.5 NNW  NE      SWELL 11.0 337
2025 12 04 03 30  1.9  1.8 15.4  0.7  9.1 NNW ENE      SWELL 11.4 331
2025 12 04 03 00  2.3  2.1 14.3  0.7  8.3  NW  NE      SWELL 12.0 323
2025 12 04 02 30  2.0  1.9 16.7  0.8  8.7 NNW  NE      SWELL 11.2 333
2025 12 04 02 00  2.1  1.9 15.4  0.8  9.5 NNW NNE      SWELL 11.3 331
2025 12 04 01 30  2.2  2.1 14.3  0.8  9.5  NW  NE      SWELL 11.5 324
2025 12 04 01 00  2.1  1.9 13.3  0.8  9.5 NNW  NE      SWELL 10.9 331
2025 12 04 00 30  2.1  2.0 13.3  0.8  9.1  NW NNE      SWELL 10.9 321
2025 12 04 00 00  2.2  2.1 15.4  0.8  9.5 NNW  NE      SWELL 11.5 332
2025 12 03 23 30  2.0  1.8 14.3  0.8  9.5  NW NNE      SWELL 10.9 318
2025 12 03 23 00  2.1  1.9 14.3  0.8  8.7  NW  NE      SWELL 11.2 319
2025 12 03 22 30  2.2  2.0 14.3  0.8  9.1  NW  NE      SWELL 11.3 316
2025 12 03 22 00  2.1  2.0 15.4  0.8  9.5 NNW  NE      SWELL 11.4 328
2025 12 03 21 30  2.1  2.0 15.4  0.8  9.5 NNW  NE      SWELL 11.5 331
2025 12 03 21 00  2.0  1.9 15.4  0.8  9.5  NW  NE      SWELL 11.6 324
2025 12 03 20 30  2.0  1.9 15.4  0.8  9.5  NW NNE      SWELL 11.6 322
2025 12 03 20 00  2.0  1.8 14.3  0.8  9.5  NW  NE      SWELL 11.2 325
2025 12 03 19 30  1.8  1.6 14.3  0.8  9.5  NW  NE      SWELL 10.8 305
2025 12 03 19 00  1.7  1.6 15.4  0.8  9.5  NW  NE      SWELL 10.8 323
2025 12 03 18 30  1.8  1.6 15.4  0.8  5.6  NW   S      SWELL 11.0 323
2025 12 03 18 00  1.9  1.8 15.4  0.8  9.5 NNW  NE      SWELL 11.6 332
2025 12 03 17 30  1.9  1.8 16.7  0.8  7.7 NNW ESE      SWELL 11.3 332
2025 12 03 17 00  2.0  1.8 15.4  0.9  9.1 NNW  NE      SWELL 11.1 327
2025 12 03 16 30  1.7  1.5 15.4  0.9  5.6 NNW   S      SWELL 10.0 333
2025 12 03 16 00  2.0  1.9 15.4  0.8  5.6  NW   S      SWELL 11.2 323
2025 12 03 15 30  2.0  1.8 15.4  0.9  5.6  NW   S      SWELL 10.8 321
2025 12 03 15 00  2.4  2.2 15.4  0.9  5.7 NNW   S      SWELL 11.6 333
2025 12 03 14 30  2.1  1.9 15.4  1.0  9.1  NW  NE      SWELL 10.5 323
2025 12 03 14 00  2.2  2.0 15.4  0.9  5.7 NNW SSE      SWELL 10.9 328
2025 12 03 13 30  2.4  2.1 15.4  1.0  5.3 NNW SSE      SWELL 10.9 327
2025 12 03 13 00  2.0  1.8 15.4  0.9  5.9  NW   S      SWELL 10.4 322
2025 12 03 12 30  2.1  1.9 15.4  1.0  5.4 NNW SSE      SWELL 10.6 327
2025 12 03 12 00  2.0  1.8 15.4  1.0  8.3 NNW   E      SWELL 10.4 334
2025 12 03 11 30  2.2  2.0 15.4  0.9  8.7 NNW ENE      SWELL 11.4 330
2025 12 03 11 00  2.0  1.8 15.4  0.9  5.4 NNW SSE      SWELL 10.9 331
2025 12 03 10 30  2.1  1.9 15.4  0.9  5.9 NNW   S      SWELL 11.2 334
2025 12 03 10 00  2.1  1.9 16.7  0.9  5.3 NNW   S      SWELL 11.3 331
2025 12 03 09 30  2.1  1.9 16.7  0.9  5.4  NW   S      SWELL 11.2 326
2025 12 03 09 00  1.8  1.6 15.4  0.9  5.7 NNW   S      SWELL 10.1 333
2025 12 03 08 30  2.1  1.9 16.7  0.9  6.1  NW   S      SWELL 11.6 324
2025 12 03 08 00  2.0  1.7 16.7  0.9  8.7  NW ENE      SWELL 11.1 321
2025 12 03 07 30  2.0  1.8 15.4  0.8  8.7  NW ENE      SWELL 11.4 320
2025 12 03 07 00  2.0  1.8 16.7  0.8  8.3  NW   E      SWELL 11.8 323
2025 12 03 06 30  1.7  1.5 15.4  0.8  8.0  NW ESE      SWELL 10.8 314
2025 12 03 06 00  1.8  1.6 15.4  0.8  9.1  NW  NE      SWELL 11.4 314
2025 12 03 05 30  1.9  1.7 16.7  0.8  8.7 NNW ENE      SWELL 11.9 331
2025 12 03 05 00  1.7  1.5 16.7  0.8  8.7  NW ENE      SWELL 11.4 324
2025 12 03 04 30  1.8  1.6 15.4  0.8  8.7  NW   E      SWELL 11.4 309
2025 12 03 04 00  1.7  1.5 16.7  0.8  8.0  NW   E      SWELL 11.3 321
2025 12 03 03 30  2.0  1.8 16.7  0.8  8.7  NW  NE      SWELL 12.1 315
2025 12 03 03 00  1.8  1.7 16.7  0.7  9.5  NW NNW      SWELL 11.9 319
2025 12 03 02 30  1.9  1.7 16.7  0.8  8.3 NNW ENE      SWELL 11.9 327
2025 12 03 02 00  2.0  1.9 16.7  0.7  8.3  NW ENE      SWELL 12.5 322
2025 12 03 01 30  1.9  1.8 16.7  0.7  9.5  NW NNE      SWELL 12.3 320
2025 12 03 01 00  1.9  1.8 16.7  0.7  8.3  NW ENE      SWELL 12.4 326
2025 12 03 00 30  1.9  1.7 16.7  0.8  8.3  NW ENE      SWELL 12.1 318
2025 12 03 00 00  1.9  1.7 16.7  0.7  9.5  NW NNE      SWELL 12.5 319
2025 12 02 23 30  1.9  1.7 16.7  0.7  8.7  NW  NE      SWELL 12.7 325
2025 12 02 23 00  2.0  1.8 16.7  0.7  9.5  NW NNW      SWELL 12.9 318
2025 12 02 22 30  1.7  1.6 16.7  0.7  9.1 NNW  NE      SWELL 12.4 327
2025 12 02 22 00  1.9  1.8 16.7  0.7  8.7  NW  NE      SWELL 13.2 323
2025 12 02 21 00  1.9  1.8 16.7  0.7  8.7  NW  NE      SWELL 13.2 326
2025 12 02 20 30  2.1  2.0 18.2  0.7  9.1  NW  NE      SWELL 14.1 322
2025 12 02 20 00  1.7  1.6 18.2  0.7  8.7  NW ENE      SWELL 12.5 324
2025 12 02 19 30  1.6  1.4 18.2  0.7  9.1  NW ENE      SWELL 12.3 323
2025 12 02 19 00  1.7  1.6 18.2  0.7  9.1  NW   E      SWELL 12.9 318
2025 12 02 18 30  1.4  1.2 18.2  0.7  9.1 NNW  NE      SWELL 11.6 327
2025 12 02 18 00  1.9  1.8 18.2  0.6  9.5  NW NNW      SWELL 13.7 317
2025 12 02 17 30  1.6  1.4 18.2  0.7  9.1  NW  NE      SWELL 12.1 318
2025 12 02 17 00  1.5  1.3 18.2  0.7  8.3  NW ENE      SWELL 11.7 319
2025 12 02 16 30  1.6  1.4 18.2  0.7  8.7  NW ENE      SWELL 12.1 320
2025 12 02 16 00  1.5  1.4 18.2  0.6  9.5  NW ENE      SWELL 12.3 326
2025 12 02 15 30  1.4  1.2 18.2  0.7  9.5  NW NNE      SWELL 11.6 324
2025 12 02 15 00  1.6  1.4 18.2  0.7  9.5  NW  NE      SWELL 12.1 325
2025 12 02 14 30  1.6  1.4 18.2  0.8  9.1  NW ENE      SWELL 11.9 325
2025 12 02 14 00  1.7  1.5 18.2  0.8  8.7 NNW  NE      SWELL 12.5 328
2025 12 02 13 30  1.4  1.2 18.2  0.7  9.1  NW  NE      SWELL 11.1 320
2025 12 02 13 00  1.5  1.3 18.2  0.7  8.3  NW  NE      SWELL 11.7 325
2025 12 02 12 30  1.4  1.2 18.2  0.7  9.1  NW ENE      SWELL 11.4 323
2025 12 02 12 00  1.7  1.5 18.2  0.7  8.7  NW ENE      SWELL 12.7 324
2025 12 02 11 30  1.5  1.3 18.2  0.8  9.5  NW  NE      SWELL 11.0 324
2025 12 02 11 00  1.5  1.3 18.2  0.7  9.5  NW ENE      SWELL 11.8 324
2025 12 02 10 30  1.5  1.3 18.2  0.7  9.5  NW NNE      SWELL 11.8 324
2025 12 02 10 00  1.4  1.3 18.2  0.7  8.3  NW ENE      SWELL 11.1 326
2025 12 02 09 30  1.5  1.3 18.2  0.7  9.1  NW  NE      SWELL 11.3 323
2025 12 02 09 00  1.6  1.5 18.2  0.7  9.1 NNW  NE      SWELL 12.3 328
2025 12 02 08 30  1.8  1.6 20.0  0.8  8.0 NNW   E      SWELL 12.7 327
2025 12 02 08 00  1.4  1.2 20.0  0.8  9.5  NW NNE      SWELL 10.6 318
2025 12 02 07 30  1.6  1.4 20.0  0.8  9.1  NW ENE      SWELL 11.7 326
2025 12 02 07 00  1.5  1.3 20.0  0.7  8.3  NW   E      SWELL 11.4 325
2025 12 02 06 30  1.4  1.2 20.0  0.7  8.7  NW ENE      SWELL 10.6 322
2025 12 02 06 00  1.5  1.2 20.0  0.8  8.3  NW SSE      SWELL 10.4 321
2025 12 02 05 30  1.4  1.1 13.3  0.8  9.5 NNW ENE      SWELL  9.7 340
2025 12 02 05 00  1.3  1.1 20.0  0.8  8.3  NW ESE      SWELL  9.4 317
2025 12 02 04 30  1.2  0.9 14.3  0.8  7.7 NNW   S      SWELL  8.6 344
2025 12 02 04 00  1.4  1.1 20.0  0.8  9.1  NW  NE      SWELL  9.8 323
2025 12 02 03 30  1.5  1.2 20.0  0.8  8.7  NW ENE      SWELL 10.2 318
2025 12 02 03 00  1.4  1.1 14.3  0.8  9.1 NNW ENE      SWELL  9.3 340
2025 12 02 02 30  1.3  1.0 14.3  0.8  9.1 NNW  NE      SWELL  8.9 340
2025 12 02 02 00  1.3  1.1 14.3  0.8  8.7 NNW ENE      SWELL  8.8 345
2025 12 02 01 30  1.4  1.1 20.0  0.8  8.3  NW ESE      SWELL  9.6 320
2025 12 02 01 00  1.3  1.0 14.3  0.9  9.1 NNW ENE      SWELL  8.6 347
2025 12 02 00 30  1.3  1.1 14.3  0.8  8.0 NNW  SE      SWELL  9.4 343
2025 12 02 00 00  1.4  1.1 20.0  0.8  9.5  NW  NE      SWELL  9.7 325
2025 12 01 23 30  1.4  1.1 14.3  0.8  9.1 NNW ENE      SWELL  9.6 348
2025 12 01 23 00  1.3  0.9 14.3  0.9  8.7 NNW ENE      SWELL  8.4 344
2025 12 01 22 30  1.3  1.0 14.3  0.8  9.5 NNW  NE      SWELL  8.7 343
2025 12 01 22 00  1.3  1.0 14.3  0.8  8.7 NNW ENE      SWELL  8.6 339
2025 12 01 21 30  1.3  1.0 14.3  0.8  7.1 NNW   N      SWELL  8.9 346
2025 12 01 21 00  1.4  1.1 14.3  0.8  8.0 NNW   E      SWELL  9.6 338
2025 12 01 20 30  1.4  1.2 14.3  0.8  9.1 NNW  NE      SWELL  9.8 347
2025 12 01 20 00  1.3  1.0 14.3  0.8  9.1 NNW NNE      SWELL  8.9 343
2025 12 01 19 30  1.3  1.0 15.4  0.8  9.1 NNW   E      SWELL  9.1 348
2025 12 01 19 00  1.3  1.1 15.4  0.8  9.1 NNW  NE      SWELL  9.4 344
2025 12 01 18 30  1.3  1.0 14.3  0.8  8.7 NNW ENE      SWELL  9.1 343
2025 12 01 18 00  1.4  1.1 14.3  0.8  8.3 NNW ESE      SWELL  9.6 342
2025 12 01 17 30  1.3  1.0 14.3  0.9  8.7 NNW  NE      SWELL  8.8 344
2025 12 01 17 00  1.3  1.0 15.4  0.8  8.7 NNW ESE      SWELL  8.9 347
2025 12 01 16 30  1.3  1.0 14.3  0.8  7.7 NNW SSE      SWELL  8.9 346
2025 12 01 16 00  1.2  0.9 14.3  0.8  9.5 NNW  NE      SWELL  8.3 336
2025 12 01 15 30  1.3  1.0 14.3  0.8  8.7 NNW NNE      SWELL  8.7 343
2025 12 01 15 00  1.3  1.0 15.4  0.8  8.3 NNW  SE      SWELL  8.5 333
2025 12 01 14 30  1.3  0.9 15.4  0.9  9.1 NNW ENE      SWELL  8.0 343
2025 12 01 14 00  1.4  1.0 14.3  0.9  8.7   N   E      SWELL  8.5 357
2025 12 01 13 30  1.2  0.9 14.3  0.9  9.1 NNW  NE      SWELL  7.8 339
2025 12 01 13 00  1.3  0.9 15.4  0.9  8.3 NNW ENE      SWELL  8.0 342
2025 12 01 12 30  1.5  1.2 14.3  0.9  9.1   N ENE      SWELL  8.9 350
2025 12 01 12 00  1.3  1.0 15.4  0.9  8.3 NNW  NE      SWELL  8.2 337
2025 12 01 11 30  1.3  1.0 14.3  0.9  8.3 NNW   E      SWELL  8.1 348
2025 12 01 11 00  1.4  1.0 15.4  0.9  8.3   N ENE      SWELL  8.2 354
2025 12 01 10 30  1.3  0.9 15.4  0.9  8.3   N  NE      SWELL  7.9 349
2025 12 01 10 00  1.6  1.2 15.4  1.0  9.5 NNW  NE      SWELL  8.6 347
2025 12 01 09 30  1.4  1.1 14.3  1.0  8.3 NNW ENE      SWELL  8.3 348
2025 12 01 09 00  1.5  1.1 15.4  1.0  7.7 NNW ENE      SWELL  8.3 346
2025 12 01 08 30  1.4  1.0 13.3  1.0  9.1   N  NE      SWELL  7.9 349
2025 12 01 08 00  1.4  1.0 15.4  0.9  9.1   N  NE      SWELL  8.2 350
2025 12 01 07 30  1.4  1.1 15.4  0.9  8.7   N  NE      SWELL  8.4 349
2025 12 01 07 00  1.4  1.0 15.4  0.9  8.7   N ENE      SWELL  8.1 356
2025 12 01 06 30  1.6  1.2 15.4  1.0  8.7   N  NE      SWELL  8.6 351
2025 12 01 06 00  1.4  1.1 15.4  0.9  9.1 NNW  NE      SWELL  8.3 348
2025 12 01 05 30  1.4  1.1 14.3  1.0  9.5 NNW NNE      SWELL  8.1 348
2025 12 01 05 00  1.5  1.1 14.3  1.0  9.1 NNW  NE      SWELL  8.0 348
2025 12 01 04 30  1.5  1.0 15.4  1.1  8.7 NNW  NE    AVERAGE  7.5 344
2025 12 01 04 00  1.5  1.1 14.3  1.0  9.1 NNW  NE      SWELL  7.9 344
2025 12 01 03 30  1.4  1.0 13.3  1.0  9.1 NNW NNE      SWELL  7.3 340
2025 12 01 03 00  1.5  1.1 14.3  1.0  8.3 NNW  NE      SWELL  7.7 340
2025 12 01 02 30  1.4  1.0 14.3  1.0  9.1 NNW  NE      SWELL  7.1 348
2025 12 01 02 00  1.5  1.2 15.4  1.0  9.1   N  NE      SWELL  7.8 354
2025 12 01 01 30  1.5  1.1 14.3  1.0  9.5 NNW NNE      SWELL  7.3 342
2025 12 01 01 00  1.5  1.1 14.3  1.0  9.1 NNW  NE      SWELL  7.8 339
2025 12 01 00 30  1.5  1.1 13.3  1.0  8.7   N  NE      SWELL  8.2 349
2025 12 01 00 00  1.6  1.2 14.3  1.0  8.3 NNW NNE      SWELL  8.4 340
2025 11 30 23 30  1.6  1.2 14.3  1.0  8.0 NNW ENE      SWELL  8.7 343
2025 11 30 23 00  1.6  1.3 15.4  1.0  9.5 NNW  NE      SWELL  8.9 334
2025 11 30 22 30  1.5  1.2 15.4  0.9  9.1 NNW  NE      SWELL  9.0 345
2025 11 30 22 00  1.5  1.1 15.4  1.0  8.7 NNW  NE      SWELL  8.9 342
2025 11 30 21 30  1.5  1.2 15.4  0.9  8.3 NNW  NE      SWELL  9.4 348
2025 11 30 21 00  1.3  1.0 15.4  0.8  8.0 NNW NNE      SWELL  8.8 341
2025 11 30 20 30  1.3  1.0 15.4  0.9  8.7 NNW  NE      SWELL  8.1 342
2025 11 30 20 00  1.5  1.1 15.4  0.9  8.7 NNW  NE      SWELL  9.1 338
2025 11 30 19 30  1.4  1.1 15.4  1.0  8.7 NNW  NE      SWELL  8.8 339
2025 11 30 19 00  1.6  1.2 15.4  0.9  8.7 NNW NNE      SWELL  9.6 341
2025 11 30 18 30  1.4  1.0 15.4  0.9  7.7 NNW  NE      SWELL  8.7 346
2025 11 30 18 00  1.4  1.1 15.4  0.9  8.0 NNW  NE      SWELL  9.2 344
2025 11 30 17 30  1.4  1.0 15.4  0.9  8.3 NNW  NE      SWELL  8.9 342
2025 11 30 17 00  1.3  1.0 15.4  0.8  9.1 NNW ENE      SWELL  8.5 346
2025 11 30 16 30  1.4  1.0 15.4  0.9  8.3 NNW  NE      SWELL  8.4 332
2025 11 30 16 00  1.3  0.9 15.4  0.9  9.1 NNW  NE      SWELL  8.1 344
2025 11 30 15 30  1.5  1.2 15.4  0.9  8.7 NNW  NE      SWELL  8.7 341
2025 11 30 15 00  1.4  1.1 15.4  0.9  8.3 NNW  NE      SWELL  8.6 340
2025 11 30 14 30  1.3  1.0 15.4  0.9  8.3 NNW  NE      SWELL  8.2 338
2025 11 30 14 00  1.4  1.1 16.7  0.9  8.7 NNW NNE      SWELL  8.6 337
2025 11 30 13 30  1.3  1.0 16.7  0.9  8.7 NNW NNE      SWELL  8.3 344
2025 11 30 13 00  1.3  0.9 15.4  0.9  8.7 NNW ENE      SWELL  8.0 333
2025 11 30 12 30  1.4  1.1 15.4  0.9  8.3 NNW NNE      SWELL  8.6 340
2025 11 30 12 00  1.6  1.2 15.4  1.0  9.5 NNW  NE      SWELL  8.9 334
2025 11 30 11 30  1.5  1.1 15.4  1.0  8.0 NNW  NE      SWELL  8.5 343
2025 11 30 11 00  1.4  1.0 15.4  1.0  9.1 NNW NNE      SWELL  8.5 334
2025 11 30 10 30  1.4  0.9 15.4  1.1  8.7 NNW  NE    AVERAGE  8.0 338
2025 11 30 10 00  1.4  0.9 16.7  1.0  9.1 NNW NNE    AVERAGE  8.0 329
2025 11 30 09 30  1.4  1.0 15.4  1.1  9.1 NNW  NE    AVERAGE  8.0 332
2025 11 30 09 00  1.4  0.9 15.4  1.1  9.1 NNW  NE    AVERAGE  7.8 335
2025 11 30 08 30  1.4  1.0 15.4  1.0  9.5 NNW NNE      SWELL  8.2 340
2025 11 30 08 00  1.4  1.0 16.7  1.0  9.1 NNW NNE      SWELL  8.3 333
2025 11 30 07 30  1.4  0.9 16.7  1.1  8.7 NNW NNE    AVERAGE  7.4 336
2025 11 30 07 00  1.3  0.8 15.4  1.1  8.3 NNW  NE    AVERAGE  6.9 338
2025 11 30 06 30  1.4  0.9 16.7  1.1  8.7 NNW  NE    AVERAGE  7.2 330
2025 11 30 06 00  1.5  0.9 16.7  1.2  7.7 NNW NNE    AVERAGE  6.9 341
2025 11 30 05 30  1.4  0.8 16.7  1.1  8.7 NNW  NE    AVERAGE  6.5 338
2025 11 30 05 00  1.4  0.8 16.7  1.1  8.7 NNW  NE    AVERAGE  6.6 336
2025 11 30 04 30  1.5  0.9 16.7  1.2  9.1 NNW  NE    AVERAGE  6.9 336
2025 11 30 04 00  1.4  0.8 16.7  1.1  9.5 NNW  NE    AVERAGE  6.7 339
2025 11 30 03 30  1.4  0.9 16.7  1.1  9.5 NNW  NE    AVERAGE  6.9 337
2025 11 30 03 00  1.4  0.9 16.7  1.1  8.7 NNW NNE    AVERAGE  6.9 339
2025 11 30 02 30  1.4  0.9 16.7  1.1  8.7 NNW NNE    AVERAGE  6.9 342
2025 11 30 02 00  1.4  0.8 16.7  1.1  9.1 NNW NNE    AVERAGE  6.4 343
2025 11 30 01 30  1.4  0.8 16.7  1.2  8.7 NNW  NE    AVERAGE  6.1 348
2025 11 30 01 00  1.6  0.9 16.7  1.3  9.1 NNW NNE    AVERAGE  6.5  30
