WVHT,DPD,APD,MWD,WTMP,SwH,SwP,WWH,WWP,SwD_sin,SwD_cos,WWD_sin,WWD_cos,time_sin
1.3113807673664133,0.4645498863879741,1.2100709787883916,0.3697805805466699,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,1.395379870710195,0.8147862225392498,-2.6318936726136526,-2.050175569538707,-0.28161220615869725,-1.038620140267939,0.9890158633619168
1.7984458577048617,0.4645498863879741,1.5319377243998324,0.41895353008745045,-1.5322373634725284,0.0843059009717035,-0.7871205028330351,1.6389554099393022,1.107133427843949,-2.6318936726136526,-2.050175569538707,-0.28161220615869725,-1.038620140267939,0.9612616959383188
1.3113807673664133,0.4645498863879741,1.1027820635845784,0.3697805805466699,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,1.395379870710195,1.107133427843949,-0.9023260807217124,-1.2886978548034007,-0.28161220615869725,-1.038620140267939,0.9170600743851238
2.285510948043309,0.4645498863879741,1.5319377243998324,0.2550436982848486,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,1.107133427843949,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,0.8571673007021121
1.5549133125356374,0.11481087534822197,1.1027820635845784,0.3206076310058893,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,1.6389554099393022,0.5224390172345506,-0.9023260807217124,-1.2886978548034007,-0.28161220615869725,-1.038620140267939,0.7826081568524138
1.7984458577048617,0.4645498863879741,1.4246488091960192,0.3042166478256291,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,1.8825309491684097,0.8147862225392498,0.25333403701800644,-0.14906591878919484,-0.28161220615869725,-1.038620140267939,0.6946583704589973
1.7984458577048617,0.4645498863879741,1.1027820635845784,0.3206076310058893,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,1.8825309491684097,0.8147862225392498,-0.9023260807217124,-1.2886978548034007,-0.28161220615869725,-1.038620140267939,0.5948227867513406
2.285510948043309,0.11481087534822197,1.2100709787883916,0.27143468146510874,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,0.4848096202463372
2.285510948043309,0.11481087534822197,1.1027820635845784,0.17308878238354763,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,0.3665012267242968
2.5290434932125327,0.4645498863879741,1.4246488091960192,0.04196091694146612,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.6132575668557303,0.8147862225392498,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,0.2419218955996673
2.285510948043309,0.4645498863879741,1.4246488091960192,-0.0072120325993144455,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.8147862225392498,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,0.1132032137679065
2.285510948043309,0.4645498863879741,1.5319377243998324,-0.0072120325993144455,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.8147862225392498,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,-0.0174524064372835
2.5290434932125327,0.11481087534822197,1.9610933852150874,-0.0072120325993144455,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,2.6132575668557303,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.1478094111296113
2.285510948043309,0.11481087534822197,1.8538044700112732,0.04196091694146612,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,-0.9023260807217124,-1.2886978548034007,0.3357322971943894,-0.668015107263504,-0.2756373558169989
1.7984458577048617,0.4645498863879741,1.6392266396036466,-0.0727759653203552,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,1.8825309491684097,0.8147862225392498,-2.6318936726136526,-2.050175569538707,0.3357322971943894,-0.668015107263504,-0.3987490689252466
2.285510948043309,0.11481087534822197,1.6392266396036466,-0.023603015779574632,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.5150380749100545
2.285510948043309,0.11481087534822197,1.6392266396036466,-0.0072120325993144455,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.6225146366376196
2.285510948043309,0.11481087534822197,1.6392266396036466,-0.08916694850061539,-1.5827529801819322,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.7193398003386512
2.5290434932125327,0.11481087534822197,1.74651555480746,0.02556993376120593,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.6132575668557303,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.8038568606172177
2.5290434932125327,0.11481087534822197,1.6392266396036466,-0.0072120325993144455,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.6132575668557303,0.5224390172345506,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.8746197071393956
2.5290434932125327,0.4645498863879741,1.74651555480746,-0.05638498214009501,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.6132575668557303,0.8147862225392498,0.25333403701800644,-0.14906591878919484,0.3357322971943894,-0.668015107263504,-0.9304175679820248
2.041978402874085,0.11481087534822197,1.317359893992205,-0.13833989804139596,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.1261064883975163,0.32754088036475143,-0.9023260807217124,-1.2886978548034007,0.7482287065718211,-0.11336547919623367,-0.9702957262759966
2.285510948043309,0.11481087534822197,1.4246488091960192,-0.23668579712295706,-1.5322373634725284,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.32754088036475143,0.25333403701800644,-0.14906591878919484,0.7482287065718211,-0.11336547919623367,-0.9935718556765876
2.285510948043309,-0.23492813569153018,1.1027820635845784,-0.23668579712295706,-1.4817217467631252,-0.6209453860031215,-0.7871205028330351,2.3696820276266237,0.08391820927750222,0.6591479037646852,1.195221607034974,0.7482287065718211,-0.11336547919623367,-0.9998476951563912
2.041978402874085,-0.23492813569153018,0.9954931483807643,-0.1875128475821765,-1.4312061300537222,-0.6209453860031215,-0.7871205028330351,2.1261064883975163,0.08391820927750222,0.25333403701800644,-0.14906591878919484,0.7482287065718211,-0.11336547919623367,-0.9890158633619168
1.5549133125356374,-0.23492813569153018,0.6736264027693236,-0.41698661210581917,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.6389554099393022,-0.20842899602719706,0.25333403701800644,-0.14906591878919484,0.7482287065718211,-0.11336547919623367,-0.9612616959383188
1.06784822219719,-0.23492813569153018,0.2444707419540687,-0.5645054607281609,-1.380690513344319,-0.6209453860031215,-0.37472598854159817,1.1518043314810882,-0.0622553933748472,0.6591479037646852,1.195221607034974,0.8930781829351458,0.5408883659720295,-0.9170600743851244
1.5549133125356374,-0.23492813569153018,0.2444707419540687,-0.7939792252518034,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.395379870710195,-0.20842899602719706,0.25333403701800644,-0.14906591878919484,0.8930781829351458,0.5408883659720295,-0.8571673007021121
1.5549133125356374,-0.5846671467312823,0.2444707419540687,-0.8759341411531044,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.6389554099393022,-0.3546025986795465,0.25333403701800644,-0.14906591878919484,0.7482287065718211,1.1951422111402927,-0.7826081568524138
1.5549133125356374,-0.23492813569153018,0.13718182675025548,-0.6792423429899822,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.395379870710195,-0.0622553933748472,0.6591479037646852,1.195221607034974,0.8930781829351458,0.5408883659720295,-0.6946583704589974
1.5549133125356374,-0.23492813569153018,0.13718182675025548,-0.8267611916123239,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.6389554099393022,-0.20842899602719706,0.25333403701800644,-0.14906591878919484,0.8930781829351458,0.5408883659720295,-0.5948227867513411
1.3113807673664133,-0.5846671467312823,0.13718182675025548,-0.7448062757110229,-1.380690513344319,-0.6209453860031215,-0.7871205028330351,1.395379870710195,-0.3546025986795465,-0.9023260807217124,-1.2886978548034007,0.8930781829351458,0.5408883659720295,-0.4848096202463369
