#YY,MM,DD,hh,mm,WVHT,DPD,APD,MWD,WTMP,SwH,SwP,WWH,WWP,SwD,WWD
2025,11,26,22,56,1,6,4.3,160,16.9,0.1,11.8,0.9,6.2,SE,SSE
2025,11,26,22,26,1,6,4.1,170,16.9,0.1,11.8,1,5.9,ESE,S
2025,11,26,21,56,1,6,4.2,153,16.9,0.1,11.1,1,5.9,ESE,SSE
2025,11,26,21,26,1,6,4.2,159,17,0.1,12.5,1,5.6,ESE,S
2025,11,26,20,56,1,6,4.3,150,17,0.1,12.5,1,6.2,SE,SSE
2025,11,26,20,26,1.1,6,4.3,155,17,0.1,12.5,1,5.9,SE,SSE
2025,11,26,19,56,1,6,4.1,153,17,0.1,11.8,1,6.2,SE,SSE
2025,11,26,19,26,1.1,6,4.3,157,17,0.1,12.5,1,5.9,ESE,SSE
2025,11,26,18,56,1.1,6,4.2,146,17,0.1,12.5,1,5.9,SE,SSE
2025,11,26,18,26,1.2,6,4.2,153,17,0.1,12.5,1.1,5.9,SE,SSE
2025,11,26,17,56,1.2,6,4.3,148,17,0.1,12.5,1.1,6.2,SE,SE
2025,11,26,17,26,1.1,6,4.2,149,17,0.1,12.5,1.1,5.9,SE,SSE
2025,11,26,16,56,1.2,6,4.3,143,17,0.1,12.5,1.1,5.9,ESE,SSE
2025,11,26,16,26,1.1,6,4.2,148,17,0.1,10.5,1.1,5.9,SE,SSE
2025,11,26,15,56,1.1,6,4.2,145,17,0.1,13.3,1.1,5.9,SE,SE
2025,11,26,15,26,1,6,4,139,17,0.1,12.5,1.1,5.9,E,SSE
2025,11,26,14,56,1,6,4.3,148,17,0.1,12.5,1.1,5.9,ESE,SE
2025,11,26,14,26,0.9,6,4.4,145,17,0.1,12.5,1,5.9,SE,SE
2025,11,26,13,56,0.9,5,4.5,148,17,0.1,13.3,1,5.6,SE,SSE
2025,11,26,13,26,0.9,6,4.7,146,17,0.1,12.5,0.9,5.9,SE,SE
2025,11,26,12,56,1,6,4.8,145,17,0.1,11.8,0.9,5.3,ESE,SSE
2025,11,26,12,26,1,6,4.8,146,17,0.1,12.5,0.9,5.6,SE,SE
2025,11,26,11,56,0.9,6,4.8,152,17,0.1,11.8,0.9,5.6,SE,SE
2025,11,26,11,26,0.9,6,4.7,143,17.1,0.1,11.1,0.9,5.6,E,SE
2025,11,26,10,56,0.9,6,4.8,142,17.1,0.1,12.5,0.9,5.6,ESE,SSE
2025,11,26,9,26,1.2,6,5.1,143,17.1,0.1,10.5,0.9,5.9,ESE,SE
2025,11,26,8,56,1.1,6,4.9,139,17.1,0.1,13.3,0.9,5.9,ESE,SE
2025,11,26,8,26,1.1,6,4.8,146,17.2,0.1,13.3,1.2,6.2,ESE,SE
2025,11,26,7,56,1.1,6,4.7,142,17.2,0.1,14.3,1.1,6.2,SE,SE
2025,11,26,7,26,1.1,6,4.6,145,17.2,0.1,10.5,1.1,5.6,E,SE
2025,11,26,6,56,1,6,4.5,145,17.2,0.1,13.3,1.1,5.6,ESE,SE
2025,11,26,6,26,1,5,4.6,153,17.2,0.1,14.3,1,5.6,ESE,SE
2025,11,26,5,56,1.1,5,4.6,143,17.2,0.1,13.3,1,5.6,E,SE
2025,11,26,5,26,1.2,6,4.7,152,17.2,0.1,14.3,1,5.3,ESE,SSE
2025,11,26,4,56,1.2,5,4.7,152,17.2,0.1,12.5,1.1,5,ESE,SE
2025,11,26,4,26,1.2,5,4.7,148,17.2,0.1,10.5,1.2,5.6,ESE,SSE
2025,11,26,3,56,1.2,5,4.8,153,17.2,0.1,11.8,1.2,5.3,ESE,SSE
2025,11,26,3,26,1.2,5,4.8,150,17.2,0.1,11.8,1.2,5.3,SE,SSE
2025,11,26,2,56,1,5,4.8,148,17.2,0.1,12.5,1.2,5.3,E,SSE
2025,11,26,2,26,1,5,4.8,143,17.2,0.1,10.5,1.1,5.3,ESE,SSE
2025,11,26,1,56,0.9,5,4.8,122,17.2,0.1,12.5,1,5.3,ESE,SSE
2025,11,26,1,26,0.8,6,4.6,114,17.2,0.1,13.3,0.9,5.3,E,SE
2025,11,26,0,56,0.8,5,4.7,111,17.2,0.1,11.1,0.9,5.3,ESE,ESE
2025,11,26,0,26,0.8,5,4.6,112,17.3,0.1,10.5,0.8,5.6,ESE,ESE
2025,11,25,23,56,0.8,5,4.4,129,17.3,0.1,10.5,0.8,5.3,SE,ESE
2025,11,25,23,26,0.8,5,4.4,114,17.3,0.1,10.5,0.8,5.3,ESE,ESE
2025,11,25,22,56,0.8,5,4.3,114,17.3,0.1,10.5,0.8,4.8,E,SE
2025,11,25,22,26,0.9,5,4.5,119,17.4,0.1,11.8,0.8,5.3,ESE,ESE
2025,11,25,21,56,0.9,5,4.5,117,17.4,0.1,11.1,0.8,5,ESE,ESE
2025,11,25,21,26,0.8,5,4.4,118,17.5,0.1,13.3,0.9,4.8,ESE,ESE
2025,11,25,20,56,0.8,5,4.4,110,17.5,0.1,11.1,0.9,5.3,ESE,ESE
2025,11,25,20,26,0.8,5,4.4,110,17.6,0.1,10.5,0.8,5.3,ESE,ESE
2025,11,25,19,56,0.9,5,4.4,118,17.6,0.1,11.1,0.8,5.3,ESE,ESE
2025,11,25,19,26,0.8,5,4.4,107,17.5,0.1,10.5,0.8,5.3,ESE,ESE
2025,11,25,18,56,0.9,5,4.5,111,17.5,0.1,10.5,0.9,5,ESE,ESE
2025,11,25,18,26,0.8,5,4.4,121,17.4,0.1,11.8,0.8,5.3,ESE,ESE
2025,11,25,17,56,0.8,5,4.4,119,17.4,0.1,10.5,0.8,5.3,ESE,ESE
2025,11,25,17,26,0.8,5,4.3,114,17.3,0.1,11.1,0.8,5,ESE,ESE
2025,11,25,16,56,0.8,5,4.3,115,17.2,0.1,11.1,0.8,5,ESE,ESE
2025,11,25,16,26,0.8,5,4.3,117,17.1,0.1,10.5,0.8,5,ESE,ESE
2025,11,25,15,56,0.8,5,4.4,125,17.2,0.1,11.1,0.8,4.8,ESE,ESE
2025,11,25,15,26,0.8,5,4.4,122,17.1,0.1,11.1,0.8,5,ESE,ESE
2025,11,25,14,56,0.8,5,4.4,119,17,0.1,10.5,0.8,4.5,ESE,SE
2025,11,25,14,26,0.6,4,4.3,112,16.9,0.1,10.5,0.8,5,ESE,ESE
2025,11,25,13,56,0.6,4,4.1,87,16.9,0.1,10.5,0.7,4.8,E,ESE
2025,11,25,13,26,0.6,8,4.1,105,16.8,0.1,10.5,0.6,4.3,ESE,ESE
2025,11,25,12,56,0.6,4,4.2,79,16.8,0.1,10.5,0.6,4,ESE,E
2025,11,25,11,26,0.6,4,3.9,73,16.8,0.1,10.5,0.6,7.7,ESE,ESE
2025,11,25,10,56,0.6,4,3.8,79,16.8,0.1,10.5,0.6,3.9,ESE,E
2025,11,25,10,26,0.7,4,3.7,74,16.7,0.1,10.5,0.6,4.2,ESE,ENE
2025,11,25,9,56,0.6,4,3.7,72,16.7,0.1,10.5,0.6,4.3,ESE,E
2025,11,25,9,26,0.7,4,3.7,76,16.7,0.1,10.5,0.6,4.3,ESE,ENE
2025,11,25,8,56,0.7,4,3.7,72,16.7,0.1,11.1,0.6,4,E,ENE
2025,11,25,8,26,0.7,4,3.6,74,16.7,0.1,10.5,0.7,4.3,ESE,ENE
2025,11,25,7,56,0.7,4,3.6,79,16.7,0.1,11.1,0.7,4.2,ESE,ENE
2025,11,25,7,26,0.8,4,3.6,72,16.7,0.1,10.5,0.7,4.3,E,ENE
2025,11,25,6,56,0.8,4,3.6,76,16.7,0.1,10.5,0.7,4.3,E,E
2025,11,25,6,26,0.8,5,3.7,79,16.7,0.1,10.5,0.8,4,E,ENE
2025,11,25,5,56,0.8,4,3.8,72,16.7,0.1,11.8,0.8,4.3,ESE,ENE
2025,11,25,5,26,0.8,5,3.7,73,16.8,0.1,10.5,0.8,4.8,SE,E
2025,11,25,4,56,0.9,5,3.8,73,16.7,0.1,10.5,0.8,4.3,ESE,ENE
2025,11,25,4,26,0.9,4,3.7,70,16.7,0.1,11.1,0.8,4.5,ESE,ENE
2025,11,25,3,56,0.9,5,3.8,76,16.7,0.1,11.8,0.9,4.8,ESE,ENE
2025,11,25,3,26,1,5,3.8,77,16.7,0.1,10.5,0.8,4.3,E,ENE
2025,11,25,2,56,1,5,3.9,79,16.7,0.1,10.5,0.9,4.8,ESE,ENE
2025,11,25,2,26,1,5,3.8,73,16.7,0.1,10.5,0.9,4.8,ESE,ENE
2025,11,25,1,56,1,5,3.9,77,16.7,0.1,11.1,0.9,4.8,ESE,E
2025,11,25,1,26,1,5,3.8,76,16.7,0.1,12.5,0.9,5,E,ENE
2025,11,25,0,56,1,5,3.9,79,16.7,0.1,11.1,1,5,SE,ENE
2025,11,25,0,26,0.9,5,3.8,77,16.7,0.1,10.5,0.9,5,E,ENE
2025,11,24,23,56,1,5,3.9,77,16.7,0.1,10.5,1,4.8,ESE,E
2025,11,24,23,26,0.9,5,3.8,76,16.7,0.1,10.5,0.9,4.8,ESE,ENE
2025,11,24,22,56,0.9,4,3.7,73,16.7,0.1,11.1,1,4.8,SE,ENE
2025,11,24,22,26,0.9,4,3.7,70,16.7,0.1,10.5,0.9,4.8,ESE,ENE
2025,11,24,21,56,0.9,5,3.7,72,16.7,0.1,12.5,0.9,4.3,E,ENE
2025,11,24,21,26,0.8,5,3.6,67,16.7,0.1,10.5,0.9,4.2,ESE,ENE
2025,11,24,20,56,0.9,5,3.6,63,16.7,0.1,10.5,0.9,4.5,E,ENE
2025,11,24,20,26,0.8,4,3.6,66,16.7,0.1,12.5,0.8,4.5,ESE,ENE
2025,11,24,19,56,0.9,5,3.7,62,16.7,0.1,10.5,0.9,4.5,ESE,ENE
2025,11,24,19,26,0.9,4,3.6,56,16.7,0.1,10.5,0.8,4.3,E,ENE
2025,11,24,18,56,0.8,4,3.5,55,16.7,0.1,10.5,0.8,4.5,E,ENE
2025,11,24,18,26,0.8,4,3.5,58,16.7,0.1,11.1,0.9,4.3,ESE,NE
2025,11,24,17,56,0.8,4,3.4,56,16.6,0.1,13.3,0.8,4,ESE,NE
2025,11,24,17,26,0.8,4,3.5,50,16.6,0.1,10.5,0.8,4.3,ESE,ENE
2025,11,24,16,56,0.7,4,3.4,56,16.6,0.1,14.3,0.8,4,SE,NE
2025,11,24,16,26,0.7,4,3.4,52,16.6,0.1,10.5,0.8,4,SE,NE
2025,11,24,15,56,0.7,4,3.3,45,16.6,0.1,10.5,0.7,4.2,ESE,NE
2025,11,24,15,26,0.7,4,3.3,49,16.6,0.1,10.5,0.7,3.7,ESE,NE
2025,11,24,14,56,0.6,3,3.3,41,16.6,0.1,11.1,0.7,3.6,ESE,NE
2025,11,24,14,26,0.6,3,3.3,35,16.6,0.1,10.5,0.7,3.7,E,NE
2025,11,24,13,56,0.6,3,3.2,29,16.6,0.1,10.5,0.6,3.2,ESE,NE
2025,11,24,13,26,0.6,3,3.2,29,16.5,0.1,10.5,0.6,3.3,ESE,NE
2025,11,24,12,56,0.5,3,3.2,27,16.5,0.1,11.1,0.6,2.9,E,NNE
2025,11,24,12,26,0.5,3,3.2,25,16.5,0.1,10.5,0.6,3,ESE,NNE
2025,11,24,11,56,0.5,3,3.3,17,16.5,0.1,10.5,0.5,3,ESE,NNE
2025,11,24,11,26,0.5,3,3.2,10,16.5,0.1,10.5,0.5,2.8,ESE,NNE
2025,11,24,10,56,0.5,3,3.4,357,16.5,0.1,10.5,0.5,2.9,ESE,NNE
2025,11,24,10,26,0.4,7,3.4,93,16.5,0.1,10.5,0.5,2.6,ESE,N
2025,11,24,9,56,0.4,7,4.4,91,16.5,0.1,11.1,0.4,2.5,ESE,N
2025,11,24,9,26,0.3,7,5.4,91,16.6,0.1,10.5,0.4,6.7,ESE,E
2025,11,24,8,56,0.3,5,5.4,94,16.6,0.1,10.5,0.4,7.1,ESE,E
2025,11,24,8,26,0.4,7,5.5,97,16.6,0.1,10.5,0.3,7.1,ESE,E
2025,11,24,7,56,0.4,5,5.3,91,16.6,0.1,10.5,0.3,5,SE,E
2025,11,24,7,26,0.4,5,5.4,104,16.6,0.1,10.5,0.3,7.1,ESE,E
2025,11,24,6,56,0.4,5,5.4,90,16.6,0.1,10.5,0.3,5,ESE,E
2025,11,24,6,26,0.4,5,5.1,91,16.6,0.1,10.5,0.3,5.3,SE,ESE
2025,11,24,5,56,0.4,5,5.1,97,16.6,0.1,10.5,0.4,4.8,ESE,E
2025,11,24,5,26,0.4,5,5,90,16.6,0.1,10.5,0.4,5.3,SE,E
2025,11,24,4,56,0.4,5,5,97,16.6,0.1,11.1,0.4,5,ESE,E
2025,11,24,4,26,0.4,5,5.2,94,16.6,0.1,11.1,0.4,5,ESE,E
2025,11,24,3,56,0.4,5,4.9,105,16.6,0.1,10.5,0.4,5.3,ESE,E
2025,11,24,3,26,0.4,6,4.9,101,16.6,0.1,11.1,0.4,5.3,ESE,E
2025,11,24,2,56,0.5,5,4.8,93,16.7,0.1,11.1,0.4,5.3,ESE,ESE
2025,11,24,2,26,0.5,5,4.8,98,16.7,0.1,11.1,0.4,5.6,SE,E
2025,11,24,1,56,0.5,5,4.8,90,16.7,0.1,11.1,0.5,5.3,ESE,E
2025,11,24,1,26,0.5,5,4.7,86,16.7,0.1,11.8,0.5,5,SE,E
2025,11,24,0,56,0.5,6,4.8,101,16.7,0.1,10.5,0.5,5.3,ESE,E
2025,11,24,0,26,0.5,6,4.7,126,16.7,0.1,10.5,0.5,5.3,ESE,E
2025,11,23,23,56,0.5,6,4.6,107,16.7,0.1,11.1,0.5,5.6,ESE,E
2025,11,23,23,26,0.5,6,4.5,115,16.7,0.1,11.8,0.5,5.9,SE,SE
2025,11,23,22,56,0.5,6,4.3,93,16.7,0.1,11.1,0.5,5.9,ESE,ESE
2025,11,23,22,26,0.5,6,4.4,98,16.8,0.1,10.5,0.5,5.9,ESE,ESE
2025,11,23,21,56,0.6,6,4.3,97,16.8,0.1,10.5,0.5,5.6,SE,E
2025,11,23,21,26,0.6,5,4.3,87,16.8,0.1,11.1,0.5,5.9,ESE,E
2025,11,23,20,56,0.6,5,4.4,80,16.8,0.1,11.8,0.6,5.6,ESE,E
2025,11,23,20,26,0.6,5,4.2,81,16.8,0.1,11.1,0.6,5.3,ESE,E
2025,11,23,19,56,0.6,5,4.2,73,16.8,0.1,11.8,0.6,5,ESE,E
2025,11,23,19,26,0.6,6,3.9,100,16.8,0.1,11.1,0.6,4.8,ESE,E
2025,11,23,18,56,0.7,5,4,77,16.8,0.1,11.8,0.6,4.8,ESE,ENE
2025,11,23,18,26,0.7,5,4.1,77,16.8,0.1,11.1,0.6,5.6,E,E
2025,11,23,17,56,0.7,5,4.1,84,16.8,0.1,11.1,0.7,5,ESE,ENE
2025,11,23,17,26,0.7,5,4.1,81,16.8,0.1,11.1,0.7,5.3,ESE,ENE
2025,11,23,16,56,0.8,5,4,81,16.7,0.1,10.5,0.7,5.3,SE,E
2025,11,23,16,26,0.8,6,4,91,16.7,0.1,10.5,0.7,5.3,ESE,E
2025,11,23,15,56,0.9,6,4,88,16.7,0.1,11.8,0.8,5.3,ESE,E
2025,11,23,15,26,0.9,6,4,86,16.7,0.1,11.1,0.8,5.6,E,E
2025,11,23,14,56,0.9,5,4,83,16.7,0.1,12.5,0.9,5.6,ESE,E
2025,11,23,14,26,1,6,3.9,91,16.7,0.1,11.1,0.9,5.6,ESE,E
2025,11,23,13,56,1,6,4,95,16.7,0.1,11.1,0.9,5.3,ESE,E
2025,11,23,13,26,1.1,6,4.1,93,16.7,0.1,11.8,1,5.6,E,E
2025,11,23,12,56,1.1,6,4,81,16.7,0.1,11.1,1,5.9,ESE,E
2025,11,23,12,26,1.1,6,4,94,16.6,0.1,10.5,1.1,5.6,E,E
2025,11,23,11,56,1.2,5,4,79,16.6,0.1,11.1,1.1,5.6,SE,E
2025,11,23,11,26,1.2,5,4.1,83,16.6,0.1,11.1,1.1,5.6,ESE,E
2025,11,23,10,56,1.2,5,4,73,16.6,0.1,12.5,1.1,5,E,E
2025,11,23,10,26,1.1,5,3.8,69,16.6,0.1,12.5,1.2,5.3,ESE,E
2025,11,23,9,56,1.1,4,3.7,69,16.6,0.1,10.5,1.2,4.8,SSE,ENE
2025,11,23,9,26,1.1,4,3.7,66,16.6,0.1,11.8,1.1,4.5,ENE,ENE
2025,11,23,8,56,1.1,4,3.5,56,16.6,0.1,10.5,1.1,4.3,E,ENE
2025,11,23,8,26,0.9,4,3.5,55,16.5,0.1,11.8,1.1,4.2,E,ENE
2025,11,23,7,56,0.9,3,3.5,48,16.5,0.1,11.1,1.1,3.9,ESE,NE
2025,11,23,7,26,0.8,6,3.5,183,16.5,0.1,12.5,0.9,3.7,E,NE
2025,11,23,6,56,0.7,6,4.1,181,16.5,0.1,12.5,0.9,3.5,ESE,NE
2025,11,23,5,26,0.7,6,4.7,180,16.5,0.1,11.1,0.8,5.9,E,S
2025,11,23,4,56,0.7,6,4.6,180,16.5,0.1,11.8,0.7,5.6,ESE,S
2025,11,23,4,26,0.7,7,4.7,178,16.5,0.1,11.1,0.7,6.2,SE,S
2025,11,23,3,56,0.7,6,4.8,180,16.5,0.1,11.8,0.7,5.9,SE,S
2025,11,23,3,26,0.7,6,4.6,176,16.6,0.1,11.1,0.7,6.7,ESE,S
2025,11,23,2,56,0.7,6,4.4,178,16.6,0.1,11.8,0.7,6.2,ESE,S
2025,11,23,2,26,0.8,6,4.5,178,16.6,0.1,12.5,0.7,6.2,ESE,S
2025,11,23,1,56,0.8,6,4.5,183,16.6,0.1,11.1,0.7,5.9,ESE,S
2025,11,23,1,26,0.7,6,4.3,181,16.6,0.1,11.1,0.7,6.2,SE,S
2025,11,23,0,56,0.7,6,4.4,178,16.6,0.1,11.1,0.7,5.9,ESE,S
2025,11,23,0,26,0.7,6,4.3,183,16.6,0.1,12.5,0.7,5.9,E,S
2025,11,22,23,56,0.7,6,4.3,177,16.6,0.1,11.8,0.7,6.2,SE,S
2025,11,22,23,26,0.7,6,4.2,183,16.6,0.1,11.8,0.7,5.9,E,S
2025,11,22,22,56,0.7,4,4.1,181,16.6,0.1,11.8,0.7,6.2,SE,S
2025,11,22,22,26,0.7,6,4,178,16.6,0.1,11.8,0.7,5.6,SE,S
2025,11,22,21,56,0.7,4,3.8,184,16.6,0.1,11.8,0.7,4.2,SE,S
2025,11,22,21,26,0.7,6,3.7,184,16.6,0.1,11.8,0.7,5.9,ESE,S
2025,11,22,20,56,0.7,5,3.7,184,16.6,0.1,11.8,0.7,4.3,SE,S
2025,11,22,20,26,0.8,6,3.7,185,16.6,0.1,11.8,0.7,5.6,ESE,S
2025,11,22,19,56,0.7,5,3.7,185,16.6,0.1,12.5,0.7,5.3,ESE,S
2025,11,22,19,26,0.7,6,3.8,184,16.6,0.1,11.8,0.8,5.6,SE,S
2025,11,22,18,56,0.8,5,3.8,183,16.6,0.1,12.5,0.7,5.3,ESE,S
2025,11,22,18,26,0.7,5,3.6,188,16.5,0.1,12.5,0.7,5.6,SE,S
2025,11,22,17,56,0.8,5,3.7,188,16.5,0.1,13.3,0.8,5.3,ESE,S
2025,11,22,17,26,0.8,5,3.6,176,16.5,0.1,11.8,0.7,4.8,ESE,S
2025,11,22,16,56,0.8,4,3.5,188,16.5,0.1,11.8,0.8,4.8,SE,S
2025,11,22,16,26,0.7,5,3.5,177,16.5,0.1,12.5,0.8,5.3,ESE,S
2025,11,22,15,56,0.7,5,3.6,184,16.5,0.1,11.1,0.8,4.2,ESE,S
2025,11,22,15,26,0.7,4,3.6,181,16.4,0.1,11.1,0.7,4.8,ESE,S
2025,11,22,14,56,0.6,4,3.8,178,16.4,0.1,11.1,0.7,4.8,ESE,S
2025,11,22,14,26,0.6,4,3.8,176,16.4,0.1,12.5,0.7,4.3,ESE,S
2025,11,22,13,56,0.6,4,3.7,169,16.4,0.1,12.5,0.6,4.2,ESE,S
2025,11,22,13,26,0.6,4,3.7,160,16.4,0.1,11.8,0.6,4.2,ESE,S
2025,11,22,12,56,0.6,4,3.7,163,16.4,0.1,11.1,0.6,4.3,ESE,S
2025,11,22,12,26,0.6,4,3.5,174,16.3,0.1,12.5,0.6,4.3,ESE,SSE
2025,11,22,11,56,0.6,4,3.5,162,16.4,0.1,11.8,0.6,4.2,E,SSE
2025,11,22,11,26,0.6,4,3.5,159,16.4,0.1,11.8,0.6,3.7,ESE,S
2025,11,22,10,56,0.6,4,3.5,157,16.4,0.1,11.8,0.6,4.2,ESE,SSE
2025,11,22,10,26,0.5,4,3.5,156,16.4,0.1,11.1,0.5,4.2,ESE,SSE
2025,11,22,9,56,0.5,4,3.4,162,16.4,0.1,11.8,0.6,4.2,ESE,SSE
2025,11,22,9,26,0.5,4,3.3,162,16.4,0.1,11.1,0.5,4.3,ESE,SSE
2025,11,22,8,56,0.5,4,3.3,166,16.4,0.1,11.8,0.5,4.3,ESE,SSE
2025,11,22,8,26,0.5,4,3.4,164,16.4,0.1,11.1,0.5,4.2,ESE,SSE
2025,11,22,7,56,0.5,4,3.5,159,16.4,0.1,11.1,0.5,4.3,ESE,SSE
2025,11,22,7,26,0.5,4,3.8,163,16.4,0.1,11.1,0.5,4.3,ESE,SSE
2025,11,22,6,56,0.5,4,3.8,163,16.4,0.1,12.5,0.4,4.2,E,SSE
2025,11,22,6,26,0.5,4,3.7,159,16.4,0.1,11.8,0.4,4.3,ESE,SSE
2025,11,22,5,56,0.5,4,3.8,164,16.4,0.1,11.8,0.5,4.3,ESE,SSE
2025,11,22,5,26,0.5,4,3.9,169,16.4,0.1,11.8,0.5,4.2,ESE,SSE
2025,11,22,4,56,0.5,4,4,167,16.4,0.1,11.8,0.4,4.3,ESE,SSE
2025,11,22,4,26,0.5,4,4,169,16.4,0.1,12.5,0.5,4.2,ESE,S
2025,11,22,3,56,0.5,4,4.1,160,16.4,0.1,12.5,0.4,4.2,SE,SSE
2025,11,22,3,26,0.5,4,4,167,16.4,0.1,12.5,0.5,4.3,ESE,S
2025,11,22,2,56,0.5,4,4.1,163,16.4,0.1,12.5,0.4,4.2,ESE,SSE
2025,11,22,2,26,0.5,4,4,164,16.4,0.1,12.5,0.5,4.2,ESE,SSE
2025,11,22,1,56,0.6,4,4,173,16.5,0.1,13.3,0.5,4.3,ESE,SSE
2025,11,22,1,26,0.6,4,3.9,169,16.5,0.1,12.5,0.5,4.3,ESE,SSE
2025,11,22,0,56,0.5,4,3.9,162,16.5,0.1,13.3,0.5,4.2,ESE,S
2025,11,22,0,26,0.6,4,3.9,166,16.5,0.1,10.5,0.5,4.3,ESE,S
2025,11,21,23,56,0.5,4,3.8,170,16.5,0.1,12.5,0.5,4,ESE,SSE
2025,11,21,23,26,0.5,4,4,164,16.5,0.1,12.5,0.6,4.3,ESE,SSE
2025,11,21,22,56,0.5,4,4.1,163,16.5,0.1,12.5,0.5,4.3,ESE,S
2025,11,21,22,26,0.5,4,4,163,16.6,0.1,13.3,0.5,4.3,ESE,SSE
2025,11,21,21,56,0.5,5,4.2,170,16.6,0.1,11.8,0.5,4.3,ESE,SSE
2025,11,21,21,26,0.5,5,4,174,16.6,0.1,13.3,0.5,4.2,ESE,SSE
2025,11,21,20,56,0.5,4,4.1,164,16.7,0.1,12.5,0.5,4.5,ESE,S
2025,11,21,20,26,0.5,4,4,167,16.7,0.1,12.5,0.5,4.5,ESE,S
2025,11,21,19,56,0.5,4,4.2,164,16.7,0.1,12.5,0.5,4,ESE,SSE
2025,11,21,19,26,0.5,4,4.1,173,16.7,0.1,12.5,0.5,4,ESE,SSE
2025,11,21,18,56,0.5,4,4.3,167,16.7,0.1,12.5,0.5,4.3,ESE,SSE
2025,11,21,18,26,0.5,10,4.6,95,16.7,0.2,13.3,0.5,4.2,ESE,S
2025,11,21,17,56,0.5,8,4.9,93,16.7,0.1,12.5,0.5,4,ESE,SSE
2025,11,21,17,26,0.4,10,5,93,16.6,0.1,10.5,0.5,9.9,E,E
2025,11,21,16,56,0.4,10,4.8,100,16.7,0.2,13.3,0.4,7.7,ESE,E
2025,11,21,16,26,0.4,10,5.1,90,16.7,0.2,13.3,0.4,9.9,ESE,E
2025,11,21,15,56,0.5,11,5,93,16.8,0.1,10.5,0.4,9.9,E,E
2025,11,21,15,26,0.4,11,4.9,93,16.6,0.2,10.5,0.4,9.9,E,E
2025,11,21,14,56,0.5,11,4.9,91,16.5,0.2,11.1,0.4,9.1,E,E
2025,11,21,14,26,0.5,10,4.9,93,16.4,0.2,10.5,0.4,7.7,E,E
2025,11,21,13,56,0.5,8,4.5,94,16.3,0.2,10.5,0.4,9.9,E,E
2025,11,21,13,26,0.5,13,4.5,105,16.3,0.2,10.5,0.4,9.9,E,E
2025,11,21,12,56,0.5,11,4.4,97,16.3,0.2,10.5,0.4,8.3,ESE,E
2025,11,21,12,26,0.5,10,4.5,98,16.3,0.2,13.3,0.4,7.1,ESE,E
2025,11,21,11,56,0.5,8,4.1,94,16.3,0.2,11.1,0.4,9.1,E,E
2025,11,21,11,26,0.5,8,4.3,93,16.3,0.2,11.8,0.5,9.9,E,E
2025,11,21,10,56,0.5,7,4,104,16.3,0.1,13.3,0.4,8.3,ESE,E
2025,11,21,10,26,0.5,13,3.9,95,16.3,0.1,11.8,0.5,8.3,E,E
2025,11,21,9,56,0.4,11,3.9,101,16.3,0.1,10.5,0.4,6.7,E,ESE
2025,11,21,9,26,0.4,4,3.8,103,16.3,0.1,12.5,0.4,3.9,E,ESE
2025,11,21,8,56,0.4,13,4,105,16.3,0.1,11.1,0.4,3.6,E,E
2025,11,21,8,26,0.4,13,4.1,107,16.3,0.1,13.3,0.4,3.9,E,ESE
2025,11,21,7,56,0.4,13,4,112,16.3,0.1,13.3,0.4,4.3,ESE,ESE
2025,11,21,7,26,0.5,4,4,101,16.3,0.1,12.5,0.4,4.3,ESE,ESE
2025,11,21,6,56,0.5,5,3.9,112,16.3,0.1,12.5,0.4,4.2,ESE,ESE
2025,11,21,6,26,0.5,13,3.9,104,16.3,0.1,11.8,0.4,3.7,ESE,E
2025,11,21,5,56,0.4,13,3.9,111,16.4,0.1,12.5,0.4,4.5,ESE,ESE
2025,11,21,5,26,0.5,4,3.8,100,16.4,0.1,12.5,0.4,4,ESE,E
2025,11,21,4,56,0.5,4,3.7,104,16.4,0.1,13.3,0.4,4.5,ESE,ESE
2025,11,21,4,26,0.5,13,3.7,112,16.4,0.1,12.5,0.4,4.2,E,E
2025,11,21,3,56,0.5,4,3.6,100,16.4,0.1,13.3,0.5,4,ESE,ESE
2025,11,21,3,26,0.5,4,3.9,100,16.5,0.1,13.3,0.4,4.8,ESE,ESE
2025,11,21,2,56,0.5,5,4.1,97,16.5,0.1,13.3,0.4,4.2,ESE,E
2025,11,21,2,26,0.5,5,3.9,114,16.5,0.1,12.5,0.5,4,ESE,E
2025,11,21,1,56,0.5,5,4.1,105,16.5,0.1,13.3,0.5,5.3,ESE,E
2025,11,21,1,26,0.5,5,4.2,98,16.5,0.1,14.3,0.5,4.8,SE,ESE
2025,11,21,0,56,0.5,5,4.1,95,16.5,0.1,13.3,0.5,5,ESE,ESE
2025,11,21,0,26,0.5,5,4.2,104,16.5,0.1,13.3,0.5,4.8,E,E
2025,11,20,23,56,0.5,5,4.2,100,16.5,0.1,12.5,0.5,5.3,ESE,E
2025,11,20,23,26,0.5,5,4.1,98,16.5,0.1,13.3,0.5,5,ESE,ESE
2025,11,20,22,56,0.6,5,4.1,98,16.5,0.1,13.3,0.5,5.3,ESE,E
2025,11,20,22,26,0.6,5,4,101,16.5,0.1,13.3,0.5,5,ESE,E
2025,11,20,21,56,0.6,5,3.9,95,16.5,0.1,12.5,0.6,5.3,ESE,E
2025,11,20,21,26,0.6,5,3.9,103,16.5,0.1,12.5,0.6,4.8,ESE,E
