#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2025 11 27 04 26  0.9  0.1 11.8  0.9  5.9 ESE   S      STEEP  4.7 170
2025 11 27 03 56  0.9  0.1 11.1  0.9  6.2 ESE SSE      STEEP  4.8 162
2025 11 27 03 26  0.9  0.1 11.1  0.9  5.9  SE SSE      STEEP  4.6 162
2025 11 27 02 56  0.9  0.1 11.8  0.9  6.2 ESE SSE      STEEP  4.8 164
2025 11 27 02 26  0.9  0.1 11.8  0.9  6.2   E SSE      STEEP  4.6 162
2025 11 27 01 56  0.9  0.1 11.8  0.9  6.2 ESE SSE      STEEP  4.3 157
2025 11 27 01 26  1.0  0.1 11.8  1.0  5.9 ESE SSE      STEEP  4.4 160
2025 11 27 00 56  0.9  0.1 11.1  0.9  5.6  SE SSE      STEEP  4.3 164
2025 11 27 00 26  1.0  0.1 11.8  1.0  5.9 ESE SSE      STEEP  4.4 160
2025 11 26 23 56  0.9  0.1 11.8  0.9  6.2  SE SSE      STEEP  4.2 153
2025 11 26 23 26  1.0  0.1 11.8  1.0  5.9 ESE   S      STEEP  4.3 171
2025 11 26 22 56  1.0  0.1 11.1  1.0  5.9 ESE SSE      STEEP  4.3 160
2025 11 26 22 26  1.0  0.1 12.5  1.0  5.6 ESE   S      STEEP  4.1 170
2025 11 26 21 56  1.0  0.1 12.5  1.0  6.2  SE SSE      STEEP  4.2 153
2025 11 26 21 26  1.0  0.1 12.5  1.0  5.9  SE SSE      STEEP  4.2 159
2025 11 26 20 56  1.0  0.1 11.8  1.0  6.2  SE SSE      STEEP  4.3 150
2025 11 26 20 26  1.1  0.1 12.5  1.0  5.9 ESE SSE      STEEP  4.3 155
2025 11 26 19 56  1.0  0.1 12.5  1.0  5.9  SE SSE      STEEP  4.1 153
2025 11 26 19 26  1.1  0.1 12.5  1.1  5.9  SE SSE      STEEP  4.3 157
2025 11 26 18 56  1.1  0.1 12.5  1.1  6.2  SE  SE      STEEP  4.2 146
2025 11 26 18 26  1.2  0.1 12.5  1.1  5.9  SE SSE      STEEP  4.2 153
2025 11 26 17 56  1.1  0.1 12.5  1.1  5.9 ESE SSE      STEEP  4.3 148
2025 11 26 17 26  1.1  0.1 10.5  1.1  5.9  SE SSE      STEEP  4.2 149
2025 11 26 16 56  1.2  0.1 13.3  1.1  5.9  SE  SE      STEEP  4.3 143
2025 11 26 16 26  1.1  0.1 12.5  1.1  5.9   E SSE      STEEP  4.2 148
2025 11 26 15 56  1.1  0.1 12.5  1.1  5.9 ESE  SE      STEEP  4.2 145
2025 11 26 15 26  1.0  0.1 12.5  1.0  5.9  SE  SE      STEEP  4.0 139
2025 11 26 14 56  1.0  0.1 13.3  1.0  5.6  SE SSE      STEEP  4.3 148
2025 11 26 14 26  0.9  0.1 12.5  0.9  5.9  SE  SE      STEEP  4.4 145
2025 11 26 13 56  0.9  0.1 11.8  0.9  5.3 ESE SSE      STEEP  4.5 148
2025 11 26 13 26  0.9  0.1 12.5  0.9  5.6  SE  SE      STEEP  4.7 146
2025 11 26 12 56  1.0  0.1 11.8  0.9  5.6  SE  SE      STEEP  4.8 145
2025 11 26 12 26  1.0  0.1 11.1  0.9  5.6   E  SE      STEEP  4.8 146
2025 11 26 11 56  0.9  0.1 12.5  0.9  5.6 ESE SSE      STEEP  4.8 152
2025 11 26 11 26  0.9  0.1 10.5  0.9  5.9 ESE  SE      STEEP  4.7 143
2025 11 26 10 56  0.9  0.1 13.3  0.9  5.9 ESE  SE      STEEP  4.8 142
2025 11 26 09 26  1.2  0.1 13.3  1.2  6.2 ESE  SE      STEEP  5.1 143
2025 11 26 08 56  1.1  0.1 14.3  1.1  6.2  SE  SE      STEEP  4.9 139
2025 11 26 08 26  1.1  0.1 10.5  1.1  5.6   E  SE      STEEP  4.8 146
2025 11 26 07 56  1.1  0.1 13.3  1.1  5.6 ESE  SE      STEEP  4.7 142
2025 11 26 07 26  1.1  0.1 14.3  1.0  5.6 ESE  SE      STEEP  4.6 145
2025 11 26 06 56  1.0  0.1 13.3  1.0  5.6   E  SE      STEEP  4.5 145
2025 11 26 06 26  1.0  0.1 14.3  1.0  5.3 ESE SSE VERY_STEEP  4.6 153
2025 11 26 05 56  1.1  0.1 12.5  1.1  5.0 ESE  SE VERY_STEEP  4.6 143
2025 11 26 05 26  1.2  0.1 10.5  1.2  5.6 ESE SSE      STEEP  4.7 152
2025 11 26 04 56  1.2  0.1 11.8  1.2  5.3 ESE SSE VERY_STEEP  4.7 152
2025 11 26 04 26  1.2  0.1 11.8  1.2  5.3  SE SSE VERY_STEEP  4.7 148
2025 11 26 03 56  1.2  0.1 12.5  1.2  5.3   E SSE VERY_STEEP  4.8 153
2025 11 26 03 26  1.1  0.1 10.5  1.1  5.3 ESE SSE VERY_STEEP  4.8 150
2025 11 26 02 56  1.0  0.1 12.5  1.0  5.3 ESE SSE      STEEP  4.8 148
2025 11 26 02 26  0.9  0.1 13.3  0.9  5.3   E  SE      STEEP  4.8 143
2025 11 26 01 56  0.9  0.1 11.1  0.9  5.3 ESE ESE      STEEP  4.8 122
2025 11 26 01 26  0.8  0.1 10.5  0.8  5.6 ESE ESE      STEEP  4.6 114
2025 11 26 00 56  0.8  0.1 10.5  0.8  5.3  SE ESE      STEEP  4.7 111
2025 11 26 00 26  0.8  0.1 10.5  0.8  5.3 ESE ESE      STEEP  4.6 112
2025 11 25 23 56  0.8  0.1 10.5  0.8  4.8   E  SE VERY_STEEP  4.4 129
2025 11 25 23 26  0.8  0.1 11.8  0.8  5.3 ESE ESE      STEEP  4.4 114
2025 11 25 22 56  0.8  0.1 11.1  0.8  5.0 ESE ESE VERY_STEEP  4.3 114
2025 11 25 22 26  0.9  0.1 13.3  0.9  4.8 ESE ESE VERY_STEEP  4.5 119
2025 11 25 21 56  0.9  0.1 11.1  0.9  5.3 ESE ESE      STEEP  4.5 117
2025 11 25 21 26  0.8  0.1 10.5  0.8  5.3 ESE ESE      STEEP  4.4 118
2025 11 25 20 56  0.8  0.1 11.1  0.8  5.3 ESE ESE      STEEP  4.4 110
2025 11 25 20 26  0.8  0.1 10.5  0.8  5.3 ESE ESE      STEEP  4.4 110
2025 11 25 19 56  0.9  0.1 10.5  0.9  5.0 ESE ESE VERY_STEEP  4.4 118
2025 11 25 19 26  0.8  0.1 11.8  0.8  5.3 ESE ESE      STEEP  4.4 107
2025 11 25 18 56  0.8  0.1 10.5  0.8  5.3 ESE ESE      STEEP  4.5 111
2025 11 25 18 26  0.8  0.1 11.1  0.8  5.0 ESE ESE        N/A  4.4 121
2025 11 25 17 56  0.8  0.1 11.1  0.8  5.0 ESE ESE      STEEP  4.4 119
2025 11 25 17 26  0.8  0.1 10.5  0.8  5.0 ESE ESE VERY_STEEP  4.3 114
2025 11 25 16 56  0.8  0.1 11.1  0.8  4.8 ESE ESE VERY_STEEP  4.3 115
2025 11 25 16 26  0.8  0.1 11.1  0.8  5.0 ESE ESE      STEEP  4.3 117
2025 11 25 15 56  0.8  0.1 10.5  0.8  4.5 ESE  SE VERY_STEEP  4.4 125
2025 11 25 15 26  0.8  0.1 10.5  0.8  5.0 ESE ESE        N/A  4.4 122
2025 11 25 14 56  0.8  0.1 10.5  0.7  4.8   E ESE        N/A  4.4 119
2025 11 25 14 26  0.6  0.1 10.5  0.6  4.3 ESE ESE        N/A  4.3 112
2025 11 25 13 56  0.6  0.1 10.5  0.6  4.0 ESE   E        N/A  4.1  87
2025 11 25 13 26  0.6  0.1 10.5  0.6  7.7 ESE ESE        N/A  4.1 105
2025 11 25 12 56  0.6  0.1 10.5  0.6  3.9 ESE   E        N/A  4.2  79
2025 11 25 11 26  0.6  0.1 10.5  0.6  4.2 ESE ENE        N/A  3.9  73
2025 11 25 10 56  0.6  0.1 10.5  0.6  4.3 ESE   E        N/A  3.8  79
2025 11 25 10 26  0.7  0.1 10.5  0.6  4.3 ESE ENE        N/A  3.7  74
2025 11 25 09 56  0.6  0.1 11.1  0.6  4.0   E ENE        N/A  3.7  72
2025 11 25 09 26  0.7  0.1 10.5  0.7  4.3 ESE ENE        N/A  3.7  76
2025 11 25 08 56  0.7  0.1 11.1  0.7  4.2 ESE ENE        N/A  3.7  72
2025 11 25 08 26  0.7  0.1 10.5  0.7  4.3   E ENE        N/A  3.6  74
2025 11 25 07 56  0.7  0.1 10.5  0.7  4.3   E   E        N/A  3.6  79
2025 11 25 07 26  0.8  0.1 10.5  0.8  4.0   E ENE        N/A  3.6  72
2025 11 25 06 56  0.8  0.1 11.8  0.8  4.3 ESE ENE        N/A  3.6  76
2025 11 25 06 26  0.8  0.1 10.5  0.8  4.8  SE   E        N/A  3.7  79
2025 11 25 05 56  0.8  0.1 10.5  0.8  4.3 ESE ENE VERY_STEEP  3.8  72
2025 11 25 05 26  0.8  0.1 11.1  0.8  4.5 ESE ENE VERY_STEEP  3.7  73
2025 11 25 04 56  0.9  0.1 11.8  0.9  4.8 ESE ENE VERY_STEEP  3.8  73
2025 11 25 04 26  0.9  0.1 10.5  0.8  4.3   E ENE VERY_STEEP  3.7  70
2025 11 25 03 56  0.9  0.1 10.5  0.9  4.8 ESE ENE VERY_STEEP  3.8  76
2025 11 25 03 26  0.9  0.1 10.5  0.9  4.8 ESE ENE VERY_STEEP  3.8  77
2025 11 25 02 56  1.0  0.1 11.1  0.9  4.8 ESE   E VERY_STEEP  3.9  79
2025 11 25 02 26  1.0  0.1 12.5  0.9  5.0   E ENE VERY_STEEP  3.8  73
2025 11 25 01 56  1.0  0.1 11.1  1.0  5.0  SE ENE VERY_STEEP  3.9  77
2025 11 25 01 26  1.0  0.1 10.5  0.9  5.0   E ENE VERY_STEEP  3.8  76
2025 11 25 00 56  1.0  0.1 10.5  1.0  4.8 ESE   E VERY_STEEP  3.9  79
2025 11 25 00 26  0.9  0.1 10.5  0.9  4.8 ESE ENE VERY_STEEP  3.8  77
2025 11 24 23 56  1.0  0.1 11.1  1.0  4.8  SE ENE VERY_STEEP  3.9  77
2025 11 24 23 26  0.9  0.1 10.5  0.9  4.8 ESE ENE VERY_STEEP  3.8  76
2025 11 24 22 56  0.9  0.1 12.5  0.9  4.3   E ENE VERY_STEEP  3.7  73
2025 11 24 22 26  0.9  0.1 10.5  0.9  4.2 ESE ENE VERY_STEEP  3.7  70
2025 11 24 21 56  0.9  0.1 10.5  0.9  4.5   E ENE VERY_STEEP  3.7  72
2025 11 24 21 26  0.8  0.1 12.5  0.8  4.5 ESE ENE VERY_STEEP  3.6  67
2025 11 24 20 56  0.9  0.1 10.5  0.9  4.5 ESE ENE VERY_STEEP  3.6  63
2025 11 24 20 26  0.8  0.1 10.5  0.8  4.3   E ENE VERY_STEEP  3.6  66
2025 11 24 19 56  0.8  0.1 10.5  0.8  4.5   E ENE VERY_STEEP  3.7  62
2025 11 24 19 26  0.9  0.1 11.1  0.9  4.3 ESE  NE VERY_STEEP  3.6  56
2025 11 24 18 56  0.8  0.1 13.3  0.8  4.0 ESE  NE VERY_STEEP  3.5  55
2025 11 24 18 26  0.8  0.1 10.5  0.8  4.3 ESE ENE        N/A  3.5  58
2025 11 24 17 56  0.8  0.1 14.3  0.8  4.0  SE  NE VERY_STEEP  3.4  56
2025 11 24 17 26  0.8  0.1 10.5  0.8  4.0  SE  NE        N/A  3.5  50
2025 11 24 16 56  0.7  0.1 10.5  0.7  4.2 ESE  NE        N/A  3.4  56
2025 11 24 16 26  0.7  0.1 10.5  0.7  3.7 ESE  NE        N/A  3.4  52
2025 11 24 15 56  0.7  0.1 11.1  0.7  3.6 ESE  NE        N/A  3.3  45
2025 11 24 15 26  0.7  0.1 10.5  0.7  3.7   E  NE        N/A  3.3  49
2025 11 24 14 56  0.6  0.1 10.5  0.6  3.2 ESE  NE        N/A  3.3  41
2025 11 24 14 26  0.6  0.1 10.5  0.6  3.3 ESE  NE        N/A  3.3  35
2025 11 24 13 56  0.6  0.1 11.1  0.6  2.9   E NNE        N/A  3.2  29
2025 11 24 13 26  0.6  0.1 10.5  0.6  3.0 ESE NNE        N/A  3.2  29
2025 11 24 12 56  0.5  0.1 10.5  0.5  3.0 ESE NNE        N/A  3.2  27
2025 11 24 12 26  0.5  0.1 10.5  0.5  2.8 ESE NNE        N/A  3.2  25
2025 11 24 11 56  0.5  0.1 10.5  0.5  2.9 ESE NNE        N/A  3.3  17
2025 11 24 11 26  0.5  0.1 10.5  0.5  2.6 ESE   N        N/A  3.2  10
2025 11 24 10 56  0.5  0.1 11.1  0.4  2.5 ESE   N        N/A  3.4 357
2025 11 24 10 26  0.4  0.1 10.5  0.4  6.7 ESE   E        N/A  3.4  93
2025 11 24 09 56  0.4  0.1 10.5  0.4  7.1 ESE   E        N/A  4.4  91
2025 11 24 09 26  0.3  0.1 10.5  0.3  7.1 ESE   E        N/A  5.4  91
2025 11 24 08 56  0.3  0.1 10.5  0.3  5.0  SE   E        N/A  5.4  94
2025 11 24 08 26  0.3  0.1 10.5  0.3  7.1 ESE   E        N/A  5.5  97
2025 11 24 07 56  0.3  0.1 10.5  0.3  5.0 ESE   E        N/A  5.3  91
2025 11 24 07 26  0.4  0.1 10.5  0.3  5.3  SE ESE        N/A  5.4 104
2025 11 24 06 56  0.4  0.1 10.5  0.4  4.8 ESE   E        N/A  5.4  90
2025 11 24 06 26  0.4  0.1 10.5  0.4  5.3  SE   E        N/A  5.1  91
2025 11 24 05 56  0.4  0.1 11.1  0.4  5.0 ESE   E        N/A  5.1  97
2025 11 24 05 26  0.4  0.1 11.1  0.4  5.0 ESE   E        N/A  5.0  90
2025 11 24 04 56  0.4  0.1 10.5  0.4  5.3 ESE   E        N/A  5.0  97
2025 11 24 04 26  0.4  0.1 11.1  0.4  5.3 ESE   E        N/A  5.2  94
2025 11 24 03 56  0.4  0.1 11.1  0.4  5.3 ESE ESE        N/A  4.9 105
2025 11 24 03 26  0.4  0.1 11.1  0.4  5.6  SE   E        N/A  4.9 101
2025 11 24 02 56  0.5  0.1 11.1  0.5  5.3 ESE   E        N/A  4.8  93
2025 11 24 02 26  0.5  0.1 11.8  0.5  5.0  SE   E        N/A  4.8  98
2025 11 24 01 56  0.5  0.1 10.5  0.5  5.3 ESE   E        N/A  4.8  90
2025 11 24 01 26  0.5  0.1 10.5  0.5  5.3 ESE   E        N/A  4.7  86
2025 11 24 00 56  0.5  0.1 11.1  0.5  5.6 ESE   E        N/A  4.8 101
2025 11 24 00 26  0.5  0.1 11.8  0.5  5.9  SE  SE        N/A  4.7 126
2025 11 23 23 56  0.5  0.1 11.1  0.5  5.9 ESE ESE        N/A  4.6 107
2025 11 23 23 26  0.5  0.1 10.5  0.5  5.9 ESE ESE        N/A  4.5 115
2025 11 23 22 56  0.5  0.1 10.5  0.5  5.6  SE   E        N/A  4.3  93
2025 11 23 22 26  0.5  0.1 11.1  0.5  5.9 ESE   E        N/A  4.4  98
2025 11 23 21 56  0.6  0.1 11.8  0.6  5.6 ESE   E        N/A  4.3  97
2025 11 23 21 26  0.6  0.1 11.1  0.6  5.3 ESE   E        N/A  4.3  87
2025 11 23 20 56  0.6  0.1 11.8  0.6  5.0 ESE   E        N/A  4.4  80
2025 11 23 20 26  0.6  0.1 11.1  0.6  4.8 ESE   E        N/A  4.2  81
2025 11 23 19 56  0.6  0.1 11.8  0.6  4.8 ESE ENE        N/A  4.2  73
2025 11 23 19 26  0.6  0.1 11.1  0.6  5.6   E   E        N/A  3.9 100
2025 11 23 18 56  0.7  0.1 11.1  0.7  5.0 ESE ENE        N/A  4.0  77
2025 11 23 18 26  0.7  0.1 11.1  0.7  5.3 ESE ENE        N/A  4.1  77
2025 11 23 17 56  0.7  0.1 10.5  0.7  5.3  SE   E        N/A  4.1  84
2025 11 23 17 26  0.7  0.1 10.5  0.7  5.3 ESE   E        N/A  4.1  81
2025 11 23 16 56  0.8  0.1 11.8  0.8  5.3 ESE   E      STEEP  4.0  81
2025 11 23 16 26  0.8  0.1 11.1  0.8  5.6   E   E      STEEP  4.0  91
2025 11 23 15 56  0.9  0.1 12.5  0.9  5.6 ESE   E      STEEP  4.0  88
2025 11 23 15 26  0.9  0.1 11.1  0.9  5.6 ESE   E      STEEP  4.0  86
2025 11 23 14 56  0.9  0.1 11.1  0.9  5.3 ESE   E      STEEP  4.0  83
2025 11 23 14 26  1.0  0.1 11.8  1.0  5.6   E   E      STEEP  3.9  91
2025 11 23 13 56  1.0  0.1 11.1  1.0  5.9 ESE   E      STEEP  4.0  95
2025 11 23 13 26  1.1  0.1 10.5  1.1  5.6   E   E      STEEP  4.1  93
2025 11 23 12 56  1.1  0.1 11.1  1.1  5.6  SE   E      STEEP  4.0  81
2025 11 23 12 26  1.1  0.1 11.1  1.1  5.6 ESE   E      STEEP  4.0  94
2025 11 23 11 56  1.1  0.1 12.5  1.1  5.0   E   E VERY_STEEP  4.0  79
2025 11 23 11 26  1.2  0.1 12.5  1.2  5.3 ESE   E VERY_STEEP  4.1  83
2025 11 23 10 56  1.2  0.1 10.5  1.2  4.8 SSE ENE VERY_STEEP  4.0  73
2025 11 23 10 26  1.1  0.1 11.8  1.1  4.5 ENE ENE VERY_STEEP  3.8  69
2025 11 23 09 56  1.1  0.1 10.5  1.1  4.3   E ENE VERY_STEEP  3.7  69
2025 11 23 09 26  1.1  0.1 11.8  1.1  4.2   E ENE VERY_STEEP  3.7  66
2025 11 23 08 56  1.1  0.1 11.1  1.1  3.9 ESE  NE VERY_STEEP  3.5  56
2025 11 23 08 26  0.9  0.1 12.5  0.9  3.7   E  NE VERY_STEEP  3.5  55
2025 11 23 07 56  0.9  0.1 12.5  0.9  3.5 ESE  NE VERY_STEEP  3.5  48
2025 11 23 07 26  0.8  0.1 11.1  0.8  5.9   E   S      STEEP  3.5 183
2025 11 23 06 56  0.7  0.1 11.8  0.7  5.6 ESE   S        N/A  4.1 181
2025 11 23 05 26  0.7  0.1 11.1  0.7  6.2  SE   S        N/A  4.7 180
2025 11 23 04 56  0.7  0.1 11.8  0.7  5.9  SE   S        N/A  4.6 180
2025 11 23 04 26  0.7  0.1 11.1  0.7  6.7 ESE   S        N/A  4.7 178
2025 11 23 03 56  0.7  0.1 11.8  0.7  6.2 ESE   S        N/A  4.8 180
2025 11 23 03 26  0.7  0.1 12.5  0.7  6.2 ESE   S        N/A  4.6 176
2025 11 23 02 56  0.7  0.1 11.1  0.7  5.9 ESE   S        N/A  4.4 178
2025 11 23 02 26  0.8  0.1 11.1  0.7  6.2  SE   S        N/A  4.5 178
2025 11 23 01 56  0.8  0.1 11.1  0.7  5.9 ESE   S        N/A  4.5 183
2025 11 23 01 26  0.7  0.1 12.5  0.7  5.9   E   S        N/A  4.3 181
2025 11 23 00 56  0.7  0.1 11.8  0.7  6.2  SE   S        N/A  4.4 178
2025 11 23 00 26  0.7  0.1 11.8  0.7  5.9   E   S        N/A  4.3 183
2025 11 22 23 56  0.7  0.1 11.8  0.7  6.2  SE   S        N/A  4.3 177
2025 11 22 23 26  0.7  0.1 11.8  0.7  5.6  SE   S        N/A  4.2 183
2025 11 22 22 56  0.7  0.1 11.8  0.7  4.2  SE   S        N/A  4.1 181
2025 11 22 22 26  0.7  0.1 11.8  0.7  5.9 ESE   S        N/A  4.0 178
2025 11 22 21 56  0.7  0.1 11.8  0.7  4.3  SE   S        N/A  3.8 184
2025 11 22 21 26  0.7  0.1 11.8  0.7  5.6 ESE   S        N/A  3.7 184
2025 11 22 20 56  0.7  0.1 12.5  0.7  5.3 ESE   S        N/A  3.7 184
2025 11 22 20 26  0.8  0.1 11.8  0.8  5.6  SE   S        N/A  3.7 185
2025 11 22 19 56  0.7  0.1 12.5  0.7  5.3 ESE   S        N/A  3.7 185
2025 11 22 19 26  0.7  0.1 12.5  0.7  5.6  SE   S        N/A  3.8 184
2025 11 22 18 56  0.8  0.1 13.3  0.8  5.3 ESE   S        N/A  3.8 183
2025 11 22 18 26  0.7  0.1 11.8  0.7  4.8 ESE   S        N/A  3.6 188
2025 11 22 17 56  0.8  0.1 11.8  0.8  4.8  SE   S        N/A  3.7 188
2025 11 22 17 26  0.8  0.1 12.5  0.8  5.3 ESE   S        N/A  3.6 176
2025 11 22 16 56  0.8  0.1 11.1  0.8  4.2 ESE   S        N/A  3.5 188
2025 11 22 16 26  0.7  0.1 11.1  0.7  4.8 ESE   S        N/A  3.5 177
2025 11 22 15 56  0.7  0.1 11.1  0.7  4.8 ESE   S        N/A  3.6 184
2025 11 22 15 26  0.7  0.1 12.5  0.7  4.3 ESE   S        N/A  3.6 181
2025 11 22 14 56  0.6  0.1 12.5  0.6  4.2 ESE   S        N/A  3.8 178
2025 11 22 14 26  0.6  0.1 11.8  0.6  4.2 ESE   S        N/A  3.8 176
2025 11 22 13 56  0.6  0.1 11.1  0.6  4.3 ESE   S        N/A  3.7 169
2025 11 22 13 26  0.6  0.1 12.5  0.6  4.3 ESE SSE        N/A  3.7 160
2025 11 22 12 56  0.6  0.1 11.8  0.6  4.2   E SSE        N/A  3.7 163
2025 11 22 12 26  0.6  0.1 11.8  0.6  3.7 ESE   S        N/A  3.5 174
2025 11 22 11 56  0.6  0.1 11.8  0.6  4.2 ESE SSE        N/A  3.5 162
2025 11 22 11 26  0.6  0.1 11.1  0.5  4.2 ESE SSE        N/A  3.5 159
2025 11 22 10 56  0.6  0.1 11.8  0.6  4.2 ESE SSE        N/A  3.5 157
2025 11 22 10 26  0.5  0.1 11.1  0.5  4.3 ESE SSE        N/A  3.5 156
2025 11 22 09 56  0.5  0.1 11.8  0.5  4.3 ESE SSE        N/A  3.4 162
2025 11 22 09 26  0.5  0.1 11.1  0.5  4.2 ESE SSE        N/A  3.3 162
2025 11 22 08 56  0.5  0.1 11.1  0.5  4.3 ESE SSE        N/A  3.3 166
2025 11 22 08 26  0.5  0.1 11.1  0.5  4.3 ESE SSE        N/A  3.4 164
2025 11 22 07 56  0.5  0.1 12.5  0.4  4.2   E SSE        N/A  3.5 159
2025 11 22 07 26  0.5  0.1 11.8  0.4  4.3 ESE SSE        N/A  3.8 163
2025 11 22 06 56  0.5  0.1 11.8  0.5  4.3 ESE SSE        N/A  3.8 163
2025 11 22 06 26  0.5  0.1 11.8  0.5  4.2 ESE SSE        N/A  3.7 159
2025 11 22 05 56  0.5  0.1 11.8  0.4  4.3 ESE SSE        N/A  3.8 164
2025 11 22 05 26  0.5  0.1 12.5  0.5  4.2 ESE   S        N/A  3.9 169
2025 11 22 04 56  0.5  0.1 12.5  0.4  4.2  SE SSE        N/A  4.0 167
2025 11 22 04 26  0.5  0.1 12.5  0.5  4.3 ESE   S        N/A  4.0 169
2025 11 22 03 56  0.5  0.1 12.5  0.4  4.2 ESE SSE        N/A  4.1 160
2025 11 22 03 26  0.5  0.1 12.5  0.5  4.2 ESE SSE        N/A  4.0 167
2025 11 22 02 56  0.5  0.1 13.3  0.5  4.3 ESE SSE        N/A  4.1 163
2025 11 22 02 26  0.5  0.1 12.5  0.5  4.3 ESE SSE        N/A  4.0 164
2025 11 22 01 56  0.6  0.1 13.3  0.5  4.2 ESE   S        N/A  4.0 173
2025 11 22 01 26  0.6  0.1 10.5  0.5  4.3 ESE   S        N/A  3.9 169
2025 11 22 00 56  0.5  0.1 12.5  0.5  4.0 ESE SSE        N/A  3.9 162
2025 11 22 00 26  0.6  0.1 12.5  0.6  4.3 ESE SSE        N/A  3.9 166
2025 11 21 23 56  0.5  0.1 12.5  0.5  4.3 ESE   S        N/A  3.8 170
2025 11 21 23 26  0.5  0.1 13.3  0.5  4.3 ESE SSE        N/A  4.0 164
2025 11 21 22 56  0.5  0.1 11.8  0.5  4.3 ESE SSE        N/A  4.1 163
2025 11 21 22 26  0.5  0.1 13.3  0.5  4.2 ESE SSE        N/A  4.0 163
2025 11 21 21 56  0.5  0.1 12.5  0.5  4.5 ESE   S        N/A  4.2 170
2025 11 21 21 26  0.5  0.1 12.5  0.5  4.5 ESE   S        N/A  4.0 174
2025 11 21 20 56  0.5  0.1 12.5  0.5  4.0 ESE SSE        N/A  4.1 164
2025 11 21 20 26  0.5  0.1 12.5  0.5  4.0 ESE SSE        N/A  4.0 167
2025 11 21 19 56  0.5  0.1 12.5  0.5  4.3 ESE SSE        N/A  4.2 164
2025 11 21 19 26  0.5  0.2 13.3  0.5  4.2 ESE   S        N/A  4.1 173
2025 11 21 18 56  0.5  0.1 12.5  0.5  4.0 ESE SSE        N/A  4.3 167
2025 11 21 18 26  0.5  0.1 10.5  0.5  9.9   E   E        N/A  4.6  95
2025 11 21 17 56  0.5  0.2 13.3  0.4  7.7 ESE   E        N/A  4.9  93
2025 11 21 17 26  0.4  0.2 13.3  0.4  9.9 ESE   E        N/A  5.0  93
2025 11 21 16 56  0.4  0.1 10.5  0.4  9.9   E   E        N/A  4.8 100
2025 11 21 16 26  0.4  0.2 10.5  0.4  9.9   E   E        N/A  5.1  90
2025 11 21 15 56  0.5  0.2 11.1  0.4  9.1   E   E        N/A  5.0  93
2025 11 21 15 26  0.4  0.2 10.5  0.4  7.7   E   E        N/A  4.9  93
2025 11 21 14 56  0.5  0.2 10.5  0.4  9.9   E   E        N/A  4.9  91
2025 11 21 14 26  0.5  0.2 10.5  0.4  9.9   E   E        N/A  4.9  93
2025 11 21 13 56  0.5  0.2 10.5  0.4  8.3 ESE   E        N/A  4.5  94
2025 11 21 13 26  0.5  0.2 13.3  0.4  7.1 ESE   E        N/A  4.5 105
2025 11 21 12 56  0.5  0.2 11.1  0.4  9.1   E   E        N/A  4.4  97
2025 11 21 12 26  0.5  0.2 11.8  0.5  9.9   E   E        N/A  4.5  98
2025 11 21 11 56  0.5  0.1 13.3  0.4  8.3 ESE   E        N/A  4.1  94
2025 11 21 11 26  0.5  0.1 11.8  0.5  8.3   E   E        N/A  4.3  93
2025 11 21 10 56  0.5  0.1 10.5  0.4  6.7   E ESE        N/A  4.0 104
2025 11 21 10 26  0.5  0.1 12.5  0.4  3.9   E ESE        N/A  3.9  95
2025 11 21 09 56  0.4  0.1 11.1  0.4  3.6   E   E        N/A  3.9 101
2025 11 21 09 26  0.4  0.1 13.3  0.4  3.9   E ESE        N/A  3.8 103
2025 11 21 08 56  0.4  0.1 13.3  0.4  4.3 ESE ESE        N/A  4.0 105
2025 11 21 08 26  0.4  0.1 12.5  0.4  4.3 ESE ESE        N/A  4.1 107
2025 11 21 07 56  0.4  0.1 12.5  0.4  4.2 ESE ESE        N/A  4.0 112
2025 11 21 07 26  0.5  0.1 11.8  0.4  3.7 ESE   E        N/A  4.0 101
2025 11 21 06 56  0.5  0.1 12.5  0.4  4.5 ESE ESE        N/A  3.9 112
2025 11 21 06 26  0.5  0.1 12.5  0.4  4.0 ESE   E        N/A  3.9 104
2025 11 21 05 56  0.4  0.1 13.3  0.4  4.5 ESE ESE        N/A  3.9 111
2025 11 21 05 26  0.5  0.1 12.5  0.4  4.2   E   E        N/A  3.8 100
2025 11 21 04 56  0.5  0.1 13.3  0.5  4.0 ESE ESE        N/A  3.7 104
2025 11 21 04 26  0.5  0.1 13.3  0.4  4.8 ESE ESE        N/A  3.7 112
2025 11 21 03 56  0.5  0.1 13.3  0.4  4.2 ESE   E        N/A  3.6 100
2025 11 21 03 26  0.5  0.1 12.5  0.5  4.0 ESE   E        N/A  3.9 100
2025 11 21 02 56  0.5  0.1 13.3  0.5  5.3 ESE   E        N/A  4.1  97
2025 11 21 02 26  0.5  0.1 14.3  0.5  4.8  SE ESE        N/A  3.9 114
2025 11 21 01 56  0.5  0.1 13.3  0.5  5.0 ESE ESE        N/A  4.1 105
2025 11 21 01 26  0.5  0.1 13.3  0.5  4.8   E   E        N/A  4.2  98
2025 11 21 00 56  0.5  0.1 12.5  0.5  5.3 ESE   E        N/A  4.1  95
