#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2025 11 21 00 26  0.5  0.1 13.3  0.5  5.0 ESE ESE        N/A  4.2 104
2025 11 20 23 56  0.5  0.1 13.3  0.5  5.3 ESE   E        N/A  4.2 100
2025 11 20 23 26  0.5  0.1 13.3  0.5  5.0 ESE   E        N/A  4.1  98
2025 11 20 22 56  0.6  0.1 12.5  0.6  5.3 ESE   E        N/A  4.1  98
2025 11 20 22 26  0.6  0.1 12.5  0.6  4.8 ESE   E        N/A  4.0 101
2025 11 20 21 56  0.6  0.1 13.3  0.6  4.8 ESE   E        N/A  3.9  95
2025 11 20 21 26  0.6  0.1 13.3  0.6  5.0 ESE ESE        N/A  3.9 103
2025 11 20 20 56  0.6  0.1 13.3  0.6  4.3 ESE   E        N/A  3.8  93
2025 11 20 20 26  0.6  0.1 14.3  0.6  5.0 ESE   E        N/A  3.8  95
2025 11 20 19 56  0.7  0.1 13.3  0.7  4.5 ESE   E        N/A  3.8  87
2025 11 20 19 26  0.7  0.1 12.5  0.7  4.5 ESE   E        N/A  3.7  90
2025 11 20 18 56  0.7  0.1 14.3  0.7  4.2 ESE   E        N/A  3.8  83
2025 11 20 18 26  0.8  0.1 14.3  0.7  4.8   E   E        N/A  3.9  91
2025 11 20 17 56  0.7  0.1 14.3  0.7  4.5 ESE   E        N/A  3.9  79
2025 11 20 17 26  0.8  0.1 14.3  0.8  4.5   E   E VERY_STEEP  3.9  81
2025 11 20 16 56  0.8  0.1 13.3  0.8  4.8   E   E        N/A  4.0  86
2025 11 20 16 26  0.8  0.1 11.8  0.8  5.0   E   E VERY_STEEP  4.0  90
2025 11 20 15 56  0.9  0.1 12.5  0.9  5.0   E   E VERY_STEEP  3.9  84
2025 11 20 15 26  0.9  0.1 12.5  0.9  5.0 ESE   E VERY_STEEP  3.8  84
2025 11 20 14 56  0.9  0.1 13.3  0.9  5.3 ESE   E      STEEP  3.9  88
2025 11 20 14 26  1.0  0.1 13.3  0.9  5.0   E ENE VERY_STEEP  3.8  77
2025 11 20 13 56  0.9  0.1 12.5  0.9  4.8  SE   E VERY_STEEP  3.8  81
2025 11 20 13 26  1.0  0.1 13.3  1.0  5.0   E   E VERY_STEEP  3.8  83
2025 11 20 12 56  1.0  0.1 12.5  1.0  4.8 ESE   E VERY_STEEP  3.9  81
2025 11 20 12 26  1.0  0.1 13.3  1.0  4.8   E   E VERY_STEEP  3.9  79
2025 11 20 11 56  1.0  0.1 14.3  1.0  4.8 ESE   E VERY_STEEP  3.9  84
2025 11 20 11 26  1.0  0.1 13.3  1.0  4.8   E   E VERY_STEEP  3.9  80
2025 11 20 10 56  1.1  0.1 13.3  1.1  5.3  SE   E VERY_STEEP  4.0  80
2025 11 20 10 26  1.1  0.1 13.3  1.1  5.0 ESE   E VERY_STEEP  4.0  79
2025 11 20 09 56  1.1  0.1 13.3  1.1  5.3   E   E VERY_STEEP  4.1  84
2025 11 20 09 26  1.1  0.1 10.5  1.1  5.3 ESE   E VERY_STEEP  4.1  86
2025 11 20 08 56  1.1  0.1 13.3  1.1  4.8   E   E VERY_STEEP  4.0  81
2025 11 20 08 26  1.1  0.1 13.3  1.1  5.0   E   E VERY_STEEP  4.0  80
2025 11 20 07 56  1.2  0.1 13.3  1.2  4.5   E ENE VERY_STEEP  4.0  76
2025 11 20 06 26  1.0  0.1 12.5  1.0  4.8 ESE   E VERY_STEEP  3.7  87
2025 11 20 05 56  1.0  0.1 12.5  1.0  4.2 ESE   E VERY_STEEP  3.7  79
2025 11 20 05 26  1.0  0.1 12.5  0.9  4.3 ESE   E VERY_STEEP  3.6  90
2025 11 20 04 56  0.8  0.1 13.3  0.8  3.9   E   E VERY_STEEP  3.3  88
2025 11 20 04 26  0.7  0.1 12.5  0.7  3.1   E   E        N/A  3.1  80
2025 11 20 03 56  0.5  0.1 12.5  0.5  5.0 ESE   S        N/A  3.2 176
2025 11 20 03 26  0.5  0.1 12.5  0.5  4.3 ESE   S        N/A  3.3 177
2025 11 20 02 56  0.5  0.1 12.5  0.5  4.3 ESE   S        N/A  3.5 173
2025 11 20 02 26  0.4  0.1 14.3  0.4  4.2 ESE   S        N/A  3.5 173
2025 11 20 01 56  0.4  0.1 15.4  0.4  4.0 ESE   S        N/A  3.7 176
2025 11 20 01 26  0.4  0.1 14.3  0.4  4.2  SE SSE        N/A  4.3 167
2025 11 20 00 56  0.4  0.1 13.3  0.4  4.0   E   S        N/A  4.2 176
2025 11 20 00 26  0.4  0.1 13.3  0.4  4.2 ESE   S        N/A  4.2 174
2025 11 19 23 56  0.4  0.1 13.3  0.4  3.9 ESE SSE        N/A  4.0 167
2025 11 19 23 26  0.4  0.1 13.3  0.4  4.0 ESE   S        N/A  3.9 177
2025 11 19 22 56  0.4  0.1 14.3  0.4  4.0 ESE   S        N/A  3.7 170
2025 11 19 22 26  0.4  0.1 13.3  0.4  4.0 ESE SSE        N/A  3.6 167
2025 11 19 21 56  0.5  0.1 13.3  0.5  3.9 ESE   S        N/A  3.4 170
2025 11 19 21 26  0.5  0.1 14.3  0.4  4.2 ESE   S        N/A  3.3 171
2025 11 19 20 56  0.5  0.1 14.3  0.5  4.2   E   S        N/A  3.4 174
2025 11 19 20 26  0.5  0.1 13.3  0.5  4.2 ESE   S        N/A  3.4 173
2025 11 19 19 56  0.5  0.1 14.3  0.5  4.2 ESE   S        N/A  3.3 174
2025 11 19 19 26  0.6  0.1 14.3  0.5  4.2 ESE   S        N/A  3.4 173
2025 11 19 18 56  0.5  0.1 14.3  0.5  4.3   E   S        N/A  3.3 174
2025 11 19 18 26  0.6  0.1 13.3  0.6  4.3  SE SSE        N/A  3.2 164
2025 11 19 17 56  0.6  0.1 12.5  0.6  4.2 ESE   S        N/A  3.4 173
2025 11 19 17 26  0.5  0.1 13.3  0.5  4.2  SE   S        N/A  3.5 177
2025 11 19 16 56  0.6  0.1 13.3  0.5  4.5 ESE SSE        N/A  3.9 167
2025 11 19 15 26  0.6  0.1 14.3  0.6  4.5 ESE SSE        N/A  4.2 166
2025 11 19 14 56  0.6  0.1 14.3  0.6  4.3 ESE SSE        N/A  4.3 164
2025 11 19 14 26  0.6  0.1 10.5  0.6  4.5 ESE SSE        N/A  4.1 160
2025 11 19 13 56  0.6  0.1 10.5  0.6  4.2   E SSE        N/A  4.2 167
2025 11 19 13 26  0.6  0.1 13.3  0.6  4.3 ESE SSE        N/A  4.1 167
2025 11 19 12 56  0.6  0.1 10.5  0.6  4.2   E   S        N/A  4.1 173
2025 11 19 12 26  0.6  0.1 10.5  0.6  4.3   E SSE        N/A  4.1 160
2025 11 19 11 56  0.6  0.1 10.5  0.5  4.3   E SSE        N/A  4.1 160
2025 11 19 11 26  0.5  0.1 12.5  0.5  3.9 ESE   S        N/A  4.1 169
2025 11 19 10 56  0.5  0.1 10.5  0.5  9.9   E   E        N/A  4.2  98
2025 11 19 10 26  0.6  0.1 10.5  0.5  4.2   E SSE        N/A  4.1 155
2025 11 19 09 56  0.5  0.1 10.5  0.5  4.0   E SSE        N/A  4.2 155
2025 11 19 09 26  0.5  0.1 11.1  0.5  3.5 ESE SSE        N/A  4.3 155
2025 11 19 08 56  0.4  0.1 14.3  0.4  8.3 ESE   E        N/A  4.2 101
2025 11 19 08 26  0.4  0.1 10.5  0.4  9.1 ESE ESE        N/A  4.4 107
2025 11 19 07 56  0.4  0.2 10.5  0.4  9.1   E   E        N/A  4.5  97
2025 11 19 07 26  0.4  0.1 12.5  0.4  8.3 ESE ESE        N/A  4.3 103
2025 11 19 06 56  0.4  0.1 10.5  0.4  9.1   E ESE        N/A  4.4 111
2025 11 19 06 26  0.4  0.1 11.1  0.4  8.3   E ESE        N/A  4.4 107
2025 11 19 05 56  0.4  0.2 13.3  0.4  8.3 ESE ESE        N/A  4.6 107
2025 11 19 05 26  0.4  0.2 11.1  0.4  6.7   E   E        N/A  4.6 100
2025 11 19 04 56  0.4  0.1 14.3  0.4  7.7 ESE   E        N/A  4.4 100
2025 11 19 04 26  0.4  0.1 11.1  0.4  7.7 ESE   E        N/A  4.7 100
2025 11 19 03 56  0.4  0.1 11.8  0.4  9.1 ESE   E        N/A  4.9 101
2025 11 19 03 26  0.4  0.1 10.5  0.3  9.1   E   E        N/A  5.7  98
2025 11 19 02 56  0.4  0.1 13.3  0.4  7.1 ESE   E        N/A  5.8  95
2025 11 19 02 26  0.4  0.1 14.3  0.4  6.7 ESE   E        N/A  5.8  93
2025 11 19 01 56  0.4  0.1 14.3  0.3  6.7 ESE   E        N/A  5.7  93
2025 11 19 01 26  0.4  0.1 10.5  0.4  9.9   E   E        N/A  5.8  94
2025 11 19 00 56  0.4  0.1 14.3  0.4  7.1   E   E        N/A  5.8  94
2025 11 19 00 26  0.4  0.1 10.5  0.4  7.7   E   E        N/A  5.7  98
2025 11 18 23 56  0.4  0.1 10.5  0.4  7.7   E   E        N/A  5.6  91
2025 11 18 23 26  0.4  0.1 11.1  0.4  7.7   E   E        N/A  5.8  97
2025 11 18 22 56  0.5  0.2 13.3  0.4  7.7 ESE   E        N/A  5.7  97
2025 11 18 22 26  0.5  0.2 10.5  0.4  8.3   E   E        N/A  5.8  98
2025 11 18 21 56  0.5  0.1 10.5  0.4  7.7 ESE   E        N/A  5.7  94
2025 11 18 21 26  0.5  0.1 10.5  0.5  7.7   E   E        N/A  5.7 100
2025 11 18 20 56  0.4  0.1 10.5  0.4  6.7   E   E        N/A  5.5  97
2025 11 18 20 26  0.5  0.1 10.5  0.4  7.7   E   E        N/A  5.5  98
2025 11 18 19 56  0.5  0.1 11.1  0.4  7.7 ESE   E        N/A  5.5 100
2025 11 18 19 26  0.5  0.1 13.3  0.5  8.3 ESE   E        N/A  5.7  98
2025 11 18 18 56  0.5  0.1 13.3  0.4  7.7 ESE   E        N/A  5.5  95
2025 11 18 18 26  0.4  0.2 13.3  0.4  6.7 ESE   E        N/A  5.3 101
2025 11 18 17 56  0.5  0.2 12.5  0.4  8.3 ESE   E        N/A  5.4 100
2025 11 18 17 26  0.5  0.1 11.1  0.4  8.3 ESE ESE        N/A  5.2 103
2025 11 18 16 56  0.4  0.1 13.3  0.4  7.7   E   E        N/A  5.1  95
2025 11 18 16 26  0.4  0.1 10.5  0.4  9.9   E   E        N/A  4.9  95
2025 11 18 15 56  0.4  0.2 10.5  0.4  8.3 ESE   E        N/A  5.1  95
2025 11 18 15 26  0.4  0.1 13.3  0.4  8.3 ESE   E        N/A  4.8  98
2025 11 18 14 56  0.4  0.1 11.1  0.4  9.1 ESE   E        N/A  4.4 100
2025 11 18 14 26  0.4  0.1 11.1  0.4  7.7   E   E        N/A  4.3 100
2025 11 18 13 56  0.4  0.2 11.1  0.4  9.1   E ESE        N/A  4.4 107
2025 11 18 13 26  0.4  0.1 13.3  0.4  7.7 ESE   E        N/A  4.2  95
2025 11 18 12 56  0.4  0.1 11.1  0.4  7.7   E   E        N/A  4.0  97
2025 11 18 12 26  0.4  0.2 13.3  0.4  8.3 ESE   E        N/A  4.0  97
2025 11 18 11 56  0.4  0.1 11.8  0.4  8.3 ESE   E        N/A  5.3  95
2025 11 18 11 26  0.4  0.2 13.3  0.3  7.1   E   E        N/A  6.5 101
2025 11 18 10 56  0.4  0.2 14.3  0.4  7.7 ESE   E        N/A  6.4 104
2025 11 18 10 26  0.4  0.2 12.5  0.4  7.7   E   E        N/A  6.8 101
2025 11 18 09 56  0.4  0.1 11.8  0.4  8.3   E ESE        N/A  6.7 107
2025 11 18 09 26  0.4  0.2 10.5  0.4  7.7   E   E        N/A  6.8  95
2025 11 18 08 56  0.4  0.2 13.3  0.4  8.3 ESE   E        N/A  6.6 101
2025 11 18 08 26  0.4  0.2 11.1  0.3  7.7   E   E        N/A  6.5  91
2025 11 18 07 56  0.4  0.2 10.5  0.4  7.7   E   E        N/A  6.5  98
2025 11 18 07 26  0.4  0.2 10.5  0.4  9.1   E   E        N/A  6.3  98
2025 11 18 06 56  0.4  0.2 11.1  0.4  6.7   E ESE        N/A  6.4 114
2025 11 18 06 26  0.4  0.2 12.5  0.4  8.3 ESE   E        N/A  6.0  98
2025 11 18 05 56  0.4  0.2 11.1  0.4  7.7   E ESE        N/A  6.0 107
2025 11 18 05 26  0.4  0.2 10.5  0.4  7.7   E ESE        N/A  6.0 110
2025 11 18 04 56  0.4  0.2 11.1  0.4  8.3   E ESE        N/A  6.3 104
2025 11 18 04 26  0.4  0.2 12.5  0.4  9.1 ESE   E        N/A  6.6 103
2025 11 18 03 56  0.4  0.2 11.1  0.4  8.3   E   E        N/A  6.5 100
2025 11 18 03 26  0.4  0.2 13.3  0.4  9.1   E   E        N/A  7.1  98
2025 11 18 02 56  0.4  0.2 11.8  0.4  8.3   E ESE        N/A  7.1 104
2025 11 18 02 26  0.4  0.2 12.5  0.4  9.9   E ESE        N/A  7.0 103
2025 11 18 01 56  0.4  0.2 13.3  0.3  9.9   E   E        N/A  7.2  94
2025 11 18 01 26  0.4  0.2 13.3  0.4  7.7   E   E        N/A  7.0 100
2025 11 18 00 56  0.4  0.2 12.5  0.4  8.3   E   E        N/A  7.1  95
2025 11 18 00 26  0.5  0.2 13.3  0.4  8.3   E   E        N/A  7.5  97
2025 11 17 23 56  0.5  0.2 11.8  0.5  8.3   E   E        N/A  7.2  93
2025 11 17 23 26  0.5  0.2 12.5  0.5  8.3   E   E        N/A  6.2  95
2025 11 17 22 56  0.5  0.2 11.8  0.5  8.3   E   E        N/A  6.0  94
2025 11 17 22 26  0.5  0.2 12.5  0.5  8.3   E   E        N/A  5.7  97
2025 11 17 21 56  0.5  0.2 14.3  0.4  9.1 ESE   E        N/A  5.5  90
2025 11 17 21 26  0.4  0.2 12.5  0.4  9.1   E   E        N/A  5.7  97
2025 11 17 20 56  0.4  0.2 14.3  0.4  9.1   E   E        N/A  6.0 100
2025 11 17 20 26  0.4  0.2 13.3  0.4  5.9 ESE  SE        N/A  5.0 105
2025 11 17 19 56  0.4  0.1 14.3  0.4  6.2   E ESE        N/A  4.8 119
2025 11 17 19 26  0.4  0.1 13.3  0.4  8.3 ESE  SE        N/A  4.4 135
2025 11 17 18 56  0.4  0.1 13.3  0.4  7.1 ESE  SE        N/A  4.2 131
2025 11 17 18 26  0.5  0.1 13.3  0.5  7.1   E  SE        N/A  4.0 128
2025 11 17 17 56  0.5  0.1 13.3  0.5  6.7 ESE  SE        N/A  3.8 132
2025 11 17 17 26  0.5  0.1 13.3  0.5  7.1 ESE  SE        N/A  3.6 107
2025 11 17 16 56  0.5  0.1 13.3  0.5  7.7   E  SE        N/A  3.9 140
2025 11 17 16 26  0.5  0.1 13.3  0.5  6.7   E  SE        N/A  3.9 143
2025 11 17 15 56  0.5  0.1 14.3  0.5  7.1   E SSE        N/A  3.6 148
2025 11 17 15 26  0.5  0.1 14.3  0.5  6.2 ESE  SE        N/A  3.5 135
2025 11 17 14 56  0.5  0.1 14.3  0.5  6.7 ESE SSE        N/A  3.8 150
2025 11 17 14 26  0.6  0.1 14.3  0.5  7.1   E SSE        N/A  4.1 155
2025 11 17 13 56  0.5  0.1 13.3  0.5  7.1 ESE SSE        N/A  4.3 162
2025 11 17 13 26  0.6  0.1 14.3  0.6  3.9   E ENE        N/A  4.2  62
2025 11 17 12 56  0.6  0.1 14.3  0.6  7.1   E   S        N/A  4.1 169
2025 11 17 12 26  0.6  0.1 14.3  0.6  4.0 ESE ENE        N/A  4.1  62
2025 11 17 11 56  0.6  0.1 14.3  0.6  7.1 ESE   S        N/A  4.0 169
2025 11 17 11 26  0.6  0.1 15.4  0.6  6.7   E   S        N/A  3.8 174
2025 11 17 10 56  0.6  0.1 10.5  0.6  7.7  SE SSE        N/A  3.8 167
2025 11 17 10 26  0.7  0.1 14.3  0.7  6.7   E SSE        N/A  3.8 167
2025 11 17 09 56  0.7  0.1 14.3  0.7  3.3   E NNE        N/A  3.8  28
2025 11 17 09 26  0.7  0.1 14.3  0.7  3.3 ESE NNE        N/A  3.6  25
2025 11 17 08 56  0.8  0.1 14.3  0.8  3.5 ESE NNE        N/A  3.7  25
2025 11 17 08 26  0.8  0.1 13.3  0.8  3.2   E NNE VERY_STEEP  3.6  17
2025 11 17 07 56  0.8  0.1 14.3  0.8  3.5 ESE NNE VERY_STEEP  3.6  31
2025 11 17 07 26  0.8  0.1 14.3  0.7  7.7   E   S        N/A  3.7 170
2025 11 17 06 56  0.7  0.1 10.5  0.7  7.7  SE SSE        N/A  3.8 164
2025 11 17 06 26  0.7  0.1 13.3  0.7  7.7   E SSE        N/A  4.0 164
2025 11 17 05 56  0.7  0.1 14.3  0.7  7.7   E   S        N/A  4.2 170
2025 11 17 05 26  0.7  0.1 14.3  0.7  7.1 ESE   S        N/A  4.1 169
2025 11 17 04 56  0.7  0.1 14.3  0.7  7.7  SE SSE        N/A  4.1 167
2025 11 17 04 26  0.7  0.1 14.3  0.6  7.1   E   S        N/A  4.6 173
2025 11 17 03 56  0.7  0.1 14.3  0.7  7.1   E   S        N/A  4.9 169
2025 11 17 03 26  0.7  0.1 10.5  0.7  7.7 SSE SSE        N/A  4.4 167
2025 11 17 02 56  0.8  0.1 10.5  0.8  7.1   S   S        N/A  4.6 169
2025 11 17 02 26  0.8  0.1 12.5  0.8  8.3  SE SSE    AVERAGE  5.0 163
2025 11 17 01 56  0.8  0.1 15.4  0.8  7.7 ESE   S    AVERAGE  5.1 169
2025 11 17 01 26  0.8  0.1 15.4  0.8  6.7 ESE   S    AVERAGE  5.3 174
2025 11 17 00 56  0.8  0.1 11.1  0.8  7.1 SSE   S    AVERAGE  5.0 176
2025 11 17 00 26  0.9  0.1 10.5  0.9  6.7 SSE   S    AVERAGE  4.9 173
2025 11 16 23 56  0.9  0.1 10.5  0.9  6.2  SE   S      STEEP  4.8 180
2025 11 16 23 26  1.0  0.1 10.5  1.0  7.1 SSE   S    AVERAGE  4.8 177
2025 11 16 22 56  1.0  0.1 10.5  1.0  6.7 SSE   S    AVERAGE  4.5 176
2025 11 16 22 26  1.0  0.1 10.5  1.0  7.7 SSE   S    AVERAGE  4.6 180
2025 11 16 21 56  1.1  0.1 10.5  1.0  7.1 SSE   S    AVERAGE  4.4 177
2025 11 16 21 26  1.0  0.1 10.5  0.9  7.1 SSE   S    AVERAGE  4.3 174
2025 11 16 20 56  1.0  0.1 10.5  1.0  7.7 SSE   S    AVERAGE  4.3 178
2025 11 16 20 26  1.0  0.1 10.5  1.0  8.3 SSE   S    AVERAGE  4.4 173
2025 11 16 19 56  1.0  0.1 10.5  1.0  7.7 SSE   S    AVERAGE  4.3 169
2025 11 16 19 26  1.0  0.1 10.5  1.0  7.7 SSE   S    AVERAGE  4.2 174
2025 11 16 18 56  1.0  0.1 10.5  1.0  5.0 SSE   S VERY_STEEP  4.3 180
2025 11 16 18 26  1.1  0.1 10.5  1.1  5.3 SSE   S VERY_STEEP  4.3 178
2025 11 16 17 56  1.0  0.1 10.5  1.0  5.3 SSE   S VERY_STEEP  4.3 183
2025 11 16 17 26  1.1  0.1 10.5  1.1  4.5   S   S VERY_STEEP  4.4 187
2025 11 16 16 56  1.1  0.1 10.5  1.1  4.8 SSE   S VERY_STEEP  4.4 187
2025 11 16 16 26  1.1  0.1 11.1  1.1  5.6 SSE   S      STEEP  4.3 181
2025 11 16 15 56  1.1  0.1 11.1  1.0  5.0   S   S VERY_STEEP  4.4 187
2025 11 16 15 26  1.1  0.1 11.8  1.1  5.0 SSE   S VERY_STEEP  4.5 185
2025 11 16 14 56  1.1  0.1 11.1  1.1  4.8   S   S VERY_STEEP  4.3 190
2025 11 16 14 26  1.1  0.1 11.1  1.1  5.0 SSE   S VERY_STEEP  4.5 188
2025 11 16 13 56  1.1  0.1 10.5  1.1  7.1   S   S    AVERAGE  4.4 183
2025 11 16 13 26  1.1  0.1 10.5  1.1  5.3 SSE   S VERY_STEEP  4.3 191
2025 11 16 12 56  1.2  0.1 10.5  1.2  5.3 SSE SSW VERY_STEEP  4.3 193
2025 11 16 12 26  1.2  0.1 10.5  1.2  5.3   S   S VERY_STEEP  4.3 188
2025 11 16 11 56  1.2  0.1 10.5  1.2  4.8   S   S VERY_STEEP  4.2 190
2025 11 16 11 26  1.2  0.1 10.5  1.2  7.1 SSE   S    AVERAGE  4.5 185
2025 11 16 10 56  1.2  0.1 10.5  1.2  6.7 SSE   S      STEEP  4.4 183
2025 11 16 10 26  1.3  0.1 11.1  1.3  6.7   S   S      STEEP  4.4 183
2025 11 16 09 56  1.2  0.1 10.5  1.2  6.7 SSE   S      STEEP  4.5 185
2025 11 16 09 26  1.1  0.1 13.3  1.1  4.8 SSE   S VERY_STEEP  4.2 190
2025 11 16 08 56  1.2  0.1 12.5  1.2  4.3  SE   S VERY_STEEP  4.2 191
2025 11 16 08 26  1.2  0.1 14.3  1.2  5.9 SSE   S      STEEP  4.2 184
2025 11 16 07 56  1.2  0.1 10.5  1.2  6.2 SSE   S      STEEP  4.2 187
2025 11 16 07 26  1.1  0.1 15.4  1.1  4.8  SE   S VERY_STEEP  4.1 185
2025 11 16 06 56  1.1  0.1 12.5  1.1  4.8  SE SSW VERY_STEEP  3.9 193
2025 11 16 06 26  1.2  0.1 13.3  1.2  4.2   S SSW VERY_STEEP  4.0 193
2025 11 16 05 56  1.1  0.1 15.4  1.1  4.8   S   S VERY_STEEP  3.9 191
2025 11 16 05 26  1.1  0.1 13.3  1.1  4.5   S   S VERY_STEEP  3.9 190
2025 11 16 04 56  1.1  0.1 11.1  1.1  4.5 SSE   S VERY_STEEP  3.8 188
2025 11 16 04 26  1.0  0.1 12.5  1.0  4.5 SSE SSW VERY_STEEP  3.6 195
2025 11 16 03 56  1.0  0.1 13.3  1.0  4.5 SSE   S VERY_STEEP  3.6 191
2025 11 16 03 26  1.0  0.1 13.3  1.0  5.0  SE SSW VERY_STEEP  3.7 195
2025 11 16 02 56  1.0  0.1 13.3  1.0  5.6  SE   S      STEEP  3.8 190
2025 11 16 02 26  1.0  0.1 13.3  1.0  4.3  SE SSW VERY_STEEP  3.8 195
2025 11 16 01 56  0.9  0.1 10.5  0.9  4.2  SE SSW VERY_STEEP  3.7 198
2025 11 16 01 26  0.9  0.1 10.5  0.9  4.2  SE SSW VERY_STEEP  3.6 201
2025 11 16 00 56  0.9  0.1 13.3  0.9  5.0  SE SSW VERY_STEEP  3.6 195
2025 11 16 00 26  0.9  0.1 14.3  0.9  4.0  SE SSW VERY_STEEP  3.6 198
2025 11 15 23 56  0.8  0.1 10.5  0.8  3.9  SE SSW VERY_STEEP  3.4 200
2025 11 15 23 26  0.8  0.1 10.5  0.8  3.5  SE SSW        N/A  3.4 197
2025 11 15 22 56  0.8  0.1 10.5  0.8  3.6   E SSW VERY_STEEP  3.3 198
2025 11 15 22 26  0.7  0.1 12.5  0.7  3.6 ENE SSW        N/A  3.3 195
2025 11 15 21 56  0.7  0.1 13.3  0.7  5.0 ESE   S        N/A  3.4 191
2025 11 15 21 26  0.7  0.1 14.3  0.6  4.8  SE SSW        N/A  3.4 197
2025 11 15 20 56  0.7  0.1 13.3  0.7  3.5   E   S        N/A  3.3 191
2025 11 15 20 26  0.7  0.1 13.3  0.7  3.5 ESE SSW        N/A  3.4 198
2025 11 15 19 56  0.7  0.1 13.3  0.7  3.7 ESE SSW        N/A  3.3 197
2025 11 15 19 26  0.8  0.1 10.5  0.8  3.7 ESE SSW VERY_STEEP  3.3 204
2025 11 15 18 56  0.8  0.1 10.5  0.8  3.5 ESE SSW VERY_STEEP  3.3 201
2025 11 15 18 26  0.8  0.1 10.5  0.8  3.7  SE SSW        N/A  3.2 198
2025 11 15 17 56  0.7  0.1 10.5  0.7  3.5 ESE SSW        N/A  3.2 202
2025 11 15 17 26  0.6  0.1 10.5  0.6  3.3 ESE SSW        N/A  3.2 200
2025 11 15 16 56  0.5  0.1 14.3  0.5  9.1 ESE ESE        N/A  3.3 112
2025 11 15 16 26  0.5  0.1 10.5  0.5  9.1   E ESE        N/A  3.3 114
2025 11 15 15 56  0.6  0.1 10.5  0.5  9.1 ESE ESE        N/A  3.2 122
2025 11 15 15 26  0.6  0.1 10.5  0.5  9.1 ESE ESE        N/A  3.2 117
2025 11 15 14 56  0.6  0.1 10.5  0.6  9.1   E ESE        N/A  3.1 115
2025 11 15 14 26  0.6  0.1 10.5  0.6  2.9   E SSW        N/A  3.1 208
2025 11 15 13 56  0.6  0.1 11.1  0.5  3.0 ESE SSW        N/A  3.1 208
2025 11 15 13 26  0.6  0.1 10.5  0.6  2.9 ESE  SW        N/A  3.0 222
2025 11 15 12 56  0.6  0.1 11.1  0.6  2.6 ESE  SW        N/A  3.1 235
2025 11 15 12 26  0.6  0.1 14.3  0.6  2.7 ESE  SW        N/A  2.9 235
2025 11 15 11 56  0.6  0.1 10.5  0.6  2.6   E WSW        N/A  2.9 245
2025 11 15 11 26  0.6  0.2 10.5  0.5  9.1   E ESE        N/A  3.0  97
2025 11 15 10 56  0.5  0.1 10.5  0.5  2.5 ESE  SW        N/A  3.0 236
2025 11 15 10 26  0.6  0.1 10.5  0.5  2.5 ESE  SW        N/A  3.0 233
2025 11 15 09 56  0.5  0.1 10.5  0.5  2.4  SE  SW        N/A  3.0 225
2025 11 15 09 26  0.5  0.1 10.5  0.5  9.9   E ESE        N/A  3.2 115
2025 11 15 08 56  0.5  0.1 10.5  0.5  9.1 ESE ESE        N/A  3.3 114
2025 11 15 08 26  0.5  0.1 10.5  0.5  9.1   E ESE        N/A  3.5 112
2025 11 15 07 56  0.5  0.1 10.5  0.5  9.1 ESE ESE        N/A  3.4 115
2025 11 15 07 26  0.5  0.1 14.3  0.5  9.1 ESE ESE        N/A  3.4 110
2025 11 15 06 56  0.5  0.1 11.1  0.5  9.1  SE  SE        N/A  3.2 129
2025 11 15 06 26  0.5  0.1 13.3  0.5  8.3   E ESE        N/A  3.4 118
2025 11 15 05 26  0.5  0.1 13.3  0.5  9.1  SE ESE        N/A  3.5 112
2025 11 15 04 56  0.5  0.1 10.5  0.5  9.1  SE ESE        N/A  3.7 122
2025 11 15 04 26  0.5  0.1 10.5  0.5  8.3 ESE  SE        N/A  3.4 125
2025 11 15 03 56  0.5  0.1 13.3  0.5  9.1 ESE ESE        N/A  3.4 118
2025 11 15 03 26  0.5  0.1 10.5  0.5  8.3   E  SE        N/A  3.4 129
2025 11 15 02 56  0.5  0.1 10.5  0.5  9.1 ESE ESE        N/A  3.2 118
2025 11 15 02 26  0.5  0.1 10.5  0.5  9.1   E ESE        N/A  3.5 119
2025 11 15 01 56  0.5  0.1 14.3  0.5  8.3 ESE ESE        N/A  3.4 118
2025 11 15 01 26  0.5  0.1 10.5  0.4  9.1 ESE ESE        N/A  3.8 117
2025 11 15 00 56  0.4  0.1 10.5  0.4  9.1   E ESE        N/A  4.9 114
2025 11 15 00 26  0.4  0.1 11.1  0.3  8.3 ESE ESE        N/A  5.3 122
2025 11 14 23 56  0.4  0.1 14.3  0.4  9.1 ESE ESE        N/A  5.7 119
2025 11 14 23 26  0.4  0.1 10.5  0.4  9.9 ESE ESE        N/A  5.1 112
2025 11 14 22 56  0.4  0.1 10.5  0.3  9.1   E ESE        N/A  5.0 118
2025 11 14 22 26  0.4  0.1 13.3  0.4  9.1 ESE  SE        N/A  5.1 124
2025 11 14 21 56  0.4  0.1 14.3  0.4  9.1 ESE  SE        N/A  4.9 128
2025 11 14 21 26  0.4  0.1 10.5  0.4  9.1 ESE ESE        N/A  4.6 121
2025 11 14 20 56  0.4  0.1 14.3  0.4  9.1 ESE ESE        N/A  4.3 117
2025 11 14 20 26  0.4  0.1 14.3  0.4  9.1   E  SE        N/A  4.4 129
